name,seed,weights,filter,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align
MTL0.5,0,"[32, 128, 1, 1]",False,512,0.5,align=0.94,wv_linear_sm_0_aligns,0.9024999737739564,0.9325000047683716,0.9816666666666666,0.9529166666666667,0.9191666666666668,0.9666666666666668,0.9692500233650208,0.9325000047683716,0.9425,0.8924999833106995,0.94
MTL0.5,1,"[0, 1, 1, 1]",False,512,0.5,align=0.77,wv_linear_sm_0_aligns,0.737500011920929,0.9474999904632568,0.98,0.9879166666666668,0.9591666666666666,0.97625,0.9652500748634338,0.9474999904632568,0.9325,0.7400000095367432,0.77
MTL0.5,1,"[1, 0, 1, 1]",False,512,0.5,align=0.84,wv_linear_sm_0_aligns,0.824999988079071,0.9175000190734864,0.96875,0.9308333333333332,0.9425,0.9766666666666668,0.9637500643730164,0.9175000190734864,0.95,0.824999988079071,0.84
MTL0.5,1,"[1, 1, 1, 1]",False,512,0.5,align=0.92,wv_linear_sm_0_aligns,0.9049999713897704,0.9449999928474426,0.9795833333333334,0.92375,0.93125,0.9704166666666666,0.9581250548362732,0.9449999928474426,0.955,0.8899999856948853,0.92
MTL0.5,0,"[1, 1, 1, 1]",False,512,0.5,align=0.92,wv_linear_sm_0_aligns,0.9075000286102296,0.9049999713897704,0.9770833333333332,0.94625,0.9233333333333332,0.9775,0.9651250243186952,0.9049999713897704,0.935,0.8949999809265137,0.92
MTL0.5,1,"[32, 128, 1, 1]",False,512,0.5,align=0.94,wv_linear_sm_0_aligns,0.915000021457672,0.9424999952316284,0.975,0.95625,0.9020833333333332,0.9725,0.9573750495910645,0.9424999952316284,0.9375,0.9175000190734864,0.94
MTL0.5,0,"[1, 0, 1, 1]",False,512,0.5,align=0.84,wv_linear_sm_0_aligns,0.8299999833106995,0.9399999976158142,0.9658333333333332,0.9375,0.9370833333333334,0.975,0.9645000696182252,0.9399999976158142,0.9425,0.824999988079071,0.84
MTL0.5,0,"[0, 1, 1, 1]",False,512,0.5,align=0.77,wv_linear_sm_0_aligns,0.7850000262260437,0.9474999904632568,0.9833333333333334,0.9825,0.9625,0.97625,0.976875066757202,0.9474999904632568,0.95,0.7799999713897705,0.77
MTL0.5,2,"[1, 1, 1, 1]",False,512,0.5,align=0.92,wv_linear_sm_0_aligns,0.8924999833106995,0.9325000047683716,0.9741666666666668,0.92375,0.9179166666666666,0.9666666666666668,0.9533750414848328,0.9325000047683716,0.93,0.9049999713897704,0.92
MTL0.5,2,"[1, 0, 1, 1]",False,512,0.5,align=0.84,wv_linear_sm_0_aligns,0.8149999976158142,0.9449999928474426,0.9616666666666668,0.9291666666666668,0.92875,0.9720833333333332,0.9516250491142272,0.9449999928474426,0.945,0.8174999952316284,0.84
MTL0.5,2,"[0, 1, 1, 1]",False,512,0.5,align=0.77,wv_linear_sm_0_aligns,0.7799999713897705,0.9175000190734864,0.975,0.97625,0.9441666666666668,0.96875,0.9641250371932985,0.9175000190734864,0.9425,0.7724999785423279,0.77
MTL0.5,2,"[32, 128, 1, 1]",False,512,0.5,align=0.94,wv_linear_sm_0_aligns,0.925000011920929,0.9300000071525574,0.9766666666666666,0.9475,0.8995833333333333,0.9791666666666666,0.9675000309944152,0.9300000071525574,0.945,0.9225000143051147,0.94
