"Name","test_clf_acc","test_1nn_acc","test_triplet_acc","State","Notes","User","Tags","Created","Runtime","Sweep","_content.aug","_content.dataloader_num_workers","_content.do_test","_content.do_train","_content.embed_dim","_content.embeds_output_dir","_content.gpus","_content.lamda","_content.learning_rate","_content.max_epochs","_content.model","_content.num_class","_content.pretrained","_content.seed","_content.syn","_content.test_dir","_content.test_triplets","_content.train_batch_size","_content.train_dir","_content.train_triplets","_content.transform","_content.triplet_batch_size","_content.valid_dir","_content.valid_triplets","_content.wandb_entity","_content.wandb_group","_content.wandb_mode","_content.wandb_name","_content.wandb_project","_metadata","aug","dataloader_num_workers","do_test","do_train","embed_dim","embeds_output_dir","gpus","lamda","learning_rate","max_epochs","model","num_class","pretrained","profiler","seed","syn","test_dir","test_triplets","train_batch_size","train_dir","train_triplets","transform","triplet_batch_size","valid_dir","valid_triplets","wandb_entity","wandb_group","wandb_mode","wandb_name","wandb_project","epoch","test_clf_loss","test_total_loss","test_triplet_loss","train_clf_acc","train_clf_loss","train_total_loss","train_triplet_acc","train_triplet_loss","trainer/global_step","valid_1nn_acc","valid_clf_acc","valid_clf_loss","valid_total_loss","valid_triplet_acc","valid_triplet_loss"
"MTL0.8s4","1","0.95","0.7412499785423279","finished","-","mrsata","","2022-05-10T21:09:32.000Z","157","","False","4","True","True","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","True","4","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s4","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","true","None","4","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s4","bm_prolific_d512_e50","19","0.1016133427619934","0.21613788604736328","0.674235999584198","1","0.0011831923620775342","0.007186118513345718","0.9899999499320984","0.031197823584079742","600","0.975","0.949999988079071","0.11970169842243196","0.24748709797859192","0.7249999642372131","0.7586286664009094"
"MTL0.8s3","0.925000011920929","0.925","0.7462499737739563","finished","-","mrsata","","2022-05-10T21:06:44.000Z","161","","False","4","True","True","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","True","3","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s3","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","true","None","3","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s3","bm_prolific_d512_e50","43","0.13510924577713013","0.2431865930557251","0.675495982170105","1","0.0026711151003837585","0.006212526001036167","0.9950000047683716","0.020378168672323227","600","0.95","0.925000011920929","0.1268302947282791","0.24529483914375305","0.7587499618530273","0.7191529870033264"
"MTL0.8s2","0.949999988079071","0.925","0.7412499785423279","finished","-","mrsata","","2022-05-10T21:03:58.000Z","158","","False","4","True","True","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","True","2","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s2","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","true","None","2","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s2","bm_prolific_d512_e50","29","0.12505307793617249","0.2426990121603012","0.7132827639579773","1","0.0009978829184547069","0.006498589180409908","0.9899999499320984","0.028501413762569427","600","0.925","0.975000023841858","0.11496223509311676","0.2363557070493698","0.7487499713897705","0.7219296097755432"
"MTL0.8s1","0.949999988079071","0.925","0.7387499809265137","finished","-","mrsata","","2022-05-10T21:01:27.000Z","144","","False","4","True","True","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","True","1","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s1","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","true","None","1","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s1","bm_prolific_d512_e50","43","0.14427413046360016","0.2598658502101898","0.7222326397895813","1","0.00147667049895972","0.0032108258455991745","1","0.01014744769781828","600","0.975","0.975000023841858","0.11697626113891602","0.2399219274520874","0.73499995470047","0.731704592704773"
"MTL0.8s0","0.975000023841858","0.95","0.7475000023841858","finished","-","mrsata","","2022-05-10T20:58:46.000Z","153","","False","4","True","True","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","True","0","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s0","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.8","0.0001","50","MTL","2","true","None","0","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.8s0","bm_prolific_d512_e50","20","0.11596479266881944","0.23041242361068728","0.688202977180481","1","0.001341115334071219","0.007277215365320444","0.9950000047683716","0.031021613627672195","600","0.925","0.925000011920929","0.17143496870994568","0.28854888677597046","0.7337499856948853","0.7570046186447144"
"MTL0.2s4","0.949999988079071","0.95","0.7612499594688416","finished","-","mrsata","","2022-05-10T20:56:02.000Z","157","","False","4","True","True","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","True","4","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s4","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","true","None","4","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s4","bm_prolific_d512_e50","6","0.20361249148845673","0.5574331283569336","0.6458882689476013","1","0.006683132145553827","0.007894395850598812","1","0.008197211660444736","600","1","0.949999988079071","0.14083854854106903","0.6217045783996582","0.7524999976158142","0.741921067237854"
"MTL0.2s3","0.925000011920929","0.925","0.7450000047683716","finished","-","mrsata","","2022-05-10T20:53:18.000Z","157","","False","4","True","True","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","True","3","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s3","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","true","None","3","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s3","bm_prolific_d512_e50","7","0.2100932151079178","0.5748647451400757","0.6660575866699219","1","0.012310340069234371","0.018857987597584724","0.9950000047683716","0.020494898781180385","600","0.95","0.949999988079071","0.1134592667222023","0.6006202101707458","0.7512499690055847","0.7224104404449463"
"MTL0.2s2","0.975000023841858","0.95","0.7337499856948853","finished","-","mrsata","","2022-05-10T20:50:39.000Z","152","","False","4","True","True","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","True","2","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s2","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","true","None","2","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s2","bm_prolific_d512_e50","16","0.15448017418384552","0.6037526726722717","0.716070830821991","1","0.004470100626349449","0.0157382283359766","0.9950000047683716","0.018555259332060817","600","0.925","0.975000023841858","0.12154793739318848","0.6317980885505676","0.73499995470047","0.7593606114387512"
"MTL0.2s1","0.925000011920929","0.925","0.7437499761581421","finished","-","mrsata","","2022-05-10T20:47:58.000Z","153","","False","4","True","True","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","True","1","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s1","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","true","None","1","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s1","bm_prolific_d512_e50","28","0.1658686101436615","0.6015176773071289","0.7104299068450928","1","0.008974900469183922","0.008735226467251778","1","0.008675307966768742","600","0.95","0.975000023841858","0.12436960637569427","0.609244167804718","0.7537499666213989","0.7304627895355225"
"MTL0.2s0","0.949999988079071","0.95","0.73499995470047","finished","-","mrsata","","2022-05-10T20:45:14.000Z","157","","False","4","True","True","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","True","0","False","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s0","bm_prolific_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","4","true","true","512","../embeds/bm/prolific","1","0.2","0.0001","50","MTL","2","true","None","0","false","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets.pkl","ai-driven-tutorial","pre_no_aug_0","online","MTL0.2s0","bm_prolific_d512_e50","12","0.1842241883277893","0.587372362613678","0.6881593465805054","1","0.006626455578953028","0.02291791141033173","0.9950000047683716","0.026990775018930435","600","0.975","0.925000011920929","0.2021532505750656","0.6444633603096008","0.7537499666213989","0.7550408840179443"
