"Name","State","Notes","User","Tags","Created","Runtime","Sweep","_content.aug","_content.check_val_every_n_epoch","_content.checkpoint_callback","_content.dataloader_num_workers","_content.deterministic","_content.do_test","_content.do_train","_content.embed_dim","_content.embeds_output_dir","_content.enable_progress_bar","_content.gpus","_content.lamda","_content.learning_rate","_content.log_every_n_steps","_content.max_epochs","_content.model","_content.num_class","_content.pretrained","_content.seed","_content.syn","_content.test_ckpt_path","_content.test_dir","_content.test_triplets","_content.train_batch_size","_content.train_dir","_content.train_triplets","_content.transform","_content.triplet_batch_size","_content.valid_dir","_content.valid_triplets","_content.wandb_entity","_content.wandb_group","_content.wandb_mode","_content.wandb_name","_content.wandb_project","_metadata","aug","check_val_every_n_epoch","checkpoint_callback","dataloader_num_workers","deterministic","do_test","do_train","embed_dim","embeds_output_dir","enable_progress_bar","gpus","lamda","learning_rate","log_every_n_steps","max_epochs","model","num_class","pretrained","profiler","seed","syn","test_ckpt_path","test_dir","test_triplets","train_batch_size","train_dir","train_triplets","transform","triplet_batch_size","valid_dir","valid_triplets","wandb_entity","wandb_group","wandb_mode","wandb_name","wandb_project","epoch","test_1nn_acc","test_clf_acc","test_clf_loss","test_total_loss","test_triplet_acc","test_triplet_loss","train_clf_acc","train_clf_loss","train_total_loss","train_triplet_acc","train_triplet_loss","trainer/global_step","valid_1nn_acc","valid_clf_acc","valid_clf_loss","valid_total_loss","valid_triplet_acc","valid_triplet_loss"
"MTL0.5s4","finished","-","mrsata","","2022-05-13T20:40:51.000Z","163","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.5","0.0001","50","50","MTL","2","True","4","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s4","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0.5","0.0001","50","50","MTL","2","true","None","4","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s4","bm_filtered_d512_e50","22","0.95","0.949999988079071","0.1123344674706459","0.5288829207420349","0.706250011920929","0.945431351661682","1","0.0013449315447360275","0.008468958549201488","0.9950000047683716","0.015592984855175018","500","","0.949999988079071","0.0945153385400772","0.3056557774543762","0.8194233775138855","0.5167962312698364"
"MTL0.5s3","finished","-","mrsata","","2022-05-13T20:38:01.000Z","163","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.5","0.0001","50","50","MTL","2","True","3","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s3","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0.5","0.0001","50","50","MTL","2","true","None","3","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s3","bm_filtered_d512_e50","48","0.925","0.949999988079071","0.13480371236801147","0.5464363098144531","0.7237499952316284","0.95806884765625","1","0.0017304804641753435","0.0028847125358879566","1","0.004038944374769926","500","","0.949999988079071","0.12596645951271057","0.3214244842529297","0.8072837591171265","0.5168825387954712"
"MTL0.5s2","finished","-","mrsata","","2022-05-13T20:35:16.000Z","158","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.5","0.0001","50","50","MTL","2","True","2","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s2","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0.5","0.0001","50","50","MTL","2","true","None","2","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s2","bm_filtered_d512_e50","5","0.975","0.975000023841858","0.1392039656639099","0.5028581619262695","0.7087500095367432","0.8665122985839844","1","0.0011656434508040547","0.007739751599729061","0.9950000047683716","0.01431385986506939","500","","0.925000011920929","0.13794098794460297","0.34214919805526733","0.8012139797210693","0.5463573932647705"
"MTL0.5s1","finished","-","mrsata","","2022-05-13T20:32:22.000Z","166","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.5","0.0001","50","50","MTL","2","True","1","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s1","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0.5","0.0001","50","50","MTL","2","true","None","1","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s1","bm_filtered_d512_e50","29","0.95","0.949999988079071","0.155252605676651","0.5288171172142029","0.70374995470047","0.9023816585540771","1","0.0012832755455747249","0.002043867949396372","1","0.002804460469633341","500","","0.975000023841858","0.1273917257785797","0.33470088243484497","0.8072837591171265","0.5420100092887878"
"MTL0.5s0","finished","-","mrsata","","2022-05-13T20:29:31.000Z","164","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.5","0.0001","50","50","MTL","2","True","0","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s0","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0.5","0.0001","50","50","MTL","2","true","None","0","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0.5s0","bm_filtered_d512_e50","13","0.925","0.925000011920929","0.1395142823457718","0.5242276787757874","0.706250011920929","0.908941090106964","1","0.001807820750400424","0.005348571576178074","1","0.00888932216912508","500","","0.8999999761581421","0.2323871552944183","0.4283481240272522","0.7769347429275513","0.6243090629577637"
"MTL1s4","finished","-","mrsata","","2022-05-13T20:27:25.000Z","119","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","1.0","0.0001","50","50","MTL","2","True","4","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s4","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","1","0.0001","50","50","MTL","2","true","None","4","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s4","bm_filtered_d512_e50","46","0.975","0.975000023841858","0.07933524996042252","0.07933524996042252","0.6274999976158142","2.837158679962158","1","0.0003258743672631681","0.0003258743672631681","","","500","","0.975000023841858","0.08164909482002258","0.08164909482002258","0.7875568866729736","0.526345431804657"
"MTL1s3","finished","-","mrsata","","2022-05-13T20:25:26.000Z","112","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","1.0","0.0001","50","50","MTL","2","True","3","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s3","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","1","0.0001","50","50","MTL","2","true","None","3","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s3","bm_filtered_d512_e50","48","0.925","0.925000011920929","0.10841283947229384","0.10841283947229384","0.6212499737739563","2.564823627471924","1","0.0004756667767651379","0.0004756667767651379","","","500","","0.949999988079071","0.10319743305444716","0.10319743305444716","0.7253414392471313","0.6070412993431091"
"MTL1s2","finished","-","mrsata","","2022-05-13T20:23:28.000Z","111","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","1.0","0.0001","50","50","MTL","2","True","2","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s2","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","1","0.0001","50","50","MTL","2","true","None","2","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s2","bm_filtered_d512_e50","47","0.925","0.949999988079071","0.0927763134241104","0.0927763134241104","0.6299999952316284","2.689675807952881","1","0.00027068250346928835","0.00027068250346928835","","","500","","0.975000023841858","0.1108621135354042","0.1108621135354042","0.7647951245307922","0.5306510925292969"
"MTL1s1","finished","-","mrsata","","2022-05-13T20:21:32.000Z","108","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","1.0","0.0001","50","50","MTL","2","True","1","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s1","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","1","0.0001","50","50","MTL","2","true","None","1","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s1","bm_filtered_d512_e50","37","0.925","0.925000011920929","0.12425051629543304","0.12425051629543304","0.6087499856948853","2.4557085037231445","1","0.00030502749723382294","0.00030502749723382294","","","500","","0.949999988079071","0.11138866096735","0.11138866096735","0.7374809980392456","0.6252222657203674"
"MTL1s0","finished","-","mrsata","","2022-05-13T20:19:38.000Z","108","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","1.0","0.0001","50","50","MTL","2","True","0","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s0","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","1","0.0001","50","50","MTL","2","true","None","0","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL1s0","bm_filtered_d512_e50","36","0.9","0.925000011920929","0.1011040061712265","0.1011040061712265","0.6274999976158142","2.3513128757476807","1","0.0004487542319111526","0.0004487542319111526","","","500","","0.925000011920929","0.18178042769432068","0.18178042769432068","0.7283763289451599","0.622907817363739"
"MTL0s4","finished","-","mrsata","","2022-05-13T20:17:04.000Z","147","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.0","0.0001","50","50","MTL","2","True","4","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s4","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0","0.0001","50","50","MTL","2","true","None","4","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s4","bm_filtered_d512_e50","37","0.95","0.574999988079071","0.6713120937347412","0.9181910753250122","0.7274999618530273","0.9181910753250122","","","0.00853837002068758","1","0.00853837002068758","500","","0.75","0.6155670881271362","0.588346004486084","0.8042488694190979","0.588346004486084"
"MTL0s3","finished","-","mrsata","","2022-05-13T20:14:36.000Z","141","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.0","0.0001","50","50","MTL","2","True","3","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s3","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0","0.0001","50","50","MTL","2","true","None","3","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s3","bm_filtered_d512_e50","12","0.875","0.574999988079071","0.6780991554260254","0.7604466676712036","0.7324999570846558","0.7604466676712036","","","0.000802059134002775","1","0.000802059134002775","500","","0.574999988079071","0.6390339732170105","0.5372875928878784","0.8012139797210693","0.5372875928878784"
"MTL0s2","finished","-","mrsata","","2022-05-13T20:12:01.000Z","148","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.0","0.0001","50","50","MTL","2","True","2","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s2","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0","0.0001","50","50","MTL","2","true","None","2","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s2","bm_filtered_d512_e50","3","0.925","0.375","0.725666344165802","0.8710934519767761","0.70374995470047","0.8710934519767761","","","0.013968992047011852","0.9950000047683716","0.013968992047011852","500","","0.30000001192092896","0.7398232817649841","0.6383004784584045","0.7814871072769165","0.6383004784584045"
"MTL0s1","finished","-","mrsata","","2022-05-13T20:09:17.000Z","157","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.0","0.0001","50","50","MTL","2","True","1","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s1","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0","0.0001","50","50","MTL","2","true","None","1","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s1","bm_filtered_d512_e50","37","0.95","0.5249999761581421","0.6929981708526611","0.871894896030426","0.7362499833106995","0.871894896030426","","","0.0016243362333625555","1","0.0016243362333625555","500","","0.550000011920929","0.6777805089950562","0.5873426198959351","0.8012139797210693","0.5873426198959351"
"MTL0s0","finished","-","mrsata","","2022-05-13T20:06:33.000Z","157","","False","1","True","4","True","True","True","512","../embeds/bm/prolific","False","1","0.0","0.0001","50","50","MTL","2","True","0","False","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s0","bm_filtered_d512_e50","ContainerMetadata(ref_type=typing.Any, object_type=None, optional=True, key=None, flags={}, flags_root=False, resolver_cache=defaultdict(<class 'dict'>, {}), key_type=typing.Any, element_type=typing.Any)","false","1","true","4","true","true","true","512","../embeds/bm/prolific","false","1","0","0.0001","50","50","MTL","2","true","None","0","false","best","../datasets/bm/test","../datasets/bm_prolific_triplets/test_triplets.pkl","30","../datasets/bm/train","../datasets/bm_prolific_triplets/train_triplets_filtered.pkl","bm","200","../datasets/bm/valid","../datasets/bm_prolific_triplets/valid_triplets_filtered.pkl","ai-driven-tutorial","pre_no_aug_2","online","MTL0s0","bm_filtered_d512_e50","37","0.925","0.42500001192092896","0.7763718366622925","0.9260186553001404","0.7162500023841858","0.9260186553001404","","","0.016291894018650055","0.9950000047683716","0.016291894018650055","500","","0.30000001192092896","0.7860034704208374","0.6152971982955933","0.7921092510223389","0.6152971982955933"
