wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5
wv_3d,align=0.83_filtered,MTL0.2,2,"[0, 1, 1, 1]",50,0.2,0.9975,0.97660947,0.9975,0.93575,0.906,0.93,0.9325,1.0,0.8925,0.895,1.0,0.885,0.8875,1.0
wv_3d,align=0.83_filtered,TN,2,"[0, 1, 1, 1]",50,0.0,0.48,0.96545064,0.9975,0.93425,0.9135000000000002,0.8575,0.8575,1.0,0.85,0.85,1.0,0.865,0.8675,1.0
wv_3d,align=0.83_filtered,MTL0.5,2,"[0, 1, 1, 1]",50,0.5,0.9975,0.97381973,0.9975,0.9285,0.8967499999999999,0.925,0.9275,1.0,0.875,0.8775,1.0,0.875,0.8775,1.0
wv_3d,align=0.83_filtered,MTL0.8,2,"[0, 1, 1, 1]",50,0.8,0.9975,0.9727468,0.9975,0.9295,0.8985,0.91,0.9125,1.0,0.8925,0.895,1.0,0.885,0.8875,1.0
wv_3d,align=0.83,MTL0.2,2,"[0, 1, 1, 1]",50,0.2,1.0,0.97366667,0.9925,0.9495,0.92325,0.8375,0.8425,1.0,0.8075,0.8075,1.0,0.8225,0.8225,1.0
wv_3d,align=0.83,MTL0.5,2,"[0, 1, 1, 1]",50,0.5,0.9975,0.96599996,0.9975,0.9485,0.9315,0.84,0.8425,1.0,0.8325,0.835,1.0,0.8425,0.8425,1.0
wv_3d,align=0.8_filtered,MTL0.2,2,"[1, 0, 1, 1]",50,0.2,0.995,0.97424245,0.9975,0.938,0.924,0.905,0.905,1.0,0.8675,0.8675,1.0,0.845,0.845,1.0
wv_3d,align=0.83,TN,2,"[0, 1, 1, 1]",50,0.0,0.7475,0.9763333,0.8425,0.95325,0.9335,0.8175,0.845,1.0,0.8225,0.8575,1.0,0.8225,0.8475,1.0
wv_3d,align=0.83,MTL0.8,2,"[0, 1, 1, 1]",50,0.8,0.995,0.97183335,0.9975,0.945,0.9195,0.795,0.7975,1.0,0.8125,0.8125,1.0,0.8225,0.8225,1.0
wv_3d,align=0.8_filtered,MTL0.5,2,"[1, 0, 1, 1]",50,0.5,0.995,0.9718615,0.995,0.927,0.9065,0.905,0.91,1.0,0.895,0.895,1.0,0.895,0.895,1.0
wv_3d,align=0.8_filtered,MTL0.8,2,"[1, 0, 1, 1]",50,0.8,0.995,0.9744589,0.995,0.931,0.9055,0.895,0.895,1.0,0.86,0.8625,1.0,0.8625,0.865,1.0
wv_3d,align=0.8_filtered,TN,2,"[1, 0, 1, 1]",50,0.0,0.465,0.9744589,0.99,0.92675,0.90125,0.925,0.925,1.0,0.9075,0.91,1.0,0.8875,0.8875,1.0
wv_3d,align=0.8,MTL0.5,2,"[1, 0, 1, 1]",50,0.5,0.9975,0.97066665,0.995,0.9495,0.93775,0.8075,0.81,1.0,0.8025,0.805,1.0,0.815,0.8175,1.0
wv_3d,align=0.8,MTL0.2,2,"[1, 0, 1, 1]",50,0.2,0.9975,0.97683334,0.995,0.953,0.94,0.7775,0.78,1.0,0.7975,0.7975,1.0,0.81,0.81,1.0
wv_3d,align=0.8,TN,2,"[1, 0, 1, 1]",50,0.0,0.54,0.9733333,0.79,0.943,0.9245,0.7675,0.795,1.0,0.76,0.7875,1.0,0.77,0.79,1.0
wv_3d,align=0.925_filtered,MTL0.2,2,"[256, 1, 256, 256]",50,0.2,0.995,0.9695135,0.995,0.90375,0.86975,0.9125,0.915,1.0,0.925,0.9275,1.0,0.93,0.9325,1.0
wv_3d,align=0.8,MTL0.8,2,"[1, 0, 1, 1]",50,0.8,0.995,0.96066666,0.995,0.943,0.92425,0.8875,0.8875,1.0,0.8725,0.875,1.0,0.8475,0.8475,1.0
wv_3d,align=0.925_filtered,MTL0.5,2,"[256, 1, 256, 256]",50,0.5,0.995,0.97405404,0.995,0.89375,0.8564999999999999,0.925,0.925,1.0,0.9275,0.93,1.0,0.9475,0.95,1.0
wv_3d,align=0.925_filtered,MTL0.8,2,"[256, 1, 256, 256]",50,0.8,0.9975,0.9712432,0.9975,0.8779999999999999,0.833,0.96,0.9625,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0
wv_3d,align=0.925_filtered,TN,2,"[256, 1, 256, 256]",50,0.0,0.5,0.9725405,0.995,0.9015,0.86975,0.9575,0.9575,1.0,0.9525,0.9525,1.0,0.955,0.955,1.0
wv_3d,align=0.925,MTL0.2,2,"[256, 1, 256, 256]",50,0.2,0.995,0.9766666,0.9925,0.91425,0.8837499999999998,0.86,0.86,1.0,0.9,0.9025,1.0,0.9075,0.91,1.0
wv_3d,align=0.925,MTL0.5,2,"[256, 1, 256, 256]",50,0.5,0.985,0.9668333,0.995,0.912,0.8815000000000002,0.91,0.91,1.0,0.9425,0.9425,1.0,0.9475,0.9475,1.0
wv_3d,align=0.925,MTL0.8,2,"[256, 1, 256, 256]",50,0.8,0.995,0.97066665,0.9975,0.91525,0.88575,0.8675,0.8675,1.0,0.9175,0.9175,1.0,0.9325,0.9325,1.0
wv_3d,align=0.925,TN,2,"[256, 1, 256, 256]",50,0.0,0.54,0.9763333,0.79,0.916,0.8822500000000002,0.8275,0.85,1.0,0.9,0.9175,1.0,0.9225,0.945,1.0
wv_3d,align=0.92_filtered,MTL0.2,2,"[1, 256, 256, 256]",50,0.2,0.9975,0.9709517,1.0,0.9115,0.8734999999999999,0.9075,0.9075,1.0,0.94,0.94,1.0,0.9425,0.9425,1.0
wv_3d,align=0.92_filtered,TN,2,"[1, 256, 256, 256]",50,0.0,0.2675,0.9748537,0.9975,0.91175,0.8690000000000001,0.915,0.915,1.0,0.9425,0.945,1.0,0.9425,0.945,1.0
wv_3d,align=0.92_filtered,MTL0.5,2,"[1, 256, 256, 256]",50,0.5,0.995,0.96704966,0.995,0.916,0.874,0.9025,0.905,1.0,0.9175,0.92,1.0,0.9275,0.93,1.0
wv_3d,align=0.92_filtered,MTL0.8,2,"[1, 256, 256, 256]",50,0.8,0.995,0.9633644,0.9975,0.90875,0.8632500000000001,0.9525,0.9525,1.0,0.955,0.955,1.0,0.9425,0.9425,1.0
wv_3d,align=0.92,MTL0.2,2,"[1, 256, 256, 256]",50,0.2,0.995,0.9701667,0.99,0.915,0.8807499999999999,0.8825,0.885,1.0,0.9075,0.9125,1.0,0.91,0.915,1.0
wv_3d,align=0.92,MTL0.5,2,"[1, 256, 256, 256]",50,0.5,0.9975,0.968,0.995,0.91775,0.88325,0.8825,0.8825,1.0,0.9,0.9,1.0,0.91,0.91,1.0
wv_3d,align=1_filtered,MTL0.2,2,"[1, 1, 1, 1]",50,0.2,0.9975,0.97018796,0.9975,0.877,0.81075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=0.92,TN,2,"[1, 256, 256, 256]",50,0.0,0.54,0.967,0.8375,0.91725,0.88375,0.8625,0.875,1.0,0.9,0.925,1.0,0.91,0.9325,1.0
wv_3d,align=0.92,MTL0.8,2,"[1, 256, 256, 256]",50,0.8,0.995,0.9655,0.995,0.92,0.8875,0.8975,0.9,1.0,0.9125,0.915,1.0,0.9175,0.92,1.0
wv_3d,align=1_filtered,MTL0.5,2,"[1, 1, 1, 1]",50,0.5,0.9975,0.9699719,1.0,0.87575,0.807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1_filtered,MTL0.8,2,"[1, 1, 1, 1]",50,0.8,0.9925,0.96565133,0.9975,0.8744999999999999,0.80575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1_filtered,TN,2,"[1, 1, 1, 1]",50,0.0,0.41,0.96737957,0.9975,0.87375,0.8082499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1,MTL0.5,2,"[1, 1, 1, 1]",50,0.5,0.9975,0.9618333,1.0,0.8852499999999999,0.82125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1,MTL0.2,2,"[1, 1, 1, 1]",50,0.2,0.9925,0.9511666,1.0,0.8825000000000001,0.8192499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1,MTL0.8,2,"[1, 1, 1, 1]",50,0.8,0.9925,0.9561667,0.9975,0.88175,0.81925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d,align=1,TN,2,"[1, 1, 1, 1]",50,0.0,0.5925,0.96716666,1.0,0.8867499999999999,0.8234999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
