name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_1nn_acc,rNINO_ds_acc,align,num,test_clf_acc
TN,1,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.5,wv_3d_num_triplets,0.8149999976158142,0.5899999737739563,0.86875,0.9945833333333334,0.78875,0.97,0.9696666598320008,0.85,0.75,0.925,0.5,0
MTL0.8,1,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.5,wv_3d_num_triplets,0.862500011920929,0.9950000047683716,0.91625,0.9954166666666668,0.86,0.9695833333333334,0.95933336019516,0.995,0.862500011920929,0.925,0.5,0
MTL0.2,1,"[256, 1, 256, 256]",False,50,0.2,align=0.925_p=0.5,wv_3d_num_triplets,0.8475000262260437,0.9950000047683716,0.9091666666666668,0.99625,0.8620833333333332,0.9679166666666666,0.9693333506584167,0.995,0.8475000262260437,0.925,0.5,0
MTL0.5,1,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.5,wv_3d_num_triplets,0.8550000190734863,0.9950000047683716,0.89125,0.99625,0.84,0.9604166666666666,0.9683333039283752,0.995,0.8550000190734863,0.925,0.5,0
MTL0.8,1,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.25,wv_3d_num_triplets,0.8725000023841858,0.9950000047683716,0.86625,0.9945833333333334,0.7991666666666667,0.9529166666666667,0.9513333439826964,0.995,0.8725000023841858,0.925,0.25,0
TN,1,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.25,wv_3d_num_triplets,0.8125,0.3700000047683716,0.7766666666666667,0.9945833333333334,0.6804166666666668,0.9633333333333332,0.959999978542328,0.8425,0.7225000262260437,0.925,0.25,0
MTL0.5,1,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.25,wv_3d_num_triplets,0.8299999833106995,0.9950000047683716,0.8904166666666665,0.9941666666666666,0.8216666666666667,0.9558333333333332,0.9520000219345092,0.9975,0.8274999856948853,0.925,0.25,0
MTL0.2,1,"[256, 1, 256, 256]",False,50,0.2,align=0.925_p=0.25,wv_3d_num_triplets,0.8299999833106995,0.9950000047683716,0.8841666666666667,0.9945833333333334,0.8291666666666666,0.96625,0.9646666646003724,0.9875,0.8299999833106995,0.925,0.25,0
MTL0.5,0,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.5,wv_3d_num_triplets,0.8500000238418579,0.9950000047683716,0.91875,0.99625,0.8695833333333334,0.9625,0.9693333506584167,0.995,0.8500000238418579,0.925,0.5,0
TN,0,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.25,wv_3d_num_triplets,0.8050000071525574,0.6324999928474426,0.7720833333333333,0.9908333333333332,0.7091666666666666,0.98,0.9626666903495787,0.8775,0.7225000262260437,0.925,0.25,0
MTL0.8,0,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.5,wv_3d_num_triplets,0.8399999737739563,0.9950000047683716,0.9091666666666668,0.9954166666666668,0.8562500000000001,0.9658333333333332,0.96233332157135,0.995,0.8399999737739563,0.925,0.5,0
TN,0,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.5,wv_3d_num_triplets,0.8475000262260437,0.5400000214576721,0.7566666666666667,0.9958333333333332,0.67875,0.9870833333333332,0.9673333168029784,0.81,0.7524999976158142,0.925,0.5,0
MTL0.2,0,"[256, 1, 256, 256]",False,50,0.2,align=0.925_p=0.5,wv_3d_num_triplets,0.824999988079071,0.9950000047683716,0.9075,0.9966666666666668,0.8554166666666667,0.9629166666666666,0.9676666855812072,0.9875,0.8324999809265137,0.925,0.5,0
MTL0.8,0,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.25,wv_3d_num_triplets,0.8399999737739563,0.9950000047683716,0.8754166666666667,0.9841666666666667,0.8241666666666667,0.9616666666666666,0.9539999961853028,0.995,0.8399999737739563,0.925,0.25,0
TN,1,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.125,wv_3d_num_triplets,0.8575000166893005,0.7799999713897705,0.8462500000000001,0.99625,0.7575,0.9591666666666666,0.944000005722046,0.8975,0.8075000047683716,0.925,0.125,0
MTL0.8,1,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.125,wv_3d_num_triplets,0.8700000047683716,0.9950000047683716,0.8675,0.99,0.7875,0.9575,0.9480000138282776,0.995,0.8700000047683716,0.925,0.125,0
MTL0.2,1,"[256, 1, 256, 256]",False,50,0.2,align=0.925_p=0.125,wv_3d_num_triplets,0.8224999904632568,0.9950000047683716,0.8808333333333334,0.9920833333333334,0.7979166666666667,0.9616666666666666,0.944000005722046,0.9975,0.8224999904632568,0.925,0.125,0
MTL0.5,1,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.125,wv_3d_num_triplets,0.8450000286102295,0.9975000023841858,0.8591666666666667,0.9908333333333332,0.7891666666666667,0.96375,0.946666657924652,0.9975,0.8424999713897705,0.925,0.125,0
MTL0.5,0,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.25,wv_3d_num_triplets,0.8500000238418579,0.9950000047683716,0.8733333333333334,0.9833333333333334,0.8070833333333333,0.96125,0.949999988079071,0.995,0.8450000286102295,0.925,0.25,0
MTL0.2,0,"[256, 1, 256, 256]",False,50,0.2,align=0.925_p=0.25,wv_3d_num_triplets,0.8025000095367432,0.9975000023841858,0.8654166666666666,0.9916666666666666,0.7925,0.96125,0.9553333520889282,0.9925,0.8025000095367432,0.925,0.25,0
TN,0,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.125,wv_3d_num_triplets,0.8174999952316284,0.6075000166893005,0.76125,0.9925,0.6720833333333333,0.9816666666666668,0.9520000219345092,0.9275,0.75,0.925,0.125,0
MTL0.8,1,"[256, 1, 256, 256]",False,50,0.8,align=0.925_p=0.0625,wv_3d_num_triplets,0.8849999904632568,0.9950000047683716,0.8233333333333333,0.96625,0.7312500000000001,0.9429166666666666,0.9120000004768372,0.995,0.8849999904632568,0.925,0.0625,0
TN,1,"[256, 1, 256, 256]",False,50,0.0,align=0.925_p=0.0625,wv_3d_num_triplets,0.8525000214576721,0.3375000059604645,0.7020833333333334,0.98125,0.5691666666666667,0.9625,0.93066668510437,0.9575,0.7475000023841858,0.925,0.0625,0
MTL0.5,1,"[256, 1, 256, 256]",False,50,0.5,align=0.925_p=0.0625,wv_3d_num_triplets,0.8774999976158142,0.9950000047683716,0.8416666666666667,0.97875,0.7604166666666666,0.9425,0.9359999895095824,0.9975,0.8774999976158142,0.925,0.0625,0
