,name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
88,MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.4,wv_3d_square_noisy,0.9424999952316284,0.9950000047683716,0.61125,0.7370833333333334,0.7060518860816956,0.9975000023841858,0.9975,0.9424999952316284,0.925,0.4
89,TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.3,wv_3d_square_noisy,0.959999978542328,0.4600000083446502,0.4958333333333333,0.9033333333333332,0.7627416849136353,0.4600000083446502,0.995,0.44999998807907104,0.925,0.3
90,MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.3,wv_3d_square_noisy,0.949999988079071,0.9975000023841858,0.7362500000000001,0.7804166666666666,0.76625657081604,0.9975000023841858,0.995,0.9524999856948853,0.925,0.3
91,TN,1,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.1,wv_3d_square_noisy,0.959999978542328,0.5049999952316284,0.5520833333333334,0.9670833333333334,0.8799391984939575,0.5049999952316284,0.995,0.4925000071525574,0.925,0.1
95,MTL0.8,1,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.1,wv_3d_square_noisy,0.959999978542328,0.9950000047683716,0.8129166666666667,0.8941666666666667,0.872557520866394,0.9950000047683716,0.995,0.959999978542328,0.925,0.1
96,MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.3,wv_3d_square_noisy,0.9474999904632568,0.9975000023841858,0.7154166666666667,0.7558333333333334,0.7612038850784302,0.9975000023841858,0.995,0.949999988079071,0.925,0.3
98,MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.3,wv_3d_square_noisy,0.949999988079071,0.9950000047683716,0.7129166666666666,0.7062499999999999,0.7612038850784302,0.9950000047683716,0.995,0.949999988079071,0.925,0.3
100,MTL0.2,1,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.1,wv_3d_square_noisy,0.9674999713897704,0.9950000047683716,0.82,0.9079166666666666,0.8751627802848816,0.9950000047683716,0.995,0.9674999713897704,0.925,0.1
101,MTL0.5,1,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.1,wv_3d_square_noisy,0.9574999809265136,0.9950000047683716,0.8154166666666667,0.8416666666666667,0.8877550959587097,0.9950000047683716,0.995,0.9574999809265136,0.925,0.1
102,TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.2,wv_3d_square_noisy,0.9300000071525574,0.4600000083446502,0.5120833333333333,0.9445833333333334,0.8147252798080444,0.4600000083446502,0.995,0.4350000023841858,0.925,0.2
103,MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.2,wv_3d_square_noisy,0.9825000166893004,0.9975000023841858,0.7920833333333333,0.7020833333333334,0.8252747654914856,0.9975000023841858,0.995,0.9825000166893004,0.925,0.2
105,MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.2,wv_3d_square_noisy,0.987500011920929,0.9975000023841858,0.7929166666666666,0.6379166666666666,0.8232967257499695,0.9975000023841858,0.995,0.987500011920929,0.925,0.2
108,MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.2,wv_3d_square_noisy,0.987500011920929,0.9975000023841858,0.7791666666666667,0.725,0.8257142901420593,0.9975000023841858,0.995,0.987500011920929,0.925,0.2
112,TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.1,wv_3d_square_noisy,0.962499976158142,0.4600000083446502,0.6091666666666667,0.9720833333333332,0.8888406157493591,0.4600000083446502,0.9975,0.4600000083446502,0.925,0.1
116,MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.1,wv_3d_square_noisy,0.9725000262260436,0.9975000023841858,0.8254166666666666,0.9141666666666666,0.887537956237793,0.9975000023841858,1.0,0.9725000262260436,0.925,0.1
118,MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.1,wv_3d_square_noisy,0.9674999713897704,0.9975000023841858,0.8220833333333334,0.8716666666666667,0.8831958174705505,0.9975000023841858,0.9975,0.9674999713897704,0.925,0.1
119,MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.1,wv_3d_square_noisy,0.9800000190734864,0.9975000023841858,0.8216666666666667,0.8395833333333335,0.890794575214386,0.9975000023841858,0.995,0.9800000190734864,0.925,0.1
