name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_1nn_acc,rNINO_ds_acc,align,num,test_clf_acc
MTL0.8,1,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.015625_filtered,wv_squarelin_num,0.8774999976158142,0.9700000286102296,0.7941666666666666,0.8533333333333334,0.75,0.84375,0.8888888955116272,0.98,0.875,0.84,0.015625,0
TN,1,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.015625_filtered,wv_squarelin_num,0.7850000262260437,0.5249999761581421,0.7341666666666667,0.9679166666666666,0.68375,0.9695833333333334,0.8989899158477783,0.94,0.6349999904632568,0.84,0.015625,0
MTL0.2,1,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.03125_filtered,wv_squarelin_num,0.7825000286102295,0.8799999952316284,0.8466666666666667,0.9499999999999998,0.81625,0.9629166666666666,0.921052634716034,0.9625,0.7574999928474426,0.84,0.03125,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.25_filtered,wv_squarelin_num,0.8700000047683716,0.9375,0.8979166666666667,0.9525,0.8729166666666667,0.9545833333333332,0.9585166573524476,0.97,0.8650000095367432,0.84,0.25,0
MTL0.8,0,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.125_filtered,wv_squarelin_num,0.875,0.9850000143051147,0.85875,0.9341666666666666,0.8345833333333333,0.94125,0.9215938448905944,0.9825,0.8799999952316284,0.84,0.125,0
MTL0.8,0,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.0625_filtered,wv_squarelin_num,0.8550000190734863,0.9725000262260436,0.8391666666666667,0.91375,0.8116666666666666,0.9383333333333334,0.9416243433952332,0.975,0.8575000166893005,0.84,0.0625,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.125_filtered,wv_squarelin_num,0.875,0.975000023841858,0.89,0.9233333333333332,0.8704166666666667,0.9416666666666668,0.9370179772377014,0.975,0.8725000023841858,0.84,0.125,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.25_filtered,wv_squarelin_num,0.8324999809265137,0.9900000095367432,0.8962499999999999,0.9670833333333334,0.8808333333333334,0.9741666666666666,0.957888126373291,0.9725,0.8374999761581421,0.84,0.25,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.125_filtered,wv_squarelin_num,0.8025000095367432,0.977500021457672,0.8804166666666666,0.95375,0.8504166666666667,0.96875,0.9434447288513184,0.9725,0.8050000071525574,0.84,0.125,0
TN,0,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.125_filtered,wv_squarelin_num,0.7749999761581421,0.5849999785423279,0.8133333333333334,0.97875,0.7675000000000001,0.98,0.9575835466384888,0.965,0.6225000023841858,0.84,0.125,0
TN,0,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.0625_filtered,wv_squarelin_num,0.8025000095367432,0.5550000071525574,0.7658333333333333,0.9729166666666668,0.73,0.9779166666666668,0.9492385983467102,0.955,0.5625,0.84,0.0625,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.5_filtered,wv_squarelin_num,0.8700000047683716,0.9549999833106996,0.9270833333333334,0.9645833333333332,0.9066666666666666,0.96875,0.9748980402946472,0.9825,0.8675000071525574,0.84,0.5,0
TN,0,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.25_filtered,wv_squarelin_num,0.800000011920929,0.5024999976158142,0.8224999999999999,0.9808333333333332,0.7933333333333333,0.9904166666666666,0.9629164338111876,0.91,0.6474999785423279,0.84,0.25,0
MTL0.8,0,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.25_filtered,wv_squarelin_num,0.8899999856948853,0.9725000262260436,0.8879166666666666,0.9283333333333332,0.8520833333333334,0.9375,0.9673161506652832,0.9775,0.8924999833106995,0.84,0.25,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.0078125_filtered,wv_squarelin_num,0.7599999904632568,0.975000023841858,0.81625,0.9270833333333334,0.7541666666666668,0.9458333333333332,0.8260869383811951,0.9725,0.7674999833106995,0.84,0.0078125,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.0078125_filtered,wv_squarelin_num,0.8349999785423279,0.9700000286102296,0.80375,0.9229166666666666,0.7441666666666666,0.9316666666666666,0.804347813129425,0.9725,0.8374999761581421,0.84,0.0078125,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.0625_filtered,wv_squarelin_num,0.8475000262260437,0.9574999809265136,0.8520833333333333,0.9391666666666666,0.81625,0.9479166666666666,0.9187816977500916,0.98,0.8374999761581421,0.84,0.0625,0
MTL0.8,0,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.03125_filtered,wv_squarelin_num,0.8450000286102295,0.987500011920929,0.8066666666666666,0.9179166666666668,0.7566666666666667,0.9166666666666666,0.9052631855010986,0.985,0.8399999737739563,0.84,0.03125,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.015625_filtered,wv_squarelin_num,0.8949999809265137,0.987500011920929,0.8133333333333334,0.895,0.7758333333333334,0.9,0.9090909361839294,0.97,0.9024999737739564,0.84,0.015625,0
TN,0,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.03125_filtered,wv_squarelin_num,0.8199999928474426,0.6349999904632568,0.7758333333333334,0.9620833333333336,0.7312499999999998,0.965,0.9315789341926576,0.9625,0.7350000143051147,0.84,0.03125,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.0625_filtered,wv_squarelin_num,0.8025000095367432,0.9649999737739564,0.8616666666666667,0.95375,0.8154166666666667,0.9583333333333334,0.9162436723709106,0.98,0.8025000095367432,0.84,0.0625,0
TN,0,"[1, 0, 1, 1]",True,50,0.0,align=0.84_p=0.0078125_filtered,wv_squarelin_num,0.8450000286102295,0.4950000047683716,0.6466666666666666,0.94375,0.5866666666666666,0.9566666666666668,0.695652186870575,0.95,0.7300000190734863,0.84,0.0078125,0
MTL0.8,0,"[1, 0, 1, 1]",True,50,0.8,align=0.84_p=0.0078125_filtered,wv_squarelin_num,0.8424999713897705,0.9850000143051147,0.7679166666666667,0.7658333333333333,0.7158333333333333,0.7841666666666667,0.8478260636329651,0.99,0.8450000286102295,0.84,0.0078125,0
MTL0.2,0,"[1, 0, 1, 1]",True,50,0.2,align=0.84_p=0.015625_filtered,wv_squarelin_num,0.7875000238418579,0.9424999952316284,0.8254166666666668,0.9408333333333334,0.7920833333333333,0.9504166666666666,0.939393937587738,0.9625,0.8025000095367432,0.84,0.015625,0
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84_p=0.03125_filtered,wv_squarelin_num,0.8349999785423279,0.9850000143051147,0.8337499999999999,0.9279166666666666,0.8016666666666667,0.9420833333333332,0.9368420839309692,0.98,0.8349999785423279,0.84,0.03125,0
