name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_1nn_acc,rNINO_ds_acc,align,num,test_clf_acc
MTL0.8,1,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.962499976158142,0.9975000023841858,0.7654166666666667,0.8591666666666667,0.6516666666666667,0.7708333333333334,0.8823529481887817,0.9975,0.962499976158142,0.925,0.0078125,0
MTL0.2,1,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.8799999952316284,0.9950000047683716,0.7666666666666666,0.9491666666666668,0.6620833333333334,0.9133333333333334,0.911764681339264,0.9975,0.8799999952316284,0.925,0.015625,0
TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.8600000143051147,0.4699999988079071,0.6595833333333333,0.9658333333333332,0.52,0.9470833333333334,0.8382353186607361,0.9925,0.6100000143051147,0.925,0.015625,0
TN,1,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.8550000190734863,0.5099999904632568,0.62875,0.9775,0.48208333333333336,0.955,0.8235294222831726,0.9975,0.6899999976158142,0.925,0.0078125,0
MTL0.5,1,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.9300000071525574,0.9975000023841858,0.7824999999999999,0.8958333333333334,0.6620833333333334,0.8445833333333334,0.7941176295280457,0.995,0.9300000071525574,0.925,0.0078125,0
MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.9175000190734864,0.9975000023841858,0.7675,0.8916666666666666,0.6520833333333332,0.8341666666666666,0.8676470518112183,0.9975,0.9175000190734864,0.925,0.015625,0
MTL0.5,1,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.9574999809265136,0.9950000047683716,0.7766666666666667,0.8562499999999998,0.6604166666666667,0.7912499999999999,0.8823529481887817,0.995,0.959999978542328,0.925,0.015625,0
MTL0.2,1,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.8949999809265137,0.9975000023841858,0.7779166666666666,0.9345833333333332,0.6679166666666667,0.9120833333333334,0.7941176295280457,0.9975,0.8924999833106995,0.925,0.0078125,0
MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.8899999856948853,0.9975000023841858,0.74625,0.9183333333333332,0.61625,0.8308333333333334,0.8823529481887817,1.0,0.8899999856948853,0.925,0.0078125,0
MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.9049999713897704,0.9950000047683716,0.7891666666666667,0.9266666666666666,0.6858333333333334,0.9016666666666668,0.8823529481887817,0.9975,0.9049999713897704,0.925,0.015625,0
MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.015625,wv_3d_square_num_filtered,0.925000011920929,0.9975000023841858,0.7733333333333333,0.9070833333333336,0.6549999999999999,0.8316666666666667,0.8235294222831726,0.9975,0.925000011920929,0.925,0.015625,0
TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.824999988079071,0.5525000095367432,0.6566666666666666,0.96125,0.5045833333333333,0.94,0.7647058963775635,0.9975,0.6324999928474426,0.925,0.0078125,0
MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.9024999737739564,0.9975000023841858,0.7691666666666667,0.9554166666666668,0.6445833333333334,0.8916666666666666,0.8235294222831726,0.995,0.9024999737739564,0.925,0.0078125,0
MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.0078125,wv_3d_square_num_filtered,0.9350000023841858,0.9975000023841858,0.7795833333333334,0.9229166666666666,0.6658333333333334,0.86375,0.8823529481887817,0.9975,0.9350000023841858,0.925,0.0078125,0
