,name,model,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
290,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.6,wv_3d_linear_noisy,0.947236180305481,0.8718593120574951,0.5050251256281407,0.37311557788944727,0.6717366576194763,0.9949748516082764,0.9899497487437184,0.947236180305481,0.62,0.6
291,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.6,wv_3d_linear_noisy,0.9070351719856262,0.8618090748786926,0.5607202680067002,0.4639865996649917,0.6615210175514221,0.984924614429474,0.9899497487437184,0.9020100235939026,0.62,0.6
292,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.5,wv_3d_linear_noisy,0.7889447212219238,0.9371859431266784,0.5598827470686767,0.6729480737018424,0.48616665601730347,0.5025125741958618,0.9547738693467336,0.7889447212219238,0.62,0.5
293,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.4,wv_3d_linear_noisy,0.9497487545013428,0.9899497628211976,0.6277219430485762,0.4673366834170854,0.7005883455276489,0.5025125741958618,0.9899497487437184,0.9497487545013428,0.62,0.4
294,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.5,wv_3d_linear_noisy,0.8115577697753906,0.9522613286972046,0.5615577889447235,0.614321608040201,0.5,0.979899525642395,0.9899497487437184,0.8090452551841736,0.62,0.5
295,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.5,wv_3d_linear_noisy,0.8015075325965881,0.9396985173225404,0.5787269681742044,0.666247906197655,0.4996666610240936,0.9698492288589478,0.9824120603015076,0.7939698696136475,0.62,0.5
296,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.5,wv_3d_linear_noisy,0.9597989916801452,0.9321607947349548,0.5150753768844221,0.342964824120603,0.6788435578346252,0.9874371886253356,0.984924623115578,0.9597989916801452,0.62,0.5
297,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.5,wv_3d_linear_noisy,0.8492462038993835,0.8919597864151001,0.5297319932998324,0.46566164154103856,0.6705513000488281,0.9924623370170592,0.992462311557789,0.8492462038993835,0.62,0.5
298,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.5,wv_3d_linear_noisy,0.9597989916801452,0.9221105575561525,0.52428810720268,0.30988274706867674,0.6660690307617188,0.5025125741958618,0.9899497487437184,0.9597989916801452,0.62,0.5
299,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.5,wv_3d_linear_noisy,0.8216080665588379,0.9020100235939026,0.5469011725293133,0.6185092127303182,0.4986666738986969,0.9346733689308168,0.9698492462311558,0.8140703439712524,0.62,0.5
300,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.4,wv_3d_linear_noisy,0.8793969750404358,0.9773869514465332,0.640284757118928,0.7554438860971525,0.7062540650367737,0.984924614429474,0.9824120603015076,0.8793969750404358,0.62,0.4
301,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.5,wv_3d_linear_noisy,0.8693467378616333,0.8919597864151001,0.516750418760469,0.5418760469011725,0.673464834690094,0.9924623370170592,0.9899497487437184,0.8693467378616333,0.62,0.5
302,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.7814070582389832,0.9773869514465332,0.6474036850921273,0.8651591289782244,0.6156666874885559,0.9773869514465332,0.9949748743718592,0.7763819098472595,0.62,0.3
303,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.7110552787780762,0.8844221234321594,0.7085427135678392,0.9154103852596316,0.653333306312561,0.8844221234321594,0.964824120603015,0.6884422302246094,0.62,0.3
304,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.7763819098472595,0.9924623370170592,0.6377721943048575,0.8463149078726969,0.5978333353996277,0.9924623370170592,0.9949748743718592,0.7763819098472595,0.62,0.3
305,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.6407034993171692,0.9145728349685668,0.7508375209380235,0.9355108877721944,0.85916668176651,0.9145728349685668,0.9723618090452262,0.6256281137466431,0.62,0.1
306,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.4,wv_3d_linear_noisy,0.6683416962623596,0.9698492288589478,0.6917922948073701,0.9011725293132328,0.5643333196640015,0.5025125741958618,0.9698492462311558,0.6683416962623596,0.62,0.4
307,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.4,wv_3d_linear_noisy,0.7989949584007263,0.9748743772506714,0.6009212730318257,0.6754606365159129,0.5331666469573975,0.984924614429474,0.992462311557789,0.7989949584007263,0.62,0.4
308,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.6984924674034119,0.9547738432884216,0.7097989949748743,0.9095477386934676,0.659333348274231,0.4974874258041382,0.9547738693467336,0.6984924674034119,0.62,0.3
309,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.4,wv_3d_linear_noisy,0.7412060499191284,0.979899525642395,0.6139028475711892,0.8119765494137353,0.5451666712760925,0.9874371886253356,0.9874371859296482,0.7437185645103455,0.62,0.4
310,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.4,wv_3d_linear_noisy,0.8190954923629761,0.927135705947876,0.6612227805695142,0.8056951423785593,0.5559999942779541,0.927135705947876,0.9673366834170856,0.8090452551841736,0.62,0.4
311,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.4,wv_3d_linear_noisy,0.9321607947349548,0.9874371886253356,0.6821608040201005,0.7005862646566164,0.6957942843437195,0.5025125741958618,0.9899497487437184,0.9321607947349548,0.62,0.4
312,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.4,wv_3d_linear_noisy,0.929648220539093,0.9748743772506714,0.6285594639865997,0.6976549413735343,0.7023316621780396,0.982412040233612,0.9798994974874372,0.929648220539093,0.62,0.4
313,MTL0.8,MTL,2,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.9045225977897644,0.979899525642395,0.6809045226130653,0.7219430485762145,0.7478485107421875,0.979899525642395,0.9798994974874372,0.9045225977897644,0.62,0.3
314,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.9346733689308168,0.9874371886253356,0.6582914572864321,0.5448073701842545,0.7502151131629944,0.9899497628211976,0.9874371859296482,0.9346733689308168,0.62,0.3
315,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.929648220539093,0.984924614429474,0.7847571189279732,0.6620603015075377,0.8985387682914734,0.984924614429474,0.9899497487437184,0.929648220539093,0.62,0.1
316,MTL0.8,MTL,2,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.8442211151123047,0.9874371886253356,0.7617252931323283,0.788107202680067,0.897509753704071,0.9874371886253356,0.9874371859296482,0.8442211151123047,0.62,0.1
317,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.876884400844574,0.979899525642395,0.7939698492462312,0.8626465661641541,0.9010084271430968,0.979899525642395,0.9824120603015076,0.8793969750404358,0.62,0.1
318,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.4,wv_3d_linear_noisy,0.9422110319137572,0.982412040233612,0.6637353433835846,0.4484924623115578,0.7056003212928772,0.9874371886253356,0.9899497487437184,0.9396985173225404,0.62,0.4
319,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.9195979833602904,0.9899497628211976,0.6348408710217756,0.6608040201005024,0.753227174282074,0.4974874258041382,0.9899497487437184,0.9195979833602904,0.62,0.3
320,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.4,wv_3d_linear_noisy,0.8919597864151001,0.984924614429474,0.6302345058626465,0.6884422110552765,0.7045108079910278,0.984924614429474,0.9874371859296482,0.8919597864151001,0.62,0.4
321,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.856783926486969,0.982412040233612,0.771356783919598,0.8789782244556115,0.9005968570709229,0.4899497628211975,0.9824120603015076,0.856783926486969,0.62,0.1
322,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.6381909251213074,0.9874371886253356,0.6943048576214405,0.9112227805695142,0.6969999670982361,0.9874371886253356,0.984924623115578,0.6381909251213074,0.62,0.2
323,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.7236180901527405,0.984924614429474,0.7198492462311559,0.9099664991624792,0.7088333368301392,0.984924614429474,0.9899497487437184,0.7261306643486023,0.62,0.2
324,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.6281406879425049,0.984924614429474,0.7152428810720268,0.926716917922948,0.8169999718666077,0.984924614429474,0.9899497487437184,0.6281406879425049,0.62,0.1
325,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.6733668446540833,0.984924614429474,0.7365996649916248,0.9229480737018424,0.8286666870117188,0.984924614429474,0.984924623115578,0.6733668446540833,0.62,0.1
326,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.6407034993171692,0.929648220539093,0.7236180904522613,0.9409547738693466,0.746666669845581,0.929648220539093,0.9773869346733668,0.6306532621383667,0.62,0.2
327,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.590452253818512,0.929648220539093,0.7491624790619765,0.948073701842546,0.7648333311080933,0.4974874258041382,0.9296482412060302,0.590452253818512,0.62,0.2
328,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.5502512454986572,0.9321607947349548,0.8174204355108877,0.9673366834170856,0.8679999709129333,0.4974874258041382,0.9321608040201004,0.5502512454986572,0.62,0.1
329,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.9346733689308168,0.9949748516082764,0.707286432160804,0.7432998324958126,0.8288611769676208,0.9949748516082764,0.984924623115578,0.9396985173225404,0.62,0.2
330,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.8994975090026855,0.982412040233612,0.6708542713567839,0.568676716917923,0.7534423470497131,0.982412040233612,0.9874371859296482,0.9045225977897644,0.62,0.3
331,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.8793969750404358,0.982412040233612,0.7118927973199329,0.5682579564489112,0.8280160427093506,0.982412040233612,0.9899497487437184,0.8819095492362976,0.62,0.2
332,MTL0.8,MTL,2,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.8819095492362976,0.982412040233612,0.7056113902847572,0.7998324958123953,0.8185083866119385,0.982412040233612,0.984924623115578,0.8819095492362976,0.62,0.2
333,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.6859296560287476,0.9874371886253356,0.6880234505862647,0.8911222780569514,0.6044999957084656,0.9874371886253356,0.9874371859296482,0.6859296560287476,0.62,0.3
334,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.7035176157951355,0.984924614429474,0.6256281407035176,0.8597152428810722,0.5868332982063293,0.984924614429474,0.984924623115578,0.7010050415992737,0.62,0.3
335,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.6507537961006165,0.9497487545013428,0.6972361809045227,0.9392797319932998,0.6340000033378601,0.9497487545013428,0.9798994974874372,0.6356784105300903,0.62,0.3
336,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.8417085409164429,0.982412040233612,0.719430485762144,0.7981574539363484,0.8182970881462097,0.32914572954177856,0.9824120603015076,0.8417085409164429,0.62,0.2
337,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.590452253818512,0.927135705947876,0.7671691792294807,0.9501675041876048,0.8688333034515381,0.927135705947876,0.9623115577889448,0.570351779460907,0.62,0.1
338,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.6633166074752808,0.9572864174842834,0.7173366834170855,0.9279731993299832,0.6708333492279053,0.5025125741958618,0.957286432160804,0.6633166074752808,0.62,0.3
339,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.9045225977897644,0.9899497628211976,0.6700167504187604,0.6775544388609714,0.7609724402427673,0.9899497628211976,0.9899497487437184,0.9020100235939026,0.62,0.3
340,MTL0.8,MTL,1,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.9246231317520142,0.967336654663086,0.6896984924623116,0.45938023450586263,0.7545180916786194,0.9698492288589478,0.984924623115578,0.91206032037735,0.62,0.3
341,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.4,wv_3d_linear_noisy,0.8618090748786926,0.984924614429474,0.6038525963149078,0.6515912897822446,0.7012420892715454,0.982412040233612,0.9874371859296482,0.8618090748786926,0.62,0.4
342,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.8492462038993835,0.9874371886253356,0.7763819095477388,0.8848408710217756,0.9065651297569276,0.9874371886253356,0.984924623115578,0.8467336893081665,0.62,0.1
343,MTL0.8,MTL,1,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.8819095492362976,0.9698492288589478,0.7340871021775545,0.7596314907872697,0.8880428075790405,0.9698492288589478,0.9773869346733668,0.8819095492362976,0.62,0.1
344,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.8718593120574951,0.982412040233612,0.7713567839195979,0.7902010050251257,0.9022432565689088,0.982412040233612,0.9824120603015076,0.8718593120574951,0.62,0.1
345,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.9070351719856262,0.9874371886253356,0.708961474036851,0.8019262981574539,0.7732357978820801,0.5025125741958618,0.9874371859296482,0.9070351719856262,0.62,0.3
346,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.8417085409164429,0.9899497628211976,0.7839195979899497,0.8622278056951423,0.9104753732681274,0.5025125741958618,0.9899497487437184,0.8417085409164429,0.62,0.1
347,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.6381909251213074,0.9899497628211976,0.6712730318257956,0.9371859296482412,0.7083333134651184,0.9899497628211976,0.9874371859296482,0.6381909251213074,0.62,0.2
348,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.6658291220664978,0.9723618030548096,0.7102177554438861,0.9405360134003348,0.7261666655540466,0.9723618030548096,0.9899497487437184,0.6633166074752808,0.62,0.2
349,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.6306532621383667,0.982412040233612,0.7479061976549414,0.9363484087102176,0.840499997138977,0.982412040233612,0.984924623115578,0.6306532621383667,0.62,0.1
350,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.6080402135848999,0.9974874258041382,0.7491624790619765,0.9434673366834172,0.831333339214325,0.9974874258041382,0.9974874371859296,0.6080402135848999,0.62,0.1
351,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.6155778765678406,0.8819095492362976,0.7336683417085427,0.9463986599664992,0.7459999918937683,0.8819095492362976,0.9773869346733668,0.5954774022102356,0.62,0.2
352,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.5829145908355713,0.9497487545013428,0.7730318257956449,0.9556113902847572,0.765500009059906,0.5025125741958618,0.949748743718593,0.5829145908355713,0.62,0.2
353,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.4673366844654083,0.9497487545013428,0.8241206030150753,0.972780569514238,0.8790000081062317,0.5025125741958618,0.949748743718593,0.4673366844654083,0.62,0.1
354,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.8366833925247192,0.979899525642395,0.6901172529313233,0.8044388609715242,0.7717297673225403,0.979899525642395,0.984924623115578,0.8366833925247192,0.62,0.3
355,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.7613065242767334,0.9698492288589478,0.7156616415410385,0.8626465661641541,0.8218888640403748,0.9698492288589478,0.9824120603015076,0.7587939500808716,0.62,0.2
356,MTL0.8,MTL,1,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.876884400844574,0.982412040233612,0.6896984924623114,0.7353433835845896,0.821466326713562,0.982412040233612,0.9824120603015076,0.876884400844574,0.62,0.2
357,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.8467336893081665,0.9874371886253356,0.7223618090452262,0.8048576214405361,0.8322417140007019,0.9874371886253356,0.9899497487437184,0.8467336893081665,0.62,0.2
358,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.7462311387062073,0.982412040233612,0.7018425460636516,0.8785594639865998,0.8182970881462097,0.5025125741958618,0.9824120603015076,0.7462311387062073,0.62,0.2
359,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.8417085409164429,0.982412040233612,0.6335845896147404,0.6193467336683417,0.7547332048416138,0.984924614429474,0.984924623115578,0.8417085409164429,0.62,0.3
360,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.9221105575561525,0.9949748516082764,0.6595477386934674,0.6658291457286432,0.7609724402427673,0.9949748516082764,0.9974874371859296,0.9221105575561525,0.62,0.3
361,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.9547738432884216,0.984924614429474,0.6917922948073701,0.388609715242881,0.7551634907722473,0.5025125741958618,0.984924623115578,0.9547738432884216,0.62,0.3
362,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.7236180901527405,0.9195979833602904,0.687604690117253,0.9124790619765496,0.6513333320617676,0.9195979833602904,0.9723618090452262,0.7010050415992737,0.62,0.3
363,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.3,wv_3d_linear_noisy,0.6356784105300903,0.9547738432884216,0.7068676716917923,0.9262981574539364,0.671833336353302,0.5025125741958618,0.9547738693467336,0.6356784105300903,0.62,0.3
364,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.3,wv_3d_linear_noisy,0.7688442468643188,0.9648241400718688,0.6486599664991625,0.7650753768844222,0.609499990940094,0.9648241400718688,0.984924623115578,0.7688442468643188,0.62,0.3
365,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.3,wv_3d_linear_noisy,0.7185929417610168,0.9874371886253356,0.6465661641541038,0.8567839195979899,0.596833348274231,0.9874371886253356,0.992462311557789,0.7160804271697998,0.62,0.3
366,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.4,wv_3d_linear_noisy,0.8517587780952454,0.982412040233612,0.6386097152428811,0.7688442211055276,0.7060361504554749,0.984924614429474,0.984924623115578,0.8517587780952454,0.62,0.4
367,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.713567852973938,0.967336654663086,0.7948073701842545,0.9430485762144052,0.840833306312561,0.967336654663086,0.9798994974874372,0.7110552787780762,0.62,0.1
368,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.5854271650314331,0.9572864174842834,0.7412060301507538,0.9556113902847572,0.7559999823570251,0.5025125741958618,0.957286432160804,0.5854271650314331,0.62,0.2
369,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.3,wv_3d_linear_noisy,0.9145728349685668,0.982412040233612,0.6524288107202679,0.5506700167504187,0.7637693285942078,0.982412040233612,0.9874371859296482,0.9145728349685668,0.62,0.3
370,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.6884422302246094,0.9899497628211976,0.666247906197655,0.914572864321608,0.6851666569709778,0.9899497628211976,0.984924623115578,0.6859296560287476,0.62,0.2
371,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.643216073513031,0.9874371886253356,0.65536013400335,0.920854271356784,0.6729999780654907,0.9874371886253356,0.984924623115578,0.6457286477088928,0.62,0.2
372,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.1,wv_3d_linear_noisy,0.8819095492362976,0.982412040233612,0.7558626465661642,0.817001675041876,0.8995677828788757,0.982412040233612,0.9824120603015076,0.8793969750404358,0.62,0.1
373,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.8718593120574951,0.979899525642395,0.7340871021775545,0.7939698492462313,0.8935995101928711,0.979899525642395,0.9798994974874372,0.8718593120574951,0.62,0.1
374,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.8015075325965881,0.9899497628211976,0.7583752093802345,0.8898659966499163,0.8783700466156006,0.5025125741958618,0.9899497487437184,0.8015075325965881,0.62,0.1
375,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.8994975090026855,0.9899497628211976,0.7445561139028477,0.6243718592964824,0.87672358751297,0.9899497628211976,0.9874371859296482,0.8994975090026855,0.62,0.1
376,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.8442211151123047,0.982412040233612,0.7097989949748743,0.6947236180904524,0.8309740424156189,0.982412040233612,0.9874371859296482,0.8417085409164429,0.62,0.2
377,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.1,wv_3d_linear_noisy,0.643216073513031,0.9899497628211976,0.7278056951423785,0.9262981574539364,0.7986666560173035,0.9899497628211976,0.9874371859296482,0.643216073513031,0.62,0.1
378,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.1,wv_3d_linear_noisy,0.7261306643486023,0.967336654663086,0.730318257956449,0.913316582914573,0.8090000152587891,0.967336654663086,0.9773869346733668,0.7236180901527405,0.62,0.1
379,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.1,wv_3d_linear_noisy,0.5753768682479858,0.9497487545013428,0.8065326633165829,0.963149078726968,0.8733333349227905,0.5025125741958618,0.949748743718593,0.5753768682479858,0.62,0.1
380,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.2,wv_3d_linear_noisy,0.856783926486969,0.984924614429474,0.7370184254606365,0.8442211055276383,0.8280160427093506,0.5025125741958618,0.984924623115578,0.856783926486969,0.62,0.2
381,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.2,wv_3d_linear_noisy,0.856783926486969,0.9924623370170592,0.682998324958124,0.7512562814070352,0.816818118095398,0.9924623370170592,0.992462311557789,0.856783926486969,0.62,0.2
382,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.2,wv_3d_linear_noisy,0.8492462038993835,0.9773869514465332,0.7077051926298158,0.8379396984924622,0.8259032368659973,0.9773869514465332,0.9773869346733668,0.8492462038993835,0.62,0.2
383,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.2,wv_3d_linear_noisy,0.6557788848876953,0.9447236061096193,0.7269681742043551,0.9275544388609716,0.7181666493415833,0.9447236061096193,0.984924623115578,0.6482412219047546,0.62,0.2
