,name,model,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
21,MTL0.8,MTL,1,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.8,wv_3d_linear_noisy,0.9648241400718688,0.91206032037735,0.466499162479062,0.14991624790619765,0.6808105111122131,0.9899497628211976,0.9899497487437184,0.9648241400718688,0.97,0.8
22,MTL0.5,MTL,1,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.8,wv_3d_linear_noisy,0.929648220539093,0.9246231317520142,0.4983249581239531,0.4447236180904522,0.6843861937522888,0.984924614429474,0.984924623115578,0.929648220539093,0.97,0.8
23,MTL0.2,MTL,1,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.8,wv_3d_linear_noisy,0.9748743772506714,0.9070351719856262,0.4635678391959799,0.15494137353433834,0.6870083808898926,0.9874371886253356,0.9874371859296482,0.9748743772506714,0.97,0.8
24,TN,TN,1,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.7,wv_3d_linear_noisy,0.876884400844574,0.876884400844574,0.4007537688442211,0.397822445561139,0.49799999594688416,0.5025125741958618,0.8994974874371859,0.876884400844574,0.97,0.7
25,MTL0.5,MTL,1,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.7,wv_3d_linear_noisy,0.9371859431266784,0.9396985173225404,0.47152428810720265,0.3316582914572864,0.4880000054836273,0.984924614429474,0.9949748743718592,0.9321607947349548,0.97,0.7
26,MTL0.2,MTL,1,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.7,wv_3d_linear_noisy,0.9447236061096193,0.9195979833602904,0.4706867671691792,0.29731993299832493,0.4959999918937683,0.9371859431266784,0.9798994974874372,0.9422110319137572,0.97,0.7
27,TN,TN,1,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.8,wv_3d_linear_noisy,0.9246231317520142,0.9321607947349548,0.4602177554438861,0.39949748743718594,0.6774731874465942,0.5025125741958618,0.9899497487437184,0.9246231317520142,0.97,0.8
28,TN,TN,0,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.8,wv_3d_linear_noisy,0.909547746181488,0.8894472122192383,0.42294807370184256,0.41876046901172526,0.5364999771118164,0.5025125741958618,0.8542713567839196,0.909547746181488,0.97,0.8
29,MTL0.8,MTL,0,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.8,wv_3d_linear_noisy,0.9447236061096193,0.927135705947876,0.49371859296482407,0.2763819095477387,0.48649999499320984,0.9874371886253356,0.984924623115578,0.947236180305481,0.97,0.8
30,TN,TN,2,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.6,wv_3d_linear_noisy,0.9221105575561525,0.8844221234321594,0.47403685092127307,0.4082914572864322,0.4933333396911621,0.4974874258041382,0.914572864321608,0.9221105575561525,0.97,0.6
31,MTL0.8,MTL,2,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.6,wv_3d_linear_noisy,0.9371859431266784,0.9547738432884216,0.49581239530988275,0.31532663316582915,0.5040000081062317,0.9874371886253356,0.984924623115578,0.9371859431266784,0.97,0.6
32,MTL0.5,MTL,0,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.8,wv_3d_linear_noisy,0.927135705947876,0.9195979833602904,0.4849246231155779,0.28433835845896144,0.49166667461395264,0.984924614429474,0.984924623115578,0.9221105575561525,0.97,0.8
33,MTL0.2,MTL,2,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.7,wv_3d_linear_noisy,0.967336654663086,0.909547746181488,0.44053601340033505,0.3371021775544389,0.6673694252967834,0.9924623370170592,0.992462311557789,0.967336654663086,0.97,0.7
34,MTL0.8,MTL,1,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.7,wv_3d_linear_noisy,0.9045225977897644,0.8894472122192383,0.4727805695142379,0.4673366834170854,0.6650269031524658,0.9949748516082764,0.992462311557789,0.9045225977897644,0.97,0.7
35,MTL0.2,MTL,0,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.8,wv_3d_linear_noisy,0.9422110319137572,0.8944723606109619,0.4585427135678392,0.3509212730318258,0.5248333215713501,0.9045225977897644,0.9522613065326632,0.9371859431266784,0.97,0.8
36,MTL0.5,MTL,1,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.7,wv_3d_linear_noisy,0.929648220539093,0.927135705947876,0.5079564489112228,0.5125628140703519,0.6685406565666199,0.9949748516082764,0.992462311557789,0.929648220539093,0.97,0.7
37,TN,TN,1,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.7,wv_3d_linear_noisy,0.9396985173225404,0.9195979833602904,0.4610552763819095,0.4279731993299833,0.6526118516921997,0.5025125741958618,0.9899497487437184,0.9396985173225404,0.97,0.7
38,MTL0.8,MTL,2,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.6,wv_3d_linear_noisy,0.9597989916801452,0.9572864174842834,0.4983249581239531,0.19556113902847572,0.6681777238845825,0.9899497628211976,0.9899497487437184,0.9597989916801452,0.97,0.6
39,MTL0.2,MTL,2,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.6,wv_3d_linear_noisy,0.9371859431266784,0.9045225977897644,0.461892797319933,0.3953098827470687,0.515666663646698,0.8743718862533569,0.9723618090452262,0.9195979833602904,0.97,0.6
40,TN,TN,2,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.6,wv_3d_linear_noisy,0.8994975090026855,0.9597989916801452,0.516750418760469,0.6721105527638191,0.669310986995697,0.4974874258041382,0.984924623115578,0.8994975090026855,0.97,0.6
41,MTL0.8,MTL,0,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.8,wv_3d_linear_noisy,0.9547738432884216,0.9321607947349548,0.49455611390284754,0.3056951423785595,0.6831942796707153,0.979899525642395,0.9824120603015076,0.9547738432884216,0.97,0.8
42,MTL0.5,MTL,2,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.6,wv_3d_linear_noisy,0.9321607947349548,0.9698492288589478,0.5234505862646567,0.3634840871021776,0.6704442501068115,0.984924614429474,0.9874371859296482,0.9346733689308168,0.97,0.6
43,TN,TN,0,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.8,wv_3d_linear_noisy,0.9422110319137572,0.9422110319137572,0.4807370184254607,0.4183417085427136,0.6834326982498169,0.5025125741958618,0.9798994974874372,0.9422110319137572,0.97,0.8
44,MTL0.5,MTL,0,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.8,wv_3d_linear_noisy,0.9597989916801452,0.8869346976280212,0.4602177554438861,0.2989949748743719,0.6879618763923645,0.982412040233612,0.984924623115578,0.9597989916801452,0.97,0.8
45,TN,TN,1,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.6,wv_3d_linear_noisy,0.8919597864151001,0.8417085409164429,0.43006700167504186,0.4589614740368509,0.48883333802223206,0.5025125741958618,0.8793969849246231,0.8919597864151001,0.97,0.6
46,MTL0.2,MTL,0,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.8,wv_3d_linear_noisy,0.9572864174842834,0.91206032037735,0.461892797319933,0.2336683417085427,0.6829559206962585,0.984924614429474,0.984924623115578,0.9547738432884216,0.97,0.8
47,MTL0.2,MTL,1,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.7,wv_3d_linear_noisy,0.967336654663086,0.927135705947876,0.4798994974874371,0.1210217755443886,0.6601077318191528,0.9899497628211976,0.9874371859296482,0.9648241400718688,0.97,0.7
48,TN,TN,0,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.7,wv_3d_linear_noisy,0.8844221234321594,0.8718593120574951,0.407035175879397,0.39782244556113905,0.5118333101272583,0.5025125741958618,0.871859296482412,0.8844221234321594,0.97,0.7
49,MTL0.8,MTL,0,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.7,wv_3d_linear_noisy,0.9623115658760072,0.927135705947876,0.448073701842546,0.25,0.47999998927116394,0.984924614429474,0.9899497487437184,0.9623115658760072,0.97,0.7
50,MTL0.8,MTL,1,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.6,wv_3d_linear_noisy,0.8994975090026855,0.9497487545013428,0.5527638190954773,0.4610552763819096,0.4963333308696747,0.9874371886253356,0.9899497487437184,0.8994975090026855,0.97,0.6
51,MTL0.5,MTL,1,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.6,wv_3d_linear_noisy,0.8793969750404358,0.9422110319137572,0.4794807370184255,0.49455611390284754,0.4933333396911621,0.982412040233612,0.9798994974874372,0.8793969750404358,0.97,0.6
52,MTL0.5,MTL,2,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.5,wv_3d_linear_noisy,0.8894472122192383,0.9572864174842834,0.5527638190954773,0.5071189279731994,0.503166675567627,0.982412040233612,0.9874371859296482,0.8919597864151001,0.97,0.5
53,MTL0.2,MTL,2,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.5,wv_3d_linear_noisy,0.8643215894699097,0.927135705947876,0.4610552763819095,0.6804857621440537,0.5101666450500488,0.9371859431266784,0.9723618090452262,0.8542713522911072,0.97,0.5
54,TN,TN,2,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.5,wv_3d_linear_noisy,0.8894472122192383,0.967336654663086,0.5615577889447235,0.7353433835845896,0.5044999718666077,0.4974874258041382,0.9623115577889448,0.8894472122192383,0.97,0.5
55,MTL0.2,MTL,0,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.7,wv_3d_linear_noisy,0.9371859431266784,0.8618090748786926,0.42085427135678394,0.33207705192629816,0.4911666512489319,0.9371859431266784,0.9522613065326632,0.9346733689308168,0.97,0.7
56,MTL0.8,MTL,2,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.5,wv_3d_linear_noisy,0.967336654663086,0.9547738432884216,0.5351758793969849,0.3324958123953099,0.4996666610240936,0.9899497628211976,0.9899497487437184,0.967336654663086,0.97,0.5
57,MTL0.5,MTL,0,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.7,wv_3d_linear_noisy,0.9547738432884216,0.8718593120574951,0.4275544388609715,0.27931323283082077,0.4941666722297669,0.967336654663086,0.9798994974874372,0.9547738432884216,0.97,0.7
58,MTL0.8,MTL,0,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.7,wv_3d_linear_noisy,0.9522613286972046,0.9572864174842834,0.4731993299832496,0.28182579564489113,0.6598734855651855,0.9874371886253356,0.9949748743718592,0.9522613286972046,0.97,0.7
59,TN,TN,0,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.7,wv_3d_linear_noisy,0.927135705947876,0.9221105575561525,0.4736180904522614,0.34212730318257956,0.6500351428985596,0.5025125741958618,0.9874371859296482,0.927135705947876,0.97,0.7
60,MTL0.2,MTL,2,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.6,wv_3d_linear_noisy,0.9447236061096193,0.9422110319137572,0.48283082077051925,0.3509212730318258,0.6575249433517456,0.9773869514465332,0.9874371859296482,0.9396985173225404,0.97,0.6
61,MTL0.5,MTL,0,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.7,wv_3d_linear_noisy,0.9547738432884216,0.9497487545013428,0.4748743718592965,0.4057788944723619,0.6624501943588257,0.982412040233612,0.9899497487437184,0.9547738432884216,0.97,0.7
62,MTL0.2,MTL,1,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.6,wv_3d_linear_noisy,0.8643215894699097,0.8894472122192383,0.4970686767169179,0.43802345058626474,0.5006666779518127,0.947236180305481,0.9824120603015076,0.8618090748786926,0.97,0.6
63,TN,TN,0,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.6,wv_3d_linear_noisy,0.8467336893081665,0.8216080665588379,0.3605527638190955,0.4447236180904522,0.5019999742507935,0.5025125741958618,0.8567839195979899,0.8467336893081665,0.97,0.6
64,MTL0.2,MTL,0,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.7,wv_3d_linear_noisy,0.9447236061096193,0.9321607947349548,0.4970686767169179,0.3312395309882747,0.6638556718826294,0.979899525642395,0.9874371859296482,0.9447236061096193,0.97,0.7
65,MTL0.8,MTL,1,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.6,wv_3d_linear_noisy,0.9522613286972046,0.9522613286972046,0.5364321608040201,0.4539363484087102,0.6783771514892578,0.984924614429474,0.984924623115578,0.9522613286972046,0.97,0.6
66,TN,TN,1,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.6,wv_3d_linear_noisy,0.9648241400718688,0.9648241400718688,0.5201005025125628,0.2889447236180905,0.6795104146003723,0.5025125741958618,0.9899497487437184,0.9648241400718688,0.97,0.6
67,MTL0.2,MTL,2,"[128, 1, 0, 0]",False,512,0.2,align=0.97_p=0.4,wv_3d_linear_noisy,0.8266331553459167,0.9346733689308168,0.5908710217755444,0.8500837520938024,0.5456666350364685,0.9346733689308168,0.9698492462311558,0.8165829181671143,0.97,0.4
68,MTL0.5,MTL,1,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.6,wv_3d_linear_noisy,0.947236180305481,0.9522613286972046,0.5247068676716918,0.5908710217755444,0.6606981158256531,0.9698492288589478,0.9824120603015076,0.9497487545013428,0.97,0.6
69,MTL0.8,MTL,2,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.5,wv_3d_linear_noisy,0.9447236061096193,0.9371859431266784,0.525963149078727,0.44974874371859297,0.6718541383743286,0.9773869514465332,0.984924623115578,0.947236180305481,0.97,0.5
70,TN,TN,2,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.4,wv_3d_linear_noisy,0.8417085409164429,0.947236180305481,0.5933835845896147,0.8978224455611391,0.5534999966621399,0.4974874258041382,0.9472361809045228,0.8417085409164429,0.97,0.4
71,MTL0.8,MTL,0,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.6,wv_3d_linear_noisy,0.9371859431266784,0.9597989916801452,0.5322445561139029,0.3894472361809045,0.4975000023841858,0.979899525642395,0.9824120603015076,0.9371859431266784,0.97,0.6
72,TN,TN,2,"[128, 1, 0, 0]",True,512,0.0,align=0.97_p=0.5,wv_3d_linear_noisy,0.8919597864151001,0.9698492288589478,0.5464824120603016,0.6947236180904524,0.656291663646698,0.43718594312667847,0.9874371859296482,0.8919597864151001,0.97,0.5
73,MTL0.2,MTL,2,"[128, 1, 0, 0]",True,512,0.2,align=0.97_p=0.5,wv_3d_linear_noisy,0.9497487545013428,0.9597989916801452,0.576214405360134,0.37730318257956447,0.6578479409217834,0.9773869514465332,0.9899497487437184,0.947236180305481,0.97,0.5
74,MTL0.8,MTL,2,"[128, 1, 0, 0]",False,512,0.8,align=0.97_p=0.3,wv_3d_linear_noisy,0.856783926486969,0.9874371886253356,0.605108877721943,0.8634840871021776,0.6044999957084656,0.9874371886253356,0.9949748743718592,0.8542713522911072,0.97,0.3
75,MTL0.5,MTL,2,"[128, 1, 0, 0]",False,512,0.5,align=0.97_p=0.3,wv_3d_linear_noisy,0.8693467378616333,0.979899525642395,0.6277219430485762,0.8714405360134002,0.625333309173584,0.979899525642395,0.9874371859296482,0.8668341636657715,0.97,0.3
76,MTL0.8,MTL,2,"[128, 1, 0, 0]",True,512,0.8,align=0.97_p=0.4,wv_3d_linear_noisy,0.9597989916801452,0.9899497628211976,0.5598827470686767,0.4916247906197655,0.6984615325927734,0.984924614429474,0.984924623115578,0.9597989916801452,0.97,0.4
77,TN,TN,1,"[128, 1, 0, 0]",False,512,0.0,align=0.97_p=0.5,wv_3d_linear_noisy,0.8643215894699097,0.8919597864151001,0.4765494137353434,0.5854271356783919,0.5023333430290222,0.5025125741958618,0.9321608040201004,0.8643215894699097,0.97,0.5
78,MTL0.5,MTL,2,"[128, 1, 0, 0]",True,512,0.5,align=0.97_p=0.4,wv_3d_linear_noisy,0.9497487545013428,0.9723618030548096,0.5824958123953098,0.6101340033500837,0.7063736319541931,0.9723618030548096,0.9798994974874372,0.947236180305481,0.97,0.4
