wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5
wv_3d_d=512,align=0.8,MTL0.8,0,"[1, 0, 1, 1]",512,0.8,0.995,0.9645,0.995,0.9495,0.93425,0.84,0.8425,1.0,0.8425,0.845,1.0,0.845,0.8475,1.0
wv_3d_d=512,align=0.8,TN,0,"[1, 0, 1, 1]",512,0.0,0.485,0.973,0.905,0.9495,0.9335,0.7475,0.7875,1.0,0.7575,0.785,1.0,0.7675,0.7925,1.0
wv_3d_d=512,align=0.8,TN,1,"[1, 0, 1, 1]",512,0.0,0.46,0.971,0.875,0.945,0.9247499999999998,0.8125,0.8225,1.0,0.81,0.825,1.0,0.785,0.8125,1.0
wv_3d_d=512,align=0.8,MTL0.2,1,"[1, 0, 1, 1]",512,0.2,0.9975,0.9673333,0.9975,0.9535,0.93075,0.825,0.825,1.0,0.8225,0.8225,1.0,0.82,0.82,1.0
wv_3d_d=512,align=0.8,MTL0.5,1,"[1, 0, 1, 1]",512,0.5,0.9975,0.97066665,0.9975,0.9455,0.92875,0.8125,0.8125,1.0,0.7975,0.7975,1.0,0.7975,0.7975,1.0
wv_3d_d=512,align=0.8,MTL0.8,1,"[1, 0, 1, 1]",512,0.8,0.9975,0.9651666,0.9975,0.94975,0.929,0.8325,0.8325,1.0,0.81,0.81,1.0,0.815,0.815,1.0
wv_3d_d=512,align=0.8,TN,2,"[1, 0, 1, 1]",512,0.0,0.4775,0.97366667,0.8625,0.9592500000000002,0.94075,0.765,0.7975,1.0,0.7675,0.8025,1.0,0.7975,0.82,1.0
wv_3d_d=512,align=0.8,MTL0.2,2,"[1, 0, 1, 1]",512,0.2,0.995,0.9675,0.995,0.9455,0.92625,0.885,0.8875,1.0,0.85,0.85,1.0,0.835,0.835,1.0
wv_3d_d=512,align=0.8,MTL0.5,2,"[1, 0, 1, 1]",512,0.5,0.995,0.967,0.995,0.9435,0.91775,0.87,0.87,1.0,0.8475,0.8475,1.0,0.8175,0.8175,1.0
wv_3d_d=512,align=0.8,MTL0.8,2,"[1, 0, 1, 1]",512,0.8,0.995,0.9548333,0.995,0.937,0.915,0.9025,0.9025,1.0,0.885,0.885,1.0,0.885,0.885,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.2,0,"[256, 1, 256, 256]",512,0.2,0.995,0.9792432,0.9975,0.90525,0.8685,0.9125,0.915,1.0,0.9375,0.9375,1.0,0.945,0.945,1.0
wv_3d_d=512,align=0.925_filtered,TN,0,"[256, 1, 256, 256]",512,0.0,0.49,0.9731892,0.995,0.90825,0.8785000000000001,0.96,0.96,1.0,0.955,0.955,1.0,0.9575,0.955,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.5,0,"[256, 1, 256, 256]",512,0.5,0.995,0.97945946,0.995,0.914,0.883,0.95,0.955,1.0,0.9375,0.94,1.0,0.94,0.9425,1.0
