wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,NI_h2h,NO_h2h,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc
wv_3d_linear,align=0.67,MTL0.2,2,"[1, 0, 0, 0]",512,0.2,0.9798995,0.97747105,0.9824120603015076,0.8505025125628141,0.945142378559464,0.8492462311557789,0.8517587939698492,0.9798994974874372
wv_3d_linear,align=0.95,MTL0.2,2,"[2048, 1, 0, 0]",512,0.2,0.9798995,0.97824335,0.9798994974874372,0.833752093802345,0.9313232830820772,0.8618090452261307,0.8668341708542714,0.9798994974874372
wv_3d_linear_unfiltered,align=0.62,TN,2,"[0, 1, 0, 0]",512,0.0,0.47487438,0.9825,0.8844221105527639,0.8994974874371859,0.9819932998324958,0.6206030150753769,0.6206030150753769,0.8844221105527639
wv_3d_linear_unfiltered,align=0.67,TN,2,"[1, 0, 0, 0]",512,0.0,0.74371856,0.9838333,0.8894472361809045,0.8752093802345059,0.9790619765494138,0.6256281407035176,0.6256281407035176,0.8894472361809045
wv_3d_linear_unfiltered,align=0.62,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.98994976,0.97283334,0.9974874371859296,0.8752093802345059,0.966499162479062,0.7236180904522613,0.7211055276381909,0.9899497487437184
wv_3d_linear_unfiltered,align=0.67,MTL0.2,2,"[1, 0, 0, 0]",512,0.2,0.98994976,0.97183335,0.984924623115578,0.8664154103852596,0.96356783919598,0.7135678391959799,0.7160804020100503,0.9899497487437184
wv_3d_linear_unfiltered,align=0.95,MTL0.8,1,"[2048, 1, 0, 0]",512,0.8,0.99246234,0.96466666,0.992462311557789,0.8387772194304858,0.9614740368509214,0.8291457286432161,0.8291457286432161,0.992462311557789
wv_3d_linear_unfiltered,align=0.95,MTL0.2,1,"[2048, 1, 0, 0]",512,0.2,0.98241204,0.97216666,0.9874371859296482,0.8538525963149078,0.9656616415410384,0.7763819095477387,0.7738693467336684,0.9824120603015076
wv_3d_linear_unfiltered,align=0.95,MTL0.5,1,"[2048, 1, 0, 0]",512,0.5,0.99246234,0.97366667,0.992462311557789,0.8538525963149078,0.9560301507537688,0.8266331658291457,0.8266331658291457,0.992462311557789
wv_3d_linear_unfiltered,align=0.62,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98241204,0.9611667,0.984924623115578,0.8396147403685091,0.9530988274706867,0.7412060301507538,0.7386934673366834,0.9824120603015076
wv_3d_linear_unfiltered,align=0.67,MTL0.8,2,"[1, 0, 0, 0]",512,0.8,0.98994976,0.96316665,0.9874371859296482,0.821608040201005,0.9530988274706867,0.7060301507537688,0.7060301507537688,0.9899497487437184
wv_3d_linear_unfiltered,align=0.67,MTL0.5,2,"[1, 0, 0, 0]",512,0.5,0.9798995,0.9686667,0.9824120603015076,0.8371021775544388,0.9535175879396984,0.7587939698492462,0.7587939698492462,0.9798994974874372
wv_3d_linear_unfiltered,align=0.62,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98994976,0.96916664,0.992462311557789,0.8793969849246231,0.9593802345058626,0.7035175879396985,0.7035175879396985,0.9899497487437184
wv_3d_linear,align=0.96,MTL0.5,0,"[1, 2048, 0, 0]",512,0.5,0.9874372,0.9784771,0.9874371859296482,0.8454773869346733,0.9108040201005024,0.8743718592964824,0.8768844221105527,0.9874371859296482
wv_3d_linear,align=0.62,TN,2,"[0, 1, 0, 0]",512,0.0,0.24120604,0.9881072,0.9723618090452262,0.8835845896147404,0.9736180904522612,0.6381909547738693,0.6381909547738693,0.9723618090452262
wv_3d_linear,align=0.96,TN,0,"[1, 2048, 0, 0]",512,0.0,0.68592966,0.97502536,0.9773869346733668,0.8701842546063653,0.966499162479062,0.8090452261306532,0.8090452261306532,0.9773869346733668
wv_3d_linear,align=0.95,TN,2,"[2048, 1, 0, 0]",512,0.0,0.5879397,0.9794521,0.9723618090452262,0.8433835845896147,0.9685929648241206,0.7688442211055276,0.7688442211055276,0.9723618090452262
wv_3d_linear,align=0.96,MTL0.8,0,"[1, 2048, 0, 0]",512,0.8,0.99246234,0.97096443,0.9874371859296482,0.8270519262981576,0.8701842546063653,0.914572864321608,0.914572864321608,0.992462311557789
wv_3d_linear_unfiltered,align=0.96,TN,0,"[1, 2048, 0, 0]",512,0.0,0.5603015,0.97433335,0.9170854271356784,0.8944723618090452,0.9794807370184256,0.7738693467336684,0.7738693467336684,0.9170854271356784
wv_3d_linear_unfiltered,align=0.96,MTL0.8,0,"[1, 2048, 0, 0]",512,0.8,0.959799,0.969,0.984924623115578,0.8718592964824121,0.9606365159128978,0.8668341708542714,0.864321608040201,0.9597989949748744
wv_3d_linear_unfiltered,align=0.96,MTL0.5,0,"[1, 2048, 0, 0]",512,0.5,0.98241204,0.9711667,0.9824120603015076,0.8856783919597989,0.949748743718593,0.8592964824120602,0.8592964824120602,0.9824120603015076
wv_3d_linear_unfiltered,align=0.96,MTL0.2,0,"[1, 2048, 0, 0]",512,0.2,0.9874372,0.9783333,0.992462311557789,0.8994974874371859,0.9669179229480735,0.8517587939698492,0.8467336683417085,0.9874371859296482
wv_3d_linear,align=0.62,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.96482414,0.97621447,0.9874371859296482,0.873534338358459,0.9225293132328308,0.7914572864321608,0.7839195979899497,0.964824120603015
wv_3d_linear,align=0.62,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9798995,0.97843176,0.992462311557789,0.8496649916247906,0.9262981574539364,0.8291457286432161,0.8241206030150754,0.9798994974874372
wv_3d_linear,align=0.62,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.98241204,0.98306787,0.992462311557789,0.8789782244556114,0.9443048576214408,0.8090452261306532,0.8090452261306532,0.9824120603015076
wv_3d_linear,align=0.97,TN,0,"[128, 1, 0, 0]",512,0.0,0.55025125,0.9806374,0.9798994974874372,0.8316582914572864,0.971105527638191,0.914572864321608,0.914572864321608,0.9798994974874372
wv_3d_linear,align=0.96,MTL0.2,2,"[1, 2048, 0, 0]",512,0.2,0.9798995,0.98233503,0.9874371859296482,0.8563651591289783,0.9216917922948076,0.8894472361809045,0.8869346733668342,0.9798994974874372
wv_3d_linear,align=0.97,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.96733665,0.97660345,0.9824120603015076,0.8249581239530989,0.9091289782244556,0.9371859296482412,0.9371859296482412,0.9673366834170856
wv_3d_linear_unfiltered,align=0.95,TN,2,"[2048, 1, 0, 0]",512,0.0,0.49748743,0.97866666,0.8668341708542714,0.8324958123953099,0.9794807370184256,0.7361809045226131,0.7361809045226131,0.8668341708542714
wv_3d_linear,align=0.95,MTL0.8,2,"[2048, 1, 0, 0]",512,0.8,0.9849246,0.9728042,0.984924623115578,0.8195142378559463,0.9141541038525964,0.9195979899497488,0.9195979899497488,0.984924623115578
wv_3d_linear,align=0.95,MTL0.5,2,"[2048, 1, 0, 0]",512,0.5,0.9798995,0.97663176,0.9824120603015076,0.8350083752093802,0.9283919597989948,0.8618090452261307,0.8618090452261307,0.9798994974874372
wv_3d_linear,align=0.97,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.9798995,0.9790238,0.984924623115578,0.8086264656616415,0.920854271356784,0.9547738693467336,0.9547738693467336,0.9798994974874372
wv_3d_linear,align=0.97,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.97738695,0.9812424,0.9798994974874372,0.821608040201005,0.9028475711892796,0.9522613065326632,0.9547738693467336,0.9773869346733668
wv_3d_linear,align=0.96,MTL0.5,1,"[1, 2048, 0, 0]",512,0.5,0.98241204,0.97725886,0.9824120603015076,0.8676716917922948,0.9317420435510888,0.8768844221105527,0.8743718592964824,0.9824120603015076
wv_3d_linear_unfiltered,align=0.97,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.9798995,0.97616667,0.9899497487437184,0.8442211055276383,0.9660804020100504,0.9547738693467336,0.9472361809045228,0.9798994974874372
wv_3d_linear,align=0.96,TN,1,"[1, 2048, 0, 0]",512,0.0,0.7160804,0.98213196,0.9798994974874372,0.8672529313232831,0.9706867671691792,0.8115577889447236,0.8115577889447236,0.9798994974874372
wv_3d_linear_unfiltered,align=0.62,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9723618,0.96666664,0.9899497487437184,0.8793969849246231,0.9673366834170856,0.7085427135678392,0.7035175879396985,0.9723618090452262
wv_3d_linear,align=0.96,MTL0.8,1,"[1, 2048, 0, 0]",512,0.8,0.99246234,0.9817259,0.9899497487437184,0.8320770519262982,0.9258793969849248,0.8793969849246231,0.8793969849246231,0.992462311557789
wv_3d_linear_unfiltered,align=0.96,TN,1,"[1, 2048, 0, 0]",512,0.0,0.72613066,0.9791666,0.8768844221105527,0.8915410385259631,0.978643216080402,0.7814070351758794,0.7814070351758794,0.8768844221105527
wv_3d_linear_unfiltered,align=0.95,MTL0.8,2,"[2048, 1, 0, 0]",512,0.8,0.9798995,0.95966667,0.9874371859296482,0.8492462311557789,0.960217755443886,0.8567839195979899,0.8567839195979899,0.9798994974874372
wv_3d_linear_unfiltered,align=0.95,MTL0.2,2,"[2048, 1, 0, 0]",512,0.2,0.98994976,0.9655,0.9949748743718592,0.8446398659966499,0.9731993299832497,0.8165829145728644,0.8165829145728644,0.9899497487437184
wv_3d_linear_unfiltered,align=0.95,MTL0.5,2,"[2048, 1, 0, 0]",512,0.5,0.98241204,0.96666664,0.992462311557789,0.8517587939698492,0.9443048576214405,0.8442211055276382,0.8417085427135679,0.9824120603015076
wv_3d_linear,align=0.97,TN,1,"[128, 1, 0, 0]",512,0.0,0.5025126,0.9820492,0.9824120603015076,0.8404522613065327,0.9644053601340034,0.9321608040201004,0.9321608040201004,0.9824120603015076
wv_3d_linear_unfiltered,align=0.96,MTL0.8,1,"[1, 2048, 0, 0]",512,0.8,0.99497485,0.96716666,0.9974874371859296,0.8576214405360134,0.9522613065326632,0.8567839195979899,0.8592964824120602,0.9949748743718592
wv_3d_linear_unfiltered,align=0.96,MTL0.2,1,"[1, 2048, 0, 0]",512,0.2,0.9874372,0.98216665,0.992462311557789,0.8957286432160805,0.972361809045226,0.8090452261306532,0.8115577889447236,0.9874371859296482
wv_3d_linear_unfiltered,align=0.96,MTL0.5,1,"[1, 2048, 0, 0]",512,0.5,0.99497485,0.97249997,0.992462311557789,0.8860971524288107,0.9614740368509213,0.8743718592964824,0.8743718592964824,0.9949748743718592
wv_3d_linear,align=0.97,MTL0.2,1,"[128, 1, 0, 0]",512,0.2,0.9798995,0.9816458,0.9899497487437184,0.8421273031825796,0.9313232830820772,0.9396984924623116,0.942211055276382,0.9798994974874372
wv_3d_linear,align=0.97,MTL0.5,1,"[128, 1, 0, 0]",512,0.5,0.9849246,0.9824526,0.9798994974874372,0.842964824120603,0.9078726968174204,0.9547738693467336,0.957286432160804,0.984924623115578
wv_3d_linear,align=0.97,MTL0.8,1,"[128, 1, 0, 0]",512,0.8,0.99246234,0.9812424,0.9874371859296482,0.821608040201005,0.930067001675042,0.9597989949748744,0.9597989949748744,0.992462311557789
wv_3d_linear_unfiltered,align=0.97,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.98241204,0.97499996,0.9899497487437184,0.8358458961474037,0.9627303182579564,0.9472361809045228,0.9472361809045228,0.9824120603015076
wv_3d_linear,align=0.96,TN,2,"[1, 2048, 0, 0]",512,0.0,0.21105528,0.9790863,0.9899497487437184,0.8731155778894472,0.9719430485762144,0.821608040201005,0.821608040201005,0.9899497487437184
wv_3d_linear,align=0.96,MTL0.5,2,"[1, 2048, 0, 0]",512,0.5,0.97738695,0.9815228,0.9899497487437184,0.8605527638190954,0.9313232830820772,0.8844221105527639,0.8819095477386935,0.9773869346733668
wv_3d_linear_unfiltered,align=0.97,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.99246234,0.9713333,0.9899497487437184,0.8098827470686767,0.9606365159128978,0.9396984924623116,0.9371859296482412,0.992462311557789
wv_3d_linear,align=0.98,TN,0,"[1, 128, 0, 0]",512,0.0,0.48994976,0.9840661,0.964824120603015,0.8701842546063651,0.9560301507537688,0.9271356783919598,0.9271356783919598,0.964824120603015
wv_3d_linear_unfiltered,align=0.97,TN,0,"[128, 1, 0, 0]",512,0.0,0.6959799,0.977,0.9623115577889448,0.855108877721943,0.9769681742043552,0.9346733668341708,0.9346733668341708,0.9623115577889448
wv_3d_linear,align=0.98,MTL0.2,0,"[1, 128, 0, 0]",512,0.2,0.9849246,0.9822509,0.9899497487437184,0.8530150753768844,0.9279731993299832,0.9623115577889448,0.9597989949748744,0.984924623115578
wv_3d_linear_unfiltered,align=0.97,MTL0.2,1,"[128, 1, 0, 0]",512,0.2,0.9874372,0.972,0.992462311557789,0.8412897822445561,0.9610552763819096,0.9271356783919598,0.9271356783919598,0.9874371859296482
wv_3d_linear,align=0.98,MTL0.5,0,"[1, 128, 0, 0]",512,0.5,0.98994976,0.97660345,0.9899497487437184,0.8530150753768844,0.9216917922948072,0.942211055276382,0.9396984924623116,0.9899497487437184
wv_3d_linear,align=0.96,MTL0.8,2,"[1, 2048, 0, 0]",512,0.8,0.9874372,0.9782741,0.9899497487437184,0.842964824120603,0.9355108877721944,0.8743718592964824,0.871859296482412,0.9874371859296482
wv_3d_linear,align=0.98,MTL0.8,0,"[1, 128, 0, 0]",512,0.8,0.98994976,0.9705526,0.992462311557789,0.8375209380234506,0.9061976549413736,0.9346733668341708,0.9346733668341708,0.9899497487437184
wv_3d_linear_unfiltered,align=0.96,TN,2,"[1, 2048, 0, 0]",512,0.0,0.24623115,0.98149997,0.8994974874371859,0.8793969849246231,0.9752931323283084,0.7663316582914573,0.7663316582914573,0.8994974874371859
wv_3d_linear,align=0.97,TN,2,"[128, 1, 0, 0]",512,0.0,0.40703517,0.9808391,0.9773869346733668,0.8408710217755444,0.9711055276381908,0.9045226130653268,0.9045226130653268,0.9773869346733668
wv_3d_linear_unfiltered,align=0.98,MTL0.5,0,"[1, 128, 0, 0]",512,0.5,0.98994976,0.97166663,0.992462311557789,0.8860971524288107,0.952680067001675,0.9472361809045228,0.9472361809045228,0.9899497487437184
wv_3d_linear_unfiltered,align=0.98,MTL0.2,0,"[1, 128, 0, 0]",512,0.2,0.9798995,0.97866666,0.9899497487437184,0.8974036850921273,0.9690117252931324,0.949748743718593,0.942211055276382,0.9798994974874372
wv_3d_linear,align=0.97,MTL0.2,2,"[128, 1, 0, 0]",512,0.2,0.9874372,0.975595,0.9874371859296482,0.8350083752093802,0.9124790619765496,0.964824120603015,0.9623115577889448,0.9874371859296482
wv_3d_linear_unfiltered,align=0.98,MTL0.8,0,"[1, 128, 0, 0]",512,0.8,0.99246234,0.97249997,0.992462311557789,0.8576214405360134,0.9526800670016752,0.9447236180904522,0.9447236180904522,0.992462311557789
wv_3d_linear_unfiltered,align=0.96,MTL0.8,2,"[1, 2048, 0, 0]",512,0.8,0.98994976,0.9618333,0.9899497487437184,0.8655778894472362,0.9606365159128978,0.8618090452261307,0.8618090452261307,0.9899497487437184
wv_3d_linear,align=0.97,MTL0.8,2,"[128, 1, 0, 0]",512,0.8,0.99246234,0.9747882,0.9899497487437184,0.7881072026800671,0.8651591289782244,0.9522613065326632,0.9472361809045228,0.992462311557789
wv_3d_linear,align=0.97,MTL0.5,2,"[128, 1, 0, 0]",512,0.5,0.9849246,0.9778136,0.9824120603015076,0.8036013400335008,0.9187604690117251,0.9447236180904522,0.9472361809045228,0.984924623115578
wv_3d_linear,align=1,TN,0,"[1, 1, 0, 0]",512,0.0,0.5929648,0.9744027,0.992462311557789,0.8760469011725293,0.9443048576214408,0.9899497487437184,0.9899497487437184,0.992462311557789
wv_3d_linear_unfiltered,align=0.96,MTL0.5,2,"[1, 2048, 0, 0]",512,0.5,0.99246234,0.9688333,0.9899497487437184,0.8701842546063651,0.9731993299832497,0.8190954773869347,0.8190954773869347,0.992462311557789
wv_3d_linear_unfiltered,align=0.96,MTL0.2,2,"[1, 2048, 0, 0]",512,0.2,0.9798995,0.9726667,0.992462311557789,0.8760469011725293,0.9778056951423784,0.8065326633165829,0.7989949748743719,0.9798994974874372
wv_3d_linear,align=1,MTL0.8,0,"[1, 1, 0, 0]",512,0.8,0.98994976,0.9740235,0.992462311557789,0.8630653266331659,0.9447236180904522,0.9899497487437184,0.992462311557789,0.9899497487437184
wv_3d_linear_unfiltered,align=0.98,TN,0,"[1, 128, 0, 0]",512,0.0,0.5728643,0.9765,0.9698492462311558,0.9007537688442212,0.9690117252931324,0.9472361809045228,0.9472361809045228,0.9698492462311558
wv_3d_linear,align=1,MTL0.5,0,"[1, 1, 0, 0]",512,0.5,0.98241204,0.9781949,0.9824120603015076,0.8768844221105528,0.9321608040201004,0.9899497487437184,0.992462311557789,0.9824120603015076
