wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,NI_h2h,NO_h2h,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc
wv_3d_linear,align=1,MTL0.2,0,"[1, 1, 0, 0]",512,0.2,0.9849246,0.9783845,0.9824120603015076,0.8685092127303182,0.9103852596314908,0.9874371859296482,0.992462311557789,0.984924623115578
wv_3d_linear_unfiltered,align=0.97,MTL0.2,2,"[128, 1, 0, 0]",512,0.2,0.98241204,0.97716665,0.984924623115578,0.8492462311557789,0.9690117252931324,0.9522613065326632,0.949748743718593,0.9824120603015076
wv_3d_linear,align=0.98,TN,1,"[1, 128, 0, 0]",512,0.0,0.6231156,0.9784187,0.9824120603015076,0.8706030150753769,0.9610552763819096,0.9271356783919598,0.9271356783919598,0.9824120603015076
wv_3d_linear_unfiltered,align=1,MTL0.2,0,"[1, 1, 0, 0]",512,0.2,0.9874372,0.96599996,0.9949748743718592,0.8869346733668341,0.945142378559464,0.9949748743718592,0.9874371859296482,0.9874371859296482
wv_3d_linear,align=0.98,MTL0.2,1,"[1, 128, 0, 0]",512,0.2,0.99246234,0.97680515,0.992462311557789,0.8685092127303182,0.9652428810720268,0.9623115577889448,0.9623115577889448,0.992462311557789
wv_3d_linear_unfiltered,align=1,MTL0.5,0,"[1, 1, 0, 0]",512,0.5,0.9798995,0.96316665,0.9824120603015076,0.8890284757118928,0.9304857621440537,0.9824120603015076,0.9824120603015076,0.9798994974874372
wv_3d_linear_unfiltered,align=0.97,MTL0.5,1,"[128, 1, 0, 0]",512,0.5,0.97738695,0.97033334,0.9798994974874372,0.8287269681742044,0.9505862646566164,0.9547738693467336,0.9522613065326632,0.9773869346733668
wv_3d_linear_unfiltered,align=0.97,TN,1,"[128, 1, 0, 0]",512,0.0,0.39698493,0.98216665,0.9547738693467336,0.8517587939698492,0.9798994974874372,0.9195979899497488,0.9195979899497488,0.9547738693467336
wv_3d_linear_unfiltered,align=1,MTL0.8,0,"[1, 1, 0, 0]",512,0.8,0.9798995,0.9583333,0.9798994974874372,0.8860971524288107,0.926716917922948,0.9773869346733668,0.9773869346733668,0.9798994974874372
wv_3d_linear,align=0.98,MTL0.5,1,"[1, 128, 0, 0]",512,0.5,0.99497485,0.97720855,0.992462311557789,0.8618090452261306,0.920854271356784,0.9447236180904522,0.9472361809045228,0.9949748743718592
wv_3d_linear_unfiltered,align=0.97,MTL0.8,1,"[128, 1, 0, 0]",512,0.8,0.98994976,0.9625,0.984924623115578,0.8417085427135679,0.96356783919598,0.9221105527638191,0.9221105527638191,0.9899497487437184
wv_3d_linear_unfiltered,align=1,TN,0,"[1, 1, 0, 0]",512,0.0,0.37185928,0.969,0.992462311557789,0.9049413735343383,0.9514237855946398,0.9949748743718592,0.9949748743718592,0.992462311557789
wv_3d_linear,align=1,TN,1,"[1, 1, 0, 0]",512,0.0,0.50502515,0.9738339,0.992462311557789,0.8927973199329983,0.9556113902847572,0.9949748743718592,0.9949748743718592,0.992462311557789
wv_3d_linear,align=0.98,MTL0.8,1,"[1, 128, 0, 0]",512,0.8,0.9874372,0.9753933,0.992462311557789,0.8425460636515912,0.9015912897822446,0.9371859296482412,0.9396984924623116,0.9874371859296482
wv_3d_linear,align=1,MTL0.8,1,"[1, 1, 0, 0]",512,0.8,0.9849246,0.97231704,0.9874371859296482,0.833752093802345,0.8999162479061976,0.9899497487437184,0.9899497487437184,0.984924623115578
wv_3d_linear_unfiltered,align=0.98,MTL0.2,1,"[1, 128, 0, 0]",512,0.2,0.9798995,0.98,0.9874371859296482,0.8739530988274707,0.972361809045226,0.9547738693467336,0.9522613065326632,0.9798994974874372
wv_3d_linear_unfiltered,align=0.98,MTL0.5,1,"[1, 128, 0, 0]",512,0.5,0.98241204,0.979,0.984924623115578,0.8731155778894473,0.961892797319933,0.9371859296482412,0.9371859296482412,0.9824120603015076
wv_3d_linear_unfiltered,align=0.98,MTL0.8,1,"[1, 128, 0, 0]",512,0.8,0.99497485,0.9658333,0.9949748743718592,0.8559463986599666,0.9514237855946398,0.9447236180904522,0.9447236180904522,0.9949748743718592
wv_3d_linear_unfiltered,align=0.98,TN,1,"[1, 128, 0, 0]",512,0.0,0.7085427,0.9853333,0.9547738693467336,0.887353433835846,0.9736180904522612,0.942211055276382,0.942211055276382,0.9547738693467336
wv_3d_linear_unfiltered,align=1,MTL0.2,1,"[1, 1, 0, 0]",512,0.2,0.98994976,0.9751667,0.9899497487437184,0.8835845896147404,0.9690117252931324,0.992462311557789,0.992462311557789,0.9899497487437184
wv_3d_linear,align=1,TN,2,"[1, 1, 0, 0]",512,0.0,0.5703518,0.96530145,0.9899497487437184,0.8810720268006701,0.9363484087102176,0.9824120603015076,0.9824120603015076,0.9899497487437184
wv_3d_linear,align=0.98,TN,2,"[1, 128, 0, 0]",512,0.0,0.32914573,0.9818475,0.9824120603015076,0.8685092127303182,0.9564489112227806,0.9246231155778896,0.9246231155778896,0.9824120603015076
wv_3d_linear,align=1,MTL0.5,1,"[1, 1, 0, 0]",512,0.5,0.9849246,0.9719378,0.992462311557789,0.8672529313232831,0.9015912897822446,0.9899497487437184,0.984924623115578,0.984924623115578
wv_3d_linear,align=1,MTL0.2,1,"[1, 1, 0, 0]",512,0.2,0.99246234,0.9662495,0.992462311557789,0.8714405360134002,0.9275544388609714,0.9874371859296482,0.9874371859296482,0.992462311557789
wv_3d_linear_unfiltered,align=1,MTL0.5,1,"[1, 1, 0, 0]",512,0.5,0.9798995,0.96999997,0.9874371859296482,0.8760469011725295,0.9380234505862646,0.984924623115578,0.9824120603015076,0.9798994974874372
wv_3d_linear_unfiltered,align=1,TN,1,"[1, 1, 0, 0]",512,0.0,0.5025126,0.9713333,0.9899497487437184,0.8932160804020102,0.9296482412060302,0.9899497487437184,0.9899497487437184,0.9899497487437184
wv_3d_linear_unfiltered,align=1,MTL0.8,1,"[1, 1, 0, 0]",512,0.8,0.9798995,0.962,0.984924623115578,0.8693467336683417,0.9262981574539364,0.9874371859296482,0.9824120603015076,0.9798994974874372
wv_3d_linear,align=1,MTL0.8,2,"[1, 1, 0, 0]",512,0.8,0.98994976,0.9764884,0.9899497487437184,0.8513400335008375,0.9225293132328308,0.9899497487437184,0.9899497487437184,0.9899497487437184
wv_3d_linear_unfiltered,align=0.97,TN,2,"[128, 1, 0, 0]",512,0.0,0.7613065,0.9791666,0.964824120603015,0.8773031825795644,0.9773869346733668,0.9472361809045228,0.9472361809045228,0.964824120603015
wv_3d_linear,align=0.98,MTL0.2,2,"[1, 128, 0, 0]",512,0.2,0.9849246,0.9832594,0.984924623115578,0.8689279731993299,0.920854271356784,0.9597989949748744,0.9597989949748744,0.984924623115578
wv_3d_linear,align=0.98,MTL0.5,2,"[1, 128, 0, 0]",512,0.5,0.98994976,0.9784187,0.9874371859296482,0.8555276381909547,0.9007537688442212,0.9597989949748744,0.9597989949748744,0.9899497487437184
wv_3d_linear,align=0.98,MTL0.8,2,"[1, 128, 0, 0]",512,0.8,0.9849246,0.9786204,0.9824120603015076,0.8295644891122279,0.9233668341708544,0.9447236180904522,0.9447236180904522,0.984924623115578
wv_3d_linear_unfiltered,align=0.97,MTL0.5,2,"[128, 1, 0, 0]",512,0.5,0.98994976,0.96533334,0.992462311557789,0.8463149078726969,0.9530988274706867,0.9547738693467336,0.9547738693467336,0.9899497487437184
wv_3d_linear_unfiltered,align=0.97,MTL0.8,2,"[128, 1, 0, 0]",512,0.8,0.96733665,0.9686667,0.9824120603015076,0.8228643216080402,0.9535175879396984,0.9623115577889448,0.9623115577889448,0.9673366834170856
wv_3d_linear_unfiltered,align=1,MTL0.2,2,"[1, 1, 0, 0]",512,0.2,0.9874372,0.97716665,0.9949748743718592,0.8969849246231156,0.9593802345058626,0.992462311557789,0.9874371859296482,0.9874371859296482
wv_3d_linear_unfiltered,align=1,TN,2,"[1, 1, 0, 0]",512,0.0,0.29396984,0.9726667,0.984924623115578,0.8873534338358459,0.960217755443886,0.9974874371859296,0.9974874371859296,0.984924623115578
wv_3d_linear_unfiltered,align=1,MTL0.5,2,"[1, 1, 0, 0]",512,0.5,0.98994976,0.9698333,0.9899497487437184,0.8756281407035176,0.9279731993299832,0.9874371859296482,0.984924623115578,0.9899497487437184
wv_3d_linear_unfiltered,align=1,MTL0.8,2,"[1, 1, 0, 0]",512,0.8,0.98994976,0.9676667,0.984924623115578,0.8701842546063651,0.928391959798995,0.9874371859296482,0.9899497487437184,0.9899497487437184
wv_3d_linear_unfiltered,align=0.98,MTL0.8,2,"[1, 128, 0, 0]",512,0.8,0.9874372,0.9665,0.9874371859296482,0.8634840871021776,0.9560301507537688,0.949748743718593,0.949748743718593,0.9874371859296482
wv_3d_linear_unfiltered,align=0.98,TN,2,"[1, 128, 0, 0]",512,0.0,0.30150753,0.97566664,0.9623115577889448,0.8957286432160805,0.969430485762144,0.9346733668341708,0.9346733668341708,0.9623115577889448
wv_3d_linear_unfiltered,align=0.98,MTL0.2,2,"[1, 128, 0, 0]",512,0.2,0.97738695,0.97966665,0.9824120603015076,0.8873534338358459,0.9673366834170856,0.964824120603015,0.9547738693467336,0.9773869346733668
wv_3d_linear_unfiltered,align=0.98,MTL0.5,2,"[1, 128, 0, 0]",512,0.5,0.9798995,0.97183335,0.9824120603015076,0.8756281407035176,0.9564489112227806,0.957286432160804,0.957286432160804,0.9798994974874372
wv_3d_linear,align=1,MTL0.2,2,"[1, 1, 0, 0]",512,0.2,0.98241204,0.97250664,0.992462311557789,0.8484087102177554,0.8953098827470688,0.984924623115578,0.9798994974874372,0.9824120603015076
wv_3d_linear,align=1,MTL0.5,2,"[1, 1, 0, 0]",512,0.5,0.9723618,0.976678,0.9874371859296482,0.8500837520938024,0.8609715242881072,0.9899497487437185,0.9798994974874372,0.9723618090452262
