wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_1nn_acc,NI_h2h,NO_h2h,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc
wv_3d_linear_num,align=0.62_p=0.03125,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.7194304857621442,0.8793969849246231,0.7763819095477387,0.7738693467336684,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.03125,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.711892797319933,0.8555276381909548,0.8417085427135679,0.8391959798994975,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.03125,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.6821608040201005,0.8927973199329983,0.7437185929648241,0.7336683417085427,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.03125,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9798994974874372,0.6930485762144053,0.9141541038525964,0.7060301507537688,0.6934673366834171,0.9597989949748744
wv_3d_linear_num,align=0.62_p=0.03125,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9748743718592964,0.724036850921273,0.923785594639866,0.6582914572864321,0.6507537688442211,0.9698492462311558
wv_3d_linear_num,align=0.62_p=0.03125,TN,2,"[0, 1, 0, 0]",512,0.0,0.9522613065326632,0.6716917922948075,0.942211055276382,0.6608040201005025,0.5603015075376885,0.6507537688442211
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.7684254606365158,0.9355108877721944,0.6809045226130653,0.6859296482412061,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.984924623115578,0.7420435510887772,0.9279731993299832,0.6582914572864321,0.6381909547738693,0.949748743718593
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9824120603015076,0.7596314907872697,0.9463986599664992,0.6984924623115578,0.6934673366834171,0.9547738693467336
wv_3d_linear_num,align=0.62_p=0.03125,TN,2,"[0, 1, 0, 0]",512,0.0,0.9623115577889448,0.7068676716917923,0.9547738693467336,0.6482412060301508,0.4949748743718593,0.4974874371859296
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.7621440536013401,0.9342546063651592,0.7185929648241206,0.7211055276381909,0.9522613065326632
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.992462311557789,0.7604690117252932,0.9003350083752094,0.7537688442211056,0.7562814070351759,0.9949748743718592
wv_3d_linear_num,align=0.62_p=0.0625,TN,0,"[0, 1, 0, 0]",512,0.0,0.9472361809045228,0.7311557788944724,0.9631490787269682,0.5778894472361809,0.4447236180904522,0.3844221105527638
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.992462311557789,0.7533500837520938,0.920435510887772,0.7211055276381909,0.7185929648241206,0.957286432160804
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.984924623115578,0.7788944723618091,0.9514237855946398,0.7010050251256281,0.6859296482412061,0.9346733668341708
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.7508375209380235,0.9401172529313232,0.7311557788944724,0.7185929648241206,0.957286432160804
wv_3d_linear_num,align=0.62_p=0.0625,TN,1,"[0, 1, 0, 0]",512,0.0,0.964824120603015,0.7051926298157453,0.9547738693467336,0.6934673366834171,0.5226130653266332,0.4773869346733668
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.992462311557789,0.7562814070351759,0.8802345058626466,0.8266331658291457,0.8291457286432161,0.9748743718592964
wv_3d_linear_num,align=0.62_p=0.125,TN,0,"[0, 1, 0, 0]",512,0.0,0.9623115577889448,0.7395309882747068,0.9556113902847572,0.5954773869346733,0.4045226130653266,0.3266331658291457
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.7860134003350084,0.9275544388609714,0.7487437185929648,0.7437185929648241,0.9522613065326632
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9824120603015076,0.8157453936348409,0.9535175879396984,0.6532663316582915,0.6432160804020101,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.125,TN,0,"[0, 1, 0, 0]",512,0.0,0.9547738693467336,0.7763819095477387,0.9631490787269682,0.5577889447236181,0.4371859296482412,0.3241206030150754
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.7876884422110552,0.9455611390284758,0.6557788944723618,0.6432160804020101,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9798994974874372,0.7830820770519263,0.9535175879396984,0.6256281407035176,0.6306532663316583,0.9623115577889448
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.7621440536013401,0.9350921273031826,0.6809045226130653,0.6758793969849246,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9949748743718592,0.8069514237855947,0.9170854271356784,0.7864321608040201,0.7788944723618091,0.9824120603015076
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.8136515912897822,0.9233668341708544,0.8015075376884422,0.8065326633165829,0.9547738693467336
wv_3d_linear_num,align=0.62_p=0.25,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.7872696817420435,0.9049413735343383,0.7989949748743719,0.7989949748743719,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.0625,TN,1,"[0, 1, 0, 0]",512,0.0,0.9321608040201004,0.757537688442211,0.9618927973199328,0.6582914572864321,0.5753768844221105,0.6231155778894473
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.984924623115578,0.7416247906197655,0.9388609715242882,0.6708542713567839,0.6633165829145728,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9899497487437184,0.7751256281407036,0.952680067001675,0.6884422110552764,0.6859296482412061,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.992462311557789,0.7721943048576215,0.8827470686767169,0.8266331658291457,0.8241206030150754,0.9748743718592964
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.7391122278056951,0.8978224455611391,0.7964824120603015,0.7914572864321608,0.9773869346733668
wv_3d_linear_num,align=0.62_p=0.125,TN,1,"[0, 1, 0, 0]",512,0.0,0.9723618090452262,0.7298994974874372,0.9669179229480735,0.6733668341708543,0.5276381909547738,0.5175879396984925
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9824120603015076,0.7449748743718594,0.90536013400335,0.7437185929648241,0.7437185929648241,0.9748743718592964
wv_3d_linear_num,align=0.62_p=0.0625,TN,2,"[0, 1, 0, 0]",512,0.0,0.9723618090452262,0.7495812395309883,0.9514237855946398,0.6633165829145728,0.507537688442211,0.5527638190954773
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9773869346733668,0.8006700167504187,0.94179229480737,0.6532663316582915,0.6532663316582915,0.9673366834170856
wv_3d_linear_num,align=0.62_p=0.125,TN,1,"[0, 1, 0, 0]",512,0.0,0.9472361809045228,0.7918760469011725,0.9673366834170856,0.6180904522613065,0.5251256281407035,0.4974874371859296
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.7868509212730318,0.9484924623115578,0.7437185929648241,0.7386934673366834,0.9698492462311558
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.7809882747068677,0.9463986599664992,0.7010050251256281,0.6984924623115578,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9773869346733668,0.7613065326633167,0.9392797319932998,0.6959798994974874,0.6934673366834171,0.9597989949748744
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9824120603015076,0.7713567839195979,0.9430485762144056,0.6909547738693468,0.6934673366834171,0.964824120603015
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9949748743718592,0.817001675041876,0.926716917922948,0.7135678391959799,0.7110552763819096,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.7956448911222781,0.9187604690117251,0.7537688442211056,0.7487437185929648,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.125,TN,2,"[0, 1, 0, 0]",512,0.0,0.964824120603015,0.721105527638191,0.9631490787269682,0.6582914572864321,0.5050251256281407,0.542713567839196
wv_3d_linear_num,align=0.62_p=0.25,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.984924623115578,0.7747068676716918,0.8936348408710217,0.8090452261306532,0.8040201005025126,0.9824120603015076
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.7445561139028475,0.9166666666666666,0.7537688442211056,0.7512562814070352,0.9798994974874372
wv_3d_linear_num,align=0.62_p=0.0625,TN,2,"[0, 1, 0, 0]",512,0.0,0.9623115577889448,0.7412060301507538,0.9623115577889448,0.6256281407035176,0.4798994974874372,0.4522613065326633
wv_3d_linear_num,align=0.62_p=0.0625,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.7567001675041877,0.9560301507537688,0.6532663316582915,0.6582914572864321,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9874371859296482,0.7998324958123953,0.9384422110552764,0.7361809045226131,0.7311557788944724,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9974874371859296,0.7571189279731994,0.9212730318257956,0.7261306532663316,0.7211055276381909,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.125,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.7952261306532663,0.9493299832495812,0.6909547738693468,0.6859296482412061,0.992462311557789
wv_3d_linear_num,align=0.62_p=0.125,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9773869346733668,0.7989949748743719,0.9568676716917924,0.6256281407035176,0.6080402010050251,0.9522613065326632
wv_3d_linear_num,align=0.62_p=0.125,TN,2,"[0, 1, 0, 0]",512,0.0,0.9346733668341708,0.8044388609715242,0.9719430485762144,0.5552763819095478,0.5,0.6306532663316583
wv_3d_linear_num,align=0.62_p=0.125,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.992462311557789,0.7768006700167503,0.91750418760469,0.6959798994974874,0.6959798994974874,0.9824120603015076
wv_3d_linear_num,align=0.62_p=0.25,TN,0,"[0, 1, 0, 0]",512,0.0,0.9673366834170856,0.771356783919598,0.9644053601340034,0.6733668341708543,0.457286432160804,0.4849246231155779
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9824120603015076,0.8161641541038526,0.9669179229480735,0.6206030150753769,0.6231155778894473,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.992462311557789,0.8103015075376884,0.937604690117253,0.7386934673366834,0.7412060301507538,0.9899497487437184
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.984924623115578,0.7889447236180905,0.9015912897822446,0.8442211055276382,0.8341708542713567,0.9673366834170856
wv_3d_linear_num,align=0.62_p=0.25,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.7784757118927974,0.8881909547738692,0.7713567839195979,0.7663316582914573,0.9748743718592964
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.8048576214405361,0.9627303182579564,0.6206030150753769,0.6206030150753769,0.9899497487437184
wv_3d_linear_num,align=0.62_p=0.25,TN,0,"[0, 1, 0, 0]",512,0.0,0.9045226130653268,0.8299832495812396,0.97571189279732,0.5879396984924623,0.4949748743718593,0.4547738693467337
wv_3d_linear_num,align=0.62_p=0.5,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9949748743718592,0.8241206030150753,0.9124790619765494,0.8190954773869347,0.8190954773869347,0.992462311557789
wv_3d_linear_num,align=0.62_p=0.5,TN,0,"[0, 1, 0, 0]",512,0.0,0.8944723618090452,0.8341708542713567,0.9782244556113904,0.5778894472361809,0.5025125628140703,0.5201005025125628
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.8576214405360134,0.9673366834170856,0.635678391959799,0.6331658291457286,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.5,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.8387772194304858,0.9648241206030151,0.6381909547738693,0.6381909547738693,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.25,TN,1,"[0, 1, 0, 0]",512,0.0,0.964824120603015,0.7579564489112228,0.9606365159128978,0.7160804020100503,0.5879396984924623,0.5
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.8417085427135679,0.930067001675042,0.8115577889447236,0.8115577889447236,0.9899497487437184
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9949748743718592,0.8530150753768844,0.9401172529313232,0.7010050251256281,0.6984924623115578,0.992462311557789
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.984924623115578,0.8320770519262982,0.9715242881072026,0.585427135678392,0.5728643216080402,0.949748743718593
