wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_1nn_acc,NI_h2h,NO_h2h,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc
wv_3d_linear_num,align=0.62_p=0.5,TN,0,"[0, 1, 0, 0]",512,0.0,0.9673366834170856,0.7554438860971523,0.9660804020100504,0.6532663316582915,0.2562814070351759,0.1708542713567839
wv_3d_linear_num,align=0.62_p=0.25,TN,1,"[0, 1, 0, 0]",512,0.0,0.9296482412060302,0.8379396984924624,0.9778056951423788,0.635678391959799,0.5201005025125628,0.4974874371859296
wv_3d_linear_num,align=0.62_p=0.25,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.8115577889447235,0.9396984924623116,0.7537688442211056,0.7462311557788944,0.9798994974874372
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.8350083752093802,0.9711055276381908,0.6884422110552764,0.6859296482412061,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.992462311557789,0.8492462311557789,0.9723618090452262,0.6055276381909548,0.592964824120603,0.942211055276382
wv_3d_linear_num,align=0.62_p=0.5,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.992462311557789,0.7885259631490787,0.9011725293132328,0.8567839195979899,0.8542713567839196,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.25,TN,2,"[0, 1, 0, 0]",512,0.0,0.9623115577889448,0.7914572864321608,0.9585427135678392,0.6231155778894473,0.4698492462311557,0.5628140703517588
wv_3d_linear_num,align=0.62_p=0.25,TN,2,"[0, 1, 0, 0]",512,0.0,0.9346733668341708,0.797319932998325,0.9748743718592964,0.6231155778894473,0.5452261306532663,0.5201005025125628
wv_3d_linear_num,align=0.62_p=0.25,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.984924623115578,0.8391959798994976,0.9489112227805696,0.7412060301507538,0.7412060301507538,0.9472361809045228
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874371859296482,0.8701842546063651,0.9706867671691792,0.6457286432160804,0.6432160804020101,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.5,TN,1,"[0, 1, 0, 0]",512,0.0,0.8969849246231156,0.8375209380234505,0.9711055276381908,0.6884422110552764,0.5954773869346733,0.5125628140703518
wv_3d_linear_num,align=0.62_p=0.25,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9899497487437184,0.8065326633165829,0.920435510887772,0.7688442211055276,0.7562814070351759,0.9723618090452262
wv_3d_linear_num,align=0.62_p=0.25,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.992462311557789,0.8249581239530989,0.9426298157453936,0.7512562814070352,0.7462311557788944,0.9798994974874372
wv_3d_linear_num,align=0.62_p=0.5,TN,1,"[0, 1, 0, 0]",512,0.0,0.9773869346733668,0.7931323283082077,0.9736180904522612,0.6909547738693468,0.4497487437185929,0.4522613065326633
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9899497487437184,0.8228643216080401,0.9103852596314908,0.821608040201005,0.821608040201005,0.9824120603015076
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.984924623115578,0.8513400335008375,0.9296482412060302,0.8040201005025126,0.8015075376884422,0.9748743718592964
wv_3d_linear_num,align=0.62_p=0.5,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9824120603015076,0.800251256281407,0.91750418760469,0.7939698492462312,0.7939698492462312,0.9798994974874372
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9874371859296482,0.8697654941373534,0.9656616415410384,0.6055276381909548,0.6155778894472361,0.9673366834170856
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.984924623115578,0.8467336683417086,0.9698492462311558,0.6155778894472361,0.6155778894472361,0.984924623115578
wv_3d_linear_num,align=0.62_p=0.5,TN,2,"[0, 1, 0, 0]",512,0.0,0.8994974874371859,0.8454773869346733,0.9769681742043552,0.6180904522613065,0.5100502512562815,0.4974874371859296
wv_3d_linear_num,align=0.62_p=0.5,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874371859296482,0.8379396984924624,0.9614740368509214,0.6532663316582915,0.6482412060301508,0.9798994974874372
wv_3d_linear_num,align=0.62_p=0.5,TN,2,"[0, 1, 0, 0]",512,0.0,0.9824120603015076,0.8295644891122277,0.9669179229480735,0.678391959798995,0.535175879396985,0.7185929648241206
wv_3d_linear_num,align=0.62_p=0.5,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.992462311557789,0.8316582914572864,0.9501675041876048,0.7613065326633166,0.7562814070351759,0.9874371859296482
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9949748743718592,0.8375209380234505,0.9296482412060302,0.8190954773869347,0.8190954773869347,0.992462311557789
wv_3d_linear_num,align=0.62_p=0.5,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9824120603015075,0.8668341708542714,0.9539363484087103,0.6482412060301508,0.6381909547738693,0.9798994974874372
