wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.2,1,"[1, 0, 1, 1]",512,0.2,0.93467337,0.51766664,0.9748743718592964,0.4745603015075377,0.4089195979899497,0.7211055276381909,0.7286432160804021,0.6055276381909548,0.7839195979899497,0.7864321608040201,0.7587939698492462,0.8190954773869347,0.821608040201005,0.7914572864321608
wv_3d_linear_noisy_filtered,align=0.63_p=0.5,MTL0.5,1,"[1, 0, 1, 1]",512,0.5,0.99246234,0.49616665,0.9874371859296482,0.5992462311557789,0.5150753768844221,0.7462311557788944,0.7512562814070352,0.8165829145728644,0.7763819095477387,0.7814070351758794,0.907035175879397,0.7512562814070352,0.7537688442211056,0.9396984924623116
wv_3d_linear_noisy_filtered,align=0.63_p=0.5,MTL0.8,1,"[1, 0, 1, 1]",512,0.8,0.9849246,0.49433333,0.984924623115578,0.6366206030150754,0.5436557788944724,0.6683417085427136,0.6658291457286433,0.871859296482412,0.7361809045226131,0.7361809045226131,0.9321608040201004,0.7437185929648241,0.7437185929648241,0.942211055276382
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.2,2,"[1, 0, 1, 1]",512,0.2,0.9321608,0.516,0.9748743718592964,0.5414572864321608,0.4660804020100502,0.7638190954773869,0.7663316582914573,0.6105527638190955,0.8015075376884422,0.8065326633165829,0.7889447236180904,0.8090452261306532,0.8115577889447236,0.8291457286432161
wv_3d_linear_noisy_filtered,align=0.63_p=0.5,MTL0.5,2,"[1, 0, 1, 1]",512,0.5,0.96733665,0.509,0.9824120603015076,0.6080402010050251,0.5097361809045227,0.6984924623115578,0.6909547738693468,0.8668341708542714,0.7185929648241206,0.7160804020100503,0.9195979899497488,0.7236180904522613,0.7261306532663316,0.9296482412060302
wv_3d_linear_noisy_filtered,align=0.63_p=0.5,MTL0.8,2,"[1, 0, 1, 1]",512,0.8,0.98241204,0.5006667,0.984924623115578,0.6673994974874372,0.602072864321608,0.7386934673366834,0.7437185929648241,0.8316582914572864,0.7839195979899497,0.7864321608040201,0.907035175879397,0.8015075376884422,0.8040201005025126,0.9447236180904522
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.8,0,"[1, 0, 1, 1]",512,0.8,0.99246234,0.51066667,0.992462311557789,0.5851130653266331,0.507537688442211,0.7763819095477387,0.7814070351758794,0.6482412060301508,0.8442211055276382,0.8442211055276382,0.7688442211055276,0.8366834170854272,0.8366834170854272,0.8090452261306532
wv_3d_linear_noisy_filtered,align=0.8_p=0.15,MTL0.2,0,"[64, 1, 64, 64]",512,0.2,0.9748744,0.7956604,0.9874371859296482,0.7663316582914572,0.6991206030150754,0.6457286432160804,0.6432160804020101,0.9798994974874372,0.7663316582914573,0.7663316582914573,1.0,0.8316582914572864,0.8366834170854272,1.0
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.8,1,"[1, 0, 1, 1]",512,0.8,0.98241204,0.50483334,0.9874371859296482,0.5559045226130653,0.4689070351758794,0.7914572864321608,0.7964824120603015,0.6381909547738693,0.8542713567839196,0.8567839195979899,0.7763819095477387,0.8844221105527639,0.8869346733668342,0.8492462311557789
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.5,0,"[1, 0, 1, 1]",512,0.5,0.99497485,0.50116664,0.992462311557789,0.5254396984924623,0.4447236180904522,0.7135678391959799,0.7135678391959799,0.6005025125628141,0.7613065326633166,0.7613065326633166,0.7487437185929648,0.7889447236180904,0.7889447236180904,0.7989949748743719
wv_3d_linear_noisy_filtered,align=0.8_p=0.15,MTL0.2,1,"[64, 1, 64, 64]",512,0.2,0.9698492,0.7958711,0.9798994974874372,0.7688442211055276,0.7016331658291458,0.5703517587939698,0.5804020100502513,0.9974874371859296,0.7386934673366834,0.7462311557788944,0.9974874371859296,0.7964824120603015,0.8015075376884422,1.0
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.8,2,"[1, 0, 1, 1]",512,0.8,0.98994976,0.5085,0.9899497487437184,0.5587311557788944,0.4820979899497487,0.8065326633165829,0.8090452261306532,0.6809045226130653,0.8417085427135679,0.8417085427135679,0.7663316582914573,0.864321608040201,0.864321608040201,0.8291457286432161
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,TN,0,"[1, 0, 1, 1]",512,0.0,0.5025126,0.5258333,0.9296482412060302,0.5128768844221105,0.4296482412060301,0.7060301507537688,0.7085427135678392,0.5628140703517588,0.7914572864321608,0.8040201005025126,0.7386934673366834,0.8341708542713567,0.8417085427135679,0.8140703517587939
wv_3d_linear_noisy_filtered,align=0.8_p=0.15,MTL0.2,2,"[64, 1, 64, 64]",512,0.2,0.959799,0.7811249,0.9748743718592964,0.7600502512562815,0.6853015075376885,0.6507537688442211,0.6457286432160804,0.9824120603015076,0.7437185929648241,0.7487437185929648,1.0,0.8140703517587939,0.8165829145728644,1.0
wv_3d_linear_noisy_filtered,align=0.8_p=0.15,MTL0.5,0,"[64, 1, 64, 64]",512,0.5,0.9874372,0.78955126,0.9899497487437184,0.7587939698492462,0.6988065326633166,0.6708542713567839,0.6708542713567839,0.9824120603015076,0.7487437185929648,0.7562814070351759,0.992462311557789,0.8190954773869347,0.8241206030150754,1.0
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,TN,1,"[1, 0, 1, 1]",512,0.0,0.5025126,0.5218333,0.9321608040201004,0.5094221105527638,0.432788944723618,0.7110552763819096,0.7211055276381909,0.6080402010050251,0.7638190954773869,0.7688442211055276,0.7185929648241206,0.7814070351758794,0.7864321608040201,0.7814070351758794
wv_3d_linear_noisy_filtered,align=0.63_p=0.8,MTL0.5,2,"[1, 0, 1, 1]",512,0.5,0.9798995,0.5071667,0.9824120603015076,0.5285804020100503,0.4415829145728643,0.7160804020100503,0.7135678391959799,0.6130653266331658,0.8090452261306532,0.8115577889447236,0.7512562814070352,0.8316582914572864,0.8316582914572864,0.8090452261306532
