wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5
wv_3d_linear_filtered,align=0.5,MTL0.2,0,"[0, 0, 1, 1]",50,0.2,0.9798995,0.8197121,0.9824120603015076,0.7716708542713567,0.7446608040201006,0.5276381909547738,0.5301507537688442,0.942211055276382,0.6457286432160804,0.6532663316582915,0.992462311557789,0.6909547738693468,0.7010050251256281,0.9974874371859296
wv_3d_linear_filtered,align=0.5,MTL0.5,1,"[0, 0, 1, 1]",50,0.5,0.9874372,0.8194906,0.984924623115578,0.7556532663316583,0.7261306532663316,0.5728643216080402,0.5728643216080402,0.957286432160804,0.5703517587939698,0.5703517587939698,0.9949748743718592,0.6557788944723618,0.6557788944723618,1.0
wv_3d_linear_filtered,align=0.5,MTL0.2,2,"[0, 0, 1, 1]",50,0.2,0.98241204,0.8192691,0.984924623115578,0.7380653266331658,0.708856783919598,0.6180904522613065,0.6180904522613065,0.9547738693467336,0.6633165829145728,0.6633165829145728,1.0,0.6683417085427136,0.6683417085427136,0.9974874371859296
wv_3d_linear_filtered,align=0.5,MTL0.5,2,"[0, 0, 1, 1]",50,0.5,0.9874372,0.8265781,0.992462311557789,0.7572236180904524,0.7226758793969849,0.6005025125628141,0.6030150753768844,0.942211055276382,0.6909547738693468,0.6934673366834171,0.9974874371859296,0.7085427135678392,0.7135678391959799,1.0
wv_3d_linear_filtered,align=0.5,TN,0,"[0, 0, 1, 1]",50,0.0,0.49748743,0.80797344,0.984924623115578,0.7685301507537688,0.7474874371859297,0.4949748743718593,0.4949748743718593,0.9522613065326632,0.6180904522613065,0.6180904522613065,0.9974874371859296,0.6507537688442211,0.6507537688442211,1.0
wv_3d_linear_filtered,align=0.5,MTL0.8,0,"[0, 0, 1, 1]",50,0.8,0.98994976,0.82281286,0.9874371859296482,0.7722989949748743,0.754396984924623,0.4924623115577889,0.4924623115577889,0.9371859296482412,0.6331658291457286,0.6231155778894473,0.992462311557789,0.6206030150753769,0.6206030150753769,0.9949748743718592
wv_3d_linear_filtered,align=0.5,TN,1,"[0, 0, 1, 1]",50,0.0,0.5703518,0.8148394,0.9798994974874372,0.7481155778894473,0.7126256281407035,0.6231155778894473,0.6256281407035176,0.9447236180904522,0.585427135678392,0.5879396984924623,0.9949748743718592,0.6582914572864321,0.6633165829145728,1.0
wv_3d_linear_filtered,align=0.5,MTL0.8,1,"[0, 0, 1, 1]",50,0.8,0.99246234,0.81794024,0.992462311557789,0.772927135678392,0.7446608040201006,0.5678391959798995,0.5653266331658291,0.942211055276382,0.6155778894472361,0.6155778894472361,0.992462311557789,0.7160804020100503,0.7160804020100503,0.9974874371859296
wv_3d_linear_filtered,align=0.5,TN,2,"[0, 0, 1, 1]",50,0.0,0.4246231,0.8150609,0.9824120603015076,0.7788944723618091,0.7540829145728644,0.542713567839196,0.5402010050251256,0.9447236180904522,0.6005025125628141,0.6030150753768844,0.9949748743718592,0.6909547738693468,0.6984924623115578,1.0
wv_3d_linear_filtered,align=0.5,MTL0.8,2,"[0, 0, 1, 1]",50,0.8,0.96482414,0.80642307,0.9773869346733668,0.7273869346733668,0.6739949748743719,0.550251256281407,0.550251256281407,0.957286432160804,0.6331658291457286,0.635678391959799,0.9949748743718592,0.7361809045226131,0.7386934673366834,1.0
