name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
MTL0.8,2,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7524999976158142,0.6924999952316284,0.5375,0.36833333333333335,0.4575,0.35375,0.6592773199081421,0.977500021457672,0.9775,0.7524999976158142,0.84,0.8
TN,2,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.6850000023841858,0.5975000262260437,0.30333333333333334,0.53,0.24708333333333332,0.5958333333333333,0.6536917090415955,0.4900000095367432,0.9775,0.6499999761581421,0.84,0.8
MTL0.8,2,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7599999904632568,0.7475000023841858,0.5683333333333334,0.3383333333333334,0.5254166666666666,0.39291666666666664,0.6615437269210815,0.9800000190734864,0.985,0.7599999904632568,0.84,0.7
MTL0.5,2,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.6875,0.7275000214576721,0.5,0.4895833333333333,0.4370833333333333,0.5120833333333333,0.6405395865440369,0.9800000190734864,0.975,0.6899999976158142,0.84,0.7
MTL0.5,2,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.5_filtered,wv_squarelin_noisy,0.9100000262260436,0.915000021457672,0.6354166666666666,0.30666666666666664,0.5720833333333334,0.30875,0.6604058742523193,0.9800000190734864,0.9775,0.912500023841858,0.84,0.5
MTL0.5,2,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7124999761581421,0.637499988079071,0.48541666666666666,0.4041666666666666,0.42083333333333334,0.4366666666666667,0.651248037815094,0.9674999713897704,0.985,0.7149999737739563,0.84,0.8
MTL0.2,2,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.6974999904632568,0.6625000238418579,0.4729166666666667,0.4275,0.4133333333333334,0.4179166666666667,0.6547390222549438,0.975000023841858,0.9775,0.6974999904632568,0.84,0.8
MTL0.2,2,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.6875,0.7574999928474426,0.5116666666666666,0.5275,0.4383333333333333,0.5545833333333333,0.6458333134651184,0.9725000262260436,0.98,0.6875,0.84,0.7
MTL0.8,2,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.7574999928474426,0.824999988079071,0.5745833333333334,0.5525000000000001,0.47666666666666674,0.5608333333333333,0.661598265171051,0.9800000190734864,0.98,0.7599999904632568,0.84,0.6
MTL0.2,2,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.7074999809265137,0.7275000214576721,0.5420833333333334,0.49375,0.4916666666666667,0.5479166666666666,0.654840350151062,0.9825000166893004,0.99,0.7099999785423279,0.84,0.6
MTL0.5,2,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.762499988079071,0.7825000286102295,0.5908333333333333,0.48833333333333334,0.5083333333333333,0.5329166666666666,0.6487582325935364,0.9825000166893004,0.975,0.7724999785423279,0.84,0.6
TN,1,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.6150000095367432,0.4449999928474426,0.4008333333333334,0.7483333333333334,0.3329166666666667,0.6658333333333334,0.6477569937705994,0.4724999964237213,0.9775,0.4699999988079071,0.84,0.8
MTL0.8,1,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7925000190734863,0.7475000023841858,0.5833333333333334,0.4266666666666666,0.5125,0.48208333333333336,0.6474078893661499,0.9725000262260436,0.975,0.7925000190734863,0.84,0.8
TN,2,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7425000071525574,0.5600000023841858,0.3983333333333334,0.4616666666666666,0.3104166666666666,0.48375,0.6489070653915405,0.4900000095367432,0.9775,0.699999988079071,0.84,0.7
MTL0.8,1,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7975000143051147,0.7774999737739563,0.60125,0.5,0.5320833333333334,0.5579166666666667,0.6429303288459778,0.9800000190734864,0.9825,0.7950000166893005,0.84,0.7
MTL0.2,2,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.4_filtered,wv_squarelin_noisy,0.9175000190734864,0.9700000286102296,0.7670833333333333,0.6466666666666666,0.7145833333333332,0.5970833333333333,0.6905553936958313,0.9725000262260436,0.9725,0.9175000190734864,0.84,0.4
MTL0.5,1,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7674999833106995,0.7250000238418579,0.5045833333333334,0.37166666666666665,0.4445833333333334,0.3125,0.6584699153900146,0.9725000262260436,0.975,0.7649999856948853,0.84,0.7
TN,2,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.6825000047683716,0.612500011920929,0.2816666666666667,0.66125,0.1975,0.6570833333333334,0.6539956331253052,0.0925000011920929,0.9875,0.5325000286102295,0.84,0.6
MTL0.5,1,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7350000143051147,0.7099999785423279,0.5375,0.4466666666666667,0.4645833333333333,0.45875,0.6489788889884949,0.9725000262260436,0.9825,0.7300000190734863,0.84,0.8
MTL0.8,2,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.5_filtered,wv_squarelin_noisy,0.9449999928474426,0.9549999833106996,0.7233333333333333,0.4291666666666667,0.6575000000000001,0.4625,0.6588965654373169,0.977500021457672,0.9775,0.9449999928474426,0.84,0.5
MTL0.2,1,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.6700000166893005,0.7074999809265137,0.53,0.45541666666666664,0.4666666666666666,0.5679166666666666,0.6514225602149963,0.9700000286102296,0.9825,0.6675000190734863,0.84,0.8
MTL0.2,1,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.6424999833106995,0.637499988079071,0.4708333333333334,0.5025000000000001,0.4083333333333334,0.50125,0.6576160788536072,0.9725000262260436,0.9725,0.6449999809265137,0.84,0.7
MTL0.2,1,"[1, 0, 1, 1]",True,512,0.2,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.8075000047683716,0.8525000214576721,0.57875,0.3633333333333333,0.51375,0.39,0.6460551023483276,0.9700000286102296,0.975,0.800000011920929,0.84,0.6
MTL0.8,1,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.7975000143051147,0.7599999904632568,0.5975,0.39958333333333335,0.52125,0.4424999999999999,0.6448724269866943,0.977500021457672,0.9775,0.7975000143051147,0.84,0.6
MTL0.5,1,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.7900000214576721,0.7749999761581421,0.5800000000000001,0.4491666666666667,0.515,0.5075,0.6507856249809265,0.9649999737739564,0.9875,0.7925000190734863,0.84,0.6
TN,0,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.6850000023841858,0.5274999737739563,0.3941666666666667,0.48833333333333334,0.33625,0.5125000000000001,0.6484552025794983,0.4900000095367432,0.98,0.574999988079071,0.84,0.8
TN,2,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.5_filtered,wv_squarelin_noisy,0.824999988079071,0.5724999904632568,0.54625,0.8379166666666666,0.47208333333333335,0.84375,0.6614120602607727,0.4900000095367432,0.9775,0.5024999976158142,0.84,0.5
MTL0.5,1,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.5_filtered,wv_squarelin_noisy,0.7825000286102295,0.8999999761581421,0.6066666666666666,0.64,0.5475,0.5470833333333334,0.6672815680503845,0.977500021457672,0.98,0.7850000262260437,0.84,0.5
MTL0.8,0,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7049999833106995,0.7649999856948853,0.5458333333333334,0.5383333333333332,0.4879166666666667,0.5212500000000001,0.651248037815094,0.977500021457672,0.985,0.699999988079071,0.84,0.8
TN,1,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.6575000286102295,0.6100000143051147,0.40958333333333335,0.46708333333333335,0.34375,0.45333333333333337,0.6591529846191406,0.7200000286102295,0.9725,0.625,0.84,0.7
TN,2,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.3_filtered,wv_squarelin_noisy,0.8650000095367432,0.7875000238418579,0.7620833333333333,0.9291666666666666,0.7025,0.92375,0.748032808303833,0.7875000238418579,0.985,0.7024999856948853,0.84,0.3
TN,1,"[1, 0, 1, 1]",True,512,0.0,align=0.84_p=0.6_filtered,wv_squarelin_noisy,0.7475000023841858,0.699999988079071,0.3933333333333333,0.6195833333333333,0.35375,0.6254166666666666,0.6492651104927063,0.4925000071525574,0.985,0.5674999952316284,0.84,0.6
MTL0.8,0,"[1, 0, 1, 1]",True,512,0.8,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7350000143051147,0.7475000023841858,0.5950000000000001,0.6608333333333333,0.5141666666666667,0.5516666666666666,0.6591529846191406,0.9700000286102296,0.9725,0.737500011920929,0.84,0.7
MTL0.5,0,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.7_filtered,wv_squarelin_noisy,0.7925000190734863,0.6850000023841858,0.5491666666666667,0.35541666666666666,0.4991666666666667,0.3283333333333333,0.6540300250053406,0.9700000286102296,0.9825,0.7925000190734863,0.84,0.7
MTL0.5,0,"[1, 0, 1, 1]",True,512,0.5,align=0.84_p=0.8_filtered,wv_squarelin_noisy,0.7425000071525574,0.6200000047683716,0.48291666666666666,0.3216666666666667,0.4158333333333333,0.30041666666666667,0.6610228419303894,0.9800000190734864,0.98,0.7425000071525574,0.84,0.8
