name,seed,weights,filter,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align
MTL0.5,2,"[32, 128, 1, 1]",False,50,0.5,align=0.94,wv_linear_sm_aligns,0.7225000262260437,0.9375,0.8254166666666668,0.9416666666666668,0.6970833333333334,0.9016666666666668,0.9543750286102296,0.9375,0.94,0.7300000190734863,0.94
MTL0.5,2,"[1, 0, 1, 1]",False,50,0.5,align=0.84,wv_linear_sm_aligns,0.4424999952316284,0.9375,0.6954166666666666,0.7291666666666666,0.5770833333333334,0.7379166666666667,0.7586250305175781,0.9449999928474426,0.9425,0.4424999952316284,0.84
MTL0.5,2,"[0, 1, 1, 1]",False,50,0.5,align=0.82,wv_linear_sm_aligns,0.5099999904632568,0.9225000143051147,0.67625,0.7470833333333333,0.5879166666666666,0.7104166666666667,0.7611250281333923,0.9300000071525574,0.9325,0.5049999952316284,0.82
MTL0.5,2,"[1, 1, 1, 1]",False,50,0.5,align=0.92,wv_linear_sm_aligns,0.5924999713897705,0.9375,0.6975000000000001,0.7020833333333334,0.5941666666666666,0.6679166666666667,0.7861250638961792,0.9399999976158142,0.9425,0.5950000286102295,0.92
MTL0.5,0,"[32, 128, 1, 1]",False,50,0.5,align=0.94,wv_linear_sm_aligns,0.7699999809265137,0.959999978542328,0.8466666666666667,0.9245833333333332,0.7104166666666666,0.8970833333333333,0.9520000219345092,0.959999978542328,0.9425,0.7699999809265137,0.94
MTL0.5,1,"[0, 32, 1, 1]",False,50,0.5,align=0.77,wv_linear_sm_aligns,0.6225000023841858,0.9424999952316284,0.8170833333333333,0.93,0.7241666666666667,0.8791666666666665,0.9381172060966492,0.9424999952316284,0.9375,0.625,0.77
MTL0.5,0,"[1, 1, 1, 1]",False,50,0.5,align=0.92,wv_linear_sm_aligns,0.5400000214576721,0.9325000047683716,0.7029166666666665,0.6833333333333335,0.61375,0.6745833333333334,0.7802500128746033,0.9350000023841858,0.9375,0.5400000214576721,0.92
MTL0.5,1,"[0, 1, 1, 1]",False,50,0.5,align=0.82,wv_linear_sm_aligns,0.5350000262260437,0.9300000071525574,0.67875,0.7183333333333334,0.5816666666666667,0.6991666666666667,0.7626250386238098,0.9474999904632568,0.9325,0.5299999713897705,0.82
MTL0.5,1,"[32, 128, 1, 1]",False,50,0.5,align=0.94,wv_linear_sm_aligns,0.7475000023841858,0.9524999856948853,0.8233333333333333,0.9333333333333332,0.6854166666666667,0.8941666666666667,0.9545000195503236,0.9524999856948853,0.95,0.75,0.94
MTL0.5,2,"[0, 32, 1, 1]",False,50,0.5,align=0.77,wv_linear_sm_aligns,0.5699999928474426,0.9399999976158142,0.8024999999999999,0.9275,0.6970833333333334,0.87875,0.9323664903640748,0.9399999976158142,0.94,0.5600000023841858,0.77
MTL0.5,1,"[1, 0, 1, 1]",False,50,0.5,align=0.84,wv_linear_sm_aligns,0.5224999785423279,0.9399999976158142,0.6895833333333333,0.6995833333333334,0.59875,0.6904166666666667,0.7611250281333923,0.9474999904632568,0.945,0.5199999809265137,0.84
MTL0.5,1,"[1, 1, 1, 1]",False,50,0.5,align=0.92,wv_linear_sm_aligns,0.5774999856948853,0.9399999976158142,0.7008333333333333,0.7441666666666666,0.6129166666666667,0.7200000000000001,0.7766250371932983,0.9474999904632568,0.9425,0.5724999904632568,0.92
MTL0.5,0,"[0, 32, 1, 1]",False,50,0.5,align=0.77,wv_linear_sm_aligns,0.5824999809265137,0.949999988079071,0.8170833333333333,0.9254166666666668,0.725,0.8762500000000001,0.9243655204772948,0.949999988079071,0.9475,0.5824999809265137,0.77
MTL0.5,0,"[1, 0, 1, 1]",False,50,0.5,align=0.84,wv_linear_sm_aligns,0.45750001072883606,0.9399999976158142,0.6908333333333334,0.7304166666666667,0.59625,0.7174999999999999,0.765375018119812,0.949999988079071,0.9575,0.45249998569488525,0.84
MTL0.5,0,"[0, 1, 1, 1]",False,50,0.5,align=0.82,wv_linear_sm_aligns,0.5099999904632568,0.9225000143051147,0.7033333333333333,0.7391666666666667,0.5979166666666667,0.715,0.7662500143051147,0.9300000071525574,0.93,0.512499988079071,0.82
