agent,name,model,seed,test_clf_acc,test_1nn_acc,test_triplet_acc,NINO_ds_acc,NIFO_ds_acc,rNINO_ds_acc,2_NINO_ds_acc,3_NINO_ds_acc,2_NIFO_ds_acc,3_NIFO_ds_acc,2_rNINO_ds_acc,3_rNINO_ds_acc,NIs,NI_acc,NO_acc
MTL0s1,MTL0.2s0,MTL0.2,0,0.949999988079071,0.95,0.73499995470047,0.8,1.0,0.825,0.85,0.75,1.0,1.0,0.85,0.775,"[[ 39]
 [ 39]
 [ 59]
 [ 39]
 [ 14]
 [ 14]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 25]
 [ 36]
 [ 36]
 [ 36]
 [ 36]
 [ 36]
 [ 25]
 [ 34]
 [ 54]
 [ 58]
 [ 67]
 [ 67]
 [ 67]
 [ 71]
 [ 91]
 [ 69]
 [ 88]
 [ 69]
 [ 69]
 [ 91]
 [ 93]
 [113]
 [109]
 [ 95]
 [112]
 [117]
 [ 95]
 [ 93]
 [112]
 [101]]",0.5,0.975
MTL0s1,MTL0.2s1,MTL0.2,1,0.925000011920929,0.925,0.7437499761581421,0.8,1.0,0.8,0.825,0.875,1.0,1.0,0.825,0.875,"[[ 20]
 [ 10]
 [  1]
 [ 59]
 [  1]
 [  1]
 [ 10]
 [  1]
 [ 10]
 [ 49]
 [ 25]
 [ 42]
 [ 53]
 [ 46]
 [ 36]
 [ 46]
 [ 25]
 [ 42]
 [ 42]
 [ 46]
 [ 71]
 [ 62]
 [ 62]
 [ 91]
 [ 89]
 [ 89]
 [ 71]
 [ 70]
 [ 81]
 [ 71]
 [ 93]
 [109]
 [ 93]
 [110]
 [114]
 [110]
 [114]
 [109]
 [110]
 [114]]",0.7625,0.975
MTL0s1,MTL0.2s2,MTL0.2,2,0.975000023841858,0.95,0.7337499856948853,0.825,1.0,0.825,0.825,0.825,1.0,0.975,0.85,0.85,"[[ 11]
 [ 12]
 [ 12]
 [  1]
 [ 10]
 [  5]
 [ 17]
 [ 19]
 [ 20]
 [ 12]
 [ 29]
 [ 29]
 [ 36]
 [ 36]
 [ 29]
 [ 29]
 [ 29]
 [ 40]
 [ 42]
 [ 29]
 [ 89]
 [ 61]
 [ 70]
 [ 60]
 [ 91]
 [ 66]
 [ 88]
 [ 70]
 [ 70]
 [ 66]
 [ 95]
 [109]
 [109]
 [ 95]
 [112]
 [ 99]
 [ 95]
 [ 97]
 [102]
 [ 95]]",0.575,0.875
MTL0s1,MTL0.2s3,MTL0.2,3,0.925000011920929,0.925,0.7450000047683716,0.875,1.0,0.875,0.875,0.875,1.0,1.0,0.9,0.875,"[[ 18]
 [ 19]
 [ 10]
 [ 59]
 [ 10]
 [  5]
 [ 10]
 [  5]
 [  5]
 [ 21]
 [ 43]
 [ 53]
 [ 36]
 [ 36]
 [ 53]
 [ 53]
 [ 53]
 [ 40]
 [ 54]
 [ 53]
 [ 91]
 [ 79]
 [ 79]
 [ 87]
 [ 88]
 [ 81]
 [ 79]
 [ 70]
 [ 79]
 [ 89]
 [114]
 [109]
 [117]
 [117]
 [109]
 [117]
 [117]
 [106]
 [ 99]
 [114]]",0.725,0.975
MTL0s1,MTL0.2s4,MTL0.2,4,0.949999988079071,0.95,0.7612499594688416,0.75,1.0,0.75,0.925,0.85,1.0,1.0,0.925,0.85,"[[ 39]
 [ 21]
 [  1]
 [  0]
 [  1]
 [ 25]
 [ 19]
 [ 19]
 [ 21]
 [ 17]
 [ 53]
 [ 42]
 [ 48]
 [ 33]
 [ 36]
 [ 29]
 [ 25]
 [ 33]
 [ 42]
 [ 41]
 [ 91]
 [ 91]
 [ 79]
 [ 89]
 [ 66]
 [ 62]
 [ 71]
 [ 69]
 [ 69]
 [ 62]
 [ 95]
 [114]
 [ 86]
 [103]
 [114]
 [103]
 [ 95]
 [103]
 [117]
 [114]]",0.65,0.875
MTL0s1,MTL0.5s0,MTL0.5,0,1.0,0.975,0.7324999570846558,0.8,1.0,0.825,0.825,0.8,1.0,1.0,0.85,0.825,"[[ 39]
 [  5]
 [ 17]
 [ 17]
 [ 49]
 [ 36]
 [ 17]
 [ 49]
 [ 17]
 [ 17]
 [ 25]
 [ 36]
 [ 25]
 [ 36]
 [ 36]
 [ 36]
 [ 25]
 [ 29]
 [ 36]
 [ 58]
 [ 67]
 [ 71]
 [ 69]
 [ 91]
 [ 91]
 [ 69]
 [ 88]
 [ 69]
 [ 77]
 [ 91]
 [ 95]
 [109]
 [109]
 [ 95]
 [102]
 [102]
 [ 95]
 [ 93]
 [119]
 [102]]",0.5625,1.0
MTL0s1,MTL0.5s1,MTL0.5,1,0.925000011920929,0.925,0.7562499642372131,0.775,1.0,0.775,0.875,0.875,1.0,1.0,0.875,0.875,"[[ 21]
 [ 20]
 [  1]
 [ 59]
 [ 19]
 [  1]
 [ 10]
 [  1]
 [ 21]
 [ 21]
 [ 25]
 [ 42]
 [ 27]
 [ 41]
 [ 36]
 [ 36]
 [ 27]
 [ 41]
 [ 42]
 [ 46]
 [ 89]
 [ 67]
 [ 62]
 [ 91]
 [ 89]
 [ 89]
 [ 71]
 [ 70]
 [ 91]
 [ 89]
 [ 93]
 [109]
 [ 93]
 [110]
 [114]
 [102]
 [114]
 [109]
 [110]
 [114]]",0.7125,0.95
MTL0s1,MTL0.5s2,MTL0.5,2,0.949999988079071,0.975,0.7387499809265137,0.9,1.0,0.9,0.95,0.95,1.0,1.0,0.95,0.95,"[[ 21]
 [ 19]
 [ 12]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 19]
 [ 29]
 [ 29]
 [ 48]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 42]
 [ 29]
 [ 89]
 [ 70]
 [ 70]
 [ 89]
 [ 91]
 [ 89]
 [ 88]
 [ 70]
 [ 70]
 [ 70]
 [ 95]
 [106]
 [109]
 [ 95]
 [102]
 [ 99]
 [ 95]
 [ 97]
 [ 99]
 [112]]",0.6375,0.9
MTL0s1,MTL0.5s3,MTL0.5,3,0.949999988079071,0.925,0.7599999904632568,0.825,1.0,0.8,0.875,0.875,1.0,1.0,0.875,0.875,"[[ 18]
 [ 19]
 [ 19]
 [ 17]
 [ 10]
 [ 10]
 [ 17]
 [  8]
 [ 17]
 [ 21]
 [ 43]
 [ 53]
 [ 36]
 [ 58]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 91]
 [ 67]
 [ 79]
 [ 87]
 [ 91]
 [ 91]
 [ 70]
 [ 70]
 [ 77]
 [ 89]
 [117]
 [109]
 [117]
 [117]
 [102]
 [102]
 [117]
 [106]
 [117]
 [108]]",0.625,0.975
MTL0s1,MTL0.5s4,MTL0.5,4,0.949999988079071,0.925,0.7699999809265137,0.875,1.0,0.825,0.9,0.875,1.0,1.0,0.875,0.85,"[[  0]
 [  1]
 [  1]
 [  0]
 [  1]
 [ 25]
 [  1]
 [ 19]
 [ 16]
 [ 19]
 [ 48]
 [ 48]
 [ 48]
 [ 42]
 [ 46]
 [ 42]
 [ 48]
 [ 29]
 [ 42]
 [ 41]
 [ 60]
 [ 71]
 [ 67]
 [ 60]
 [ 60]
 [ 60]
 [ 71]
 [ 79]
 [ 69]
 [ 82]
 [ 93]
 [103]
 [109]
 [117]
 [109]
 [103]
 [117]
 [103]
 [117]
 [103]]",0.5375,0.9
MTL0s1,MTL0.8s0,MTL0.8,0,0.975000023841858,0.95,0.7475000023841858,0.825,1.0,0.85,0.775,0.85,1.0,1.0,0.8,0.875,"[[ 39]
 [  1]
 [ 39]
 [ 16]
 [ 49]
 [ 19]
 [ 17]
 [ 19]
 [ 17]
 [ 14]
 [ 25]
 [ 29]
 [ 25]
 [ 29]
 [ 36]
 [ 36]
 [ 25]
 [ 29]
 [ 36]
 [ 58]
 [ 85]
 [ 67]
 [ 69]
 [ 87]
 [ 88]
 [ 69]
 [ 88]
 [ 69]
 [ 69]
 [ 88]
 [110]
 [109]
 [109]
 [ 95]
 [106]
 [ 96]
 [110]
 [ 95]
 [119]
 [114]]",0.5875,0.975
MTL0s1,MTL0.8s1,MTL0.8,1,0.949999988079071,0.925,0.7387499809265137,0.9,1.0,0.9,0.9,0.875,1.0,1.0,0.9,0.85,"[[ 20]
 [ 10]
 [ 10]
 [ 59]
 [  5]
 [  1]
 [ 10]
 [  5]
 [ 10]
 [ 49]
 [ 25]
 [ 48]
 [ 53]
 [ 41]
 [ 36]
 [ 36]
 [ 25]
 [ 41]
 [ 36]
 [ 41]
 [ 67]
 [ 67]
 [ 67]
 [ 91]
 [ 89]
 [ 89]
 [ 91]
 [ 70]
 [ 91]
 [ 89]
 [110]
 [ 94]
 [110]
 [111]
 [111]
 [102]
 [111]
 [118]
 [111]
 [103]]",0.6625,0.95
MTL0s1,MTL0.8s2,MTL0.8,2,0.949999988079071,0.925,0.7412499785423279,0.9,1.0,0.925,0.9,0.875,1.0,1.0,0.9,0.9,"[[ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 20]
 [ 27]
 [ 29]
 [ 48]
 [ 51]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 42]
 [ 29]
 [ 67]
 [ 77]
 [ 70]
 [ 89]
 [ 91]
 [ 66]
 [ 88]
 [ 70]
 [ 70]
 [ 91]
 [ 95]
 [ 94]
 [102]
 [ 99]
 [ 99]
 [ 99]
 [ 95]
 [117]
 [ 99]
 [102]]",0.6625,0.875
MTL0s1,MTL0.8s3,MTL0.8,3,0.925000011920929,0.925,0.7462499737739563,0.9,1.0,0.9,0.9,0.9,1.0,1.0,0.9,0.9,"[[ 19]
 [ 19]
 [ 17]
 [ 59]
 [ 19]
 [ 25]
 [ 17]
 [  8]
 [ 19]
 [ 21]
 [ 25]
 [ 53]
 [ 36]
 [ 58]
 [ 53]
 [ 53]
 [ 53]
 [ 48]
 [ 53]
 [ 48]
 [ 91]
 [ 67]
 [ 77]
 [ 64]
 [ 61]
 [ 91]
 [ 77]
 [ 70]
 [ 79]
 [ 89]
 [117]
 [109]
 [117]
 [117]
 [102]
 [102]
 [102]
 [106]
 [117]
 [114]]",0.6625,0.9
MTL0s1,MTL0.8s4,MTL0.8,4,1.0,0.95,0.7412499785423279,0.9,1.0,0.85,0.925,0.9,1.0,1.0,0.925,0.9,"[[ 39]
 [  1]
 [  1]
 [  0]
 [ 19]
 [ 25]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 25]
 [ 48]
 [ 48]
 [ 58]
 [ 36]
 [ 36]
 [ 48]
 [ 29]
 [ 48]
 [ 27]
 [ 85]
 [ 89]
 [ 88]
 [ 91]
 [ 88]
 [ 91]
 [ 64]
 [ 88]
 [ 69]
 [ 74]
 [114]
 [103]
 [114]
 [106]
 [103]
 [103]
 [ 99]
 [103]
 [114]
 [103]]",0.575,0.925
MTL0s1,MTL1s0,MTL1,0,0.925000011920929,0.9,0.6237499713897705,0.875,0.9,0.825,0.875,0.9,0.9,0.9,0.85,0.85,"[[ 39]
 [ 20]
 [ 23]
 [ 20]
 [ 20]
 [ 20]
 [ 20]
 [ 18]
 [ 23]
 [ 20]
 [ 27]
 [ 52]
 [ 18]
 [ 52]
 [ 44]
 [ 52]
 [ 18]
 [ 18]
 [ 37]
 [ 41]
 [ 62]
 [ 79]
 [ 79]
 [ 77]
 [ 85]
 [ 85]
 [ 62]
 [ 77]
 [ 69]
 [ 89]
 [ 95]
 [117]
 [110]
 [ 93]
 [112]
 [ 92]
 [101]
 [ 93]
 [116]
 [ 92]]",0.55,0.75
MTL0s1,MTL1s1,MTL1,1,0.925000011920929,0.925,0.5949999690055847,0.85,0.9,0.8,0.875,0.875,0.975,0.95,0.875,0.9,"[[ 14]
 [ 18]
 [ 18]
 [ 59]
 [ 25]
 [ 33]
 [ 18]
 [ 25]
 [ 18]
 [ 36]
 [ 25]
 [ 30]
 [ 25]
 [ 29]
 [ 30]
 [ 30]
 [ 25]
 [ 36]
 [ 57]
 [ 27]
 [ 91]
 [ 71]
 [ 71]
 [ 62]
 [ 62]
 [ 65]
 [ 71]
 [ 70]
 [ 71]
 [ 71]
 [111]
 [ 99]
 [ 71]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [103]]",0.6375,0.925
MTL0s1,MTL1s2,MTL1,2,0.949999988079071,0.925,0.6225000023841858,0.875,0.9,0.825,0.95,0.925,0.95,0.9,0.9,0.875,"[[ 21]
 [ 52]
 [ 20]
 [ 21]
 [ 10]
 [ 20]
 [ 20]
 [ 20]
 [ 52]
 [ 21]
 [ 52]
 [ 37]
 [ 52]
 [ 52]
 [ 37]
 [ 37]
 [ 37]
 [ 52]
 [ 52]
 [ 52]
 [ 67]
 [ 83]
 [ 61]
 [ 91]
 [ 63]
 [ 65]
 [ 82]
 [ 65]
 [ 83]
 [ 74]
 [ 95]
 [117]
 [ 97]
 [116]
 [118]
 [101]
 [111]
 [ 97]
 [ 99]
 [104]]",0.35,0.675
MTL0s1,MTL1s3,MTL1,3,0.925000011920929,0.925,0.6162499785423279,0.8,0.825,0.825,0.875,0.85,0.9,0.95,0.9,0.875,"[[ 59]
 [ 23]
 [ 21]
 [ 59]
 [ 37]
 [ 37]
 [ 20]
 [ 37]
 [ 37]
 [ 21]
 [ 37]
 [ 37]
 [ 37]
 [ 37]
 [ 53]
 [ 58]
 [ 37]
 [ 37]
 [ 37]
 [ 56]
 [ 70]
 [ 79]
 [ 79]
 [ 65]
 [ 61]
 [ 73]
 [ 61]
 [ 82]
 [ 79]
 [ 61]
 [ 93]
 [106]
 [106]
 [ 93]
 [106]
 [117]
 [101]
 [ 93]
 [ 99]
 [118]]",0.325,0.5
MTL0s1,MTL1s4,MTL1,4,0.975000023841858,0.975,0.6312499642372131,0.95,0.875,0.925,0.95,0.925,0.95,0.95,0.95,0.925,"[[ 39]
 [ 21]
 [ 39]
 [  0]
 [  3]
 [ 37]
 [ 19]
 [  7]
 [ 20]
 [ 49]
 [ 25]
 [ 29]
 [ 25]
 [ 37]
 [ 25]
 [ 27]
 [ 25]
 [ 37]
 [ 29]
 [ 37]
 [ 69]
 [ 81]
 [ 69]
 [ 69]
 [ 69]
 [ 69]
 [ 91]
 [ 69]
 [ 75]
 [ 69]
 [ 99]
 [103]
 [ 69]
 [ 93]
 [103]
 [103]
 [ 99]
 [103]
 [103]
 [103]]",0.5,0.5
MTL0s2,MTL0s0,MTL0,0,0.4749999940395355,0.825,0.7212499976158142,0.675,1.0,0.75,0.825,0.875,1.0,1.0,0.825,0.875,"[[ 39]
 [  5]
 [  5]
 [  5]
 [ 49]
 [ 25]
 [  5]
 [ 19]
 [  0]
 [  5]
 [ 25]
 [ 29]
 [ 25]
 [ 29]
 [ 29]
 [ 29]
 [ 25]
 [ 29]
 [ 42]
 [ 58]
 [ 67]
 [ 79]
 [ 79]
 [ 91]
 [ 91]
 [ 91]
 [ 91]
 [ 69]
 [ 69]
 [ 91]
 [ 95]
 [109]
 [109]
 [ 95]
 [117]
 [102]
 [ 95]
 [117]
 [112]
 [103]]",0.775,1.0
MTL0s2,MTL0s1,MTL0,1,0.550000011920929,0.9,0.7099999785423279,0.775,1.0,0.8,0.825,0.85,1.0,1.0,0.825,0.85,"[[ 14]
 [ 10]
 [  1]
 [ 59]
 [ 25]
 [  1]
 [ 10]
 [ 14]
 [ 10]
 [ 49]
 [ 25]
 [ 42]
 [ 25]
 [ 46]
 [ 36]
 [ 46]
 [ 25]
 [ 44]
 [ 42]
 [ 46]
 [ 91]
 [ 66]
 [ 62]
 [ 60]
 [ 78]
 [ 89]
 [ 71]
 [ 70]
 [ 91]
 [ 71]
 [ 93]
 [109]
 [114]
 [ 93]
 [114]
 [110]
 [ 95]
 [109]
 [110]
 [114]]",0.8375,1.0
MTL0s2,MTL0s2,MTL0,2,0.4500000178813934,0.925,0.7212499976158142,0.925,1.0,0.9,0.85,0.875,1.0,1.0,0.85,0.875,"[[ 21]
 [ 19]
 [ 12]
 [ 19]
 [ 49]
 [ 29]
 [ 19]
 [ 19]
 [ 20]
 [ 19]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 42]
 [ 29]
 [ 91]
 [ 70]
 [ 70]
 [ 60]
 [ 60]
 [ 64]
 [ 70]
 [ 70]
 [ 70]
 [ 70]
 [ 95]
 [ 99]
 [109]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [ 97]
 [ 99]
 [ 95]]",0.85,1.0
MTL0s2,MTL0s3,MTL0,3,0.550000011920929,0.95,0.7462499737739563,0.85,1.0,0.8,0.9,0.9,1.0,1.0,0.9,0.9,"[[ 18]
 [ 49]
 [ 10]
 [ 59]
 [ 10]
 [ 10]
 [ 17]
 [  8]
 [ 17]
 [ 20]
 [ 43]
 [ 53]
 [ 25]
 [ 46]
 [ 53]
 [ 53]
 [ 53]
 [ 40]
 [ 42]
 [ 46]
 [ 91]
 [ 67]
 [ 89]
 [ 87]
 [ 85]
 [ 64]
 [ 89]
 [ 82]
 [ 70]
 [ 89]
 [ 97]
 [106]
 [117]
 [117]
 [109]
 [117]
 [117]
 [106]
 [117]
 [ 92]]",0.8125,1.0
MTL0s2,MTL0s4,MTL0,4,0.6000000238418579,0.925,0.7475000023841858,0.775,1.0,0.775,0.95,0.975,1.0,1.0,0.95,0.975,"[[  0]
 [ 11]
 [  1]
 [ 20]
 [  1]
 [  5]
 [  5]
 [  7]
 [ 16]
 [  5]
 [ 48]
 [ 48]
 [ 48]
 [ 36]
 [ 46]
 [ 36]
 [ 25]
 [ 40]
 [ 42]
 [ 46]
 [ 89]
 [ 71]
 [ 79]
 [ 60]
 [ 66]
 [ 62]
 [ 75]
 [ 69]
 [ 69]
 [ 75]
 [ 99]
 [ 99]
 [ 86]
 [103]
 [ 99]
 [103]
 [117]
 [ 86]
 [ 99]
 [ 86]]",0.8125,1.0
MTL0s2,MTL0.2s0,MTL0.2,0,0.949999988079071,0.95,0.73499995470047,0.825,1.0,0.825,0.9,0.875,1.0,1.0,0.875,0.85,"[[ 39]
 [ 39]
 [ 59]
 [ 39]
 [ 14]
 [ 14]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 25]
 [ 36]
 [ 36]
 [ 36]
 [ 36]
 [ 36]
 [ 25]
 [ 34]
 [ 54]
 [ 58]
 [ 67]
 [ 67]
 [ 67]
 [ 71]
 [ 91]
 [ 69]
 [ 88]
 [ 69]
 [ 69]
 [ 91]
 [ 93]
 [113]
 [109]
 [ 95]
 [112]
 [117]
 [ 95]
 [ 93]
 [112]
 [101]]",0.775,0.975
MTL0s2,MTL0.2s1,MTL0.2,1,0.925000011920929,0.925,0.7437499761581421,0.9,1.0,0.9,0.85,0.875,1.0,1.0,0.85,0.875,"[[ 20]
 [ 10]
 [  1]
 [ 59]
 [  1]
 [  1]
 [ 10]
 [  1]
 [ 10]
 [ 49]
 [ 25]
 [ 42]
 [ 53]
 [ 46]
 [ 36]
 [ 46]
 [ 25]
 [ 42]
 [ 42]
 [ 46]
 [ 71]
 [ 62]
 [ 62]
 [ 91]
 [ 89]
 [ 89]
 [ 71]
 [ 70]
 [ 81]
 [ 71]
 [ 93]
 [109]
 [ 93]
 [110]
 [114]
 [110]
 [114]
 [109]
 [110]
 [114]]",0.7875,1.0
MTL0s2,MTL0.2s2,MTL0.2,2,0.975000023841858,0.95,0.7337499856948853,0.9,1.0,0.925,0.875,0.875,1.0,1.0,0.875,0.875,"[[ 11]
 [ 12]
 [ 12]
 [  1]
 [ 10]
 [  5]
 [ 17]
 [ 19]
 [ 20]
 [ 12]
 [ 29]
 [ 29]
 [ 36]
 [ 36]
 [ 29]
 [ 29]
 [ 29]
 [ 40]
 [ 42]
 [ 29]
 [ 89]
 [ 61]
 [ 70]
 [ 60]
 [ 91]
 [ 66]
 [ 88]
 [ 70]
 [ 70]
 [ 66]
 [ 95]
 [109]
 [109]
 [ 95]
 [112]
 [ 99]
 [ 95]
 [ 97]
 [102]
 [ 95]]",0.825,1.0
MTL0s2,MTL0.2s3,MTL0.2,3,0.925000011920929,0.925,0.7450000047683716,0.9,1.0,0.9,0.925,0.925,1.0,1.0,0.925,0.925,"[[ 18]
 [ 19]
 [ 10]
 [ 59]
 [ 10]
 [  5]
 [ 10]
 [  5]
 [  5]
 [ 21]
 [ 43]
 [ 53]
 [ 36]
 [ 36]
 [ 53]
 [ 53]
 [ 53]
 [ 40]
 [ 54]
 [ 53]
 [ 91]
 [ 79]
 [ 79]
 [ 87]
 [ 88]
 [ 81]
 [ 79]
 [ 70]
 [ 79]
 [ 89]
 [114]
 [109]
 [117]
 [117]
 [109]
 [117]
 [117]
 [106]
 [ 99]
 [114]]",0.775,0.975
MTL0s2,MTL0.2s4,MTL0.2,4,0.949999988079071,0.95,0.7612499594688416,0.7,1.0,0.725,0.85,0.925,1.0,1.0,0.875,0.925,"[[ 39]
 [ 21]
 [  1]
 [  0]
 [  1]
 [ 25]
 [ 19]
 [ 19]
 [ 21]
 [ 17]
 [ 53]
 [ 42]
 [ 48]
 [ 33]
 [ 36]
 [ 29]
 [ 25]
 [ 33]
 [ 42]
 [ 41]
 [ 91]
 [ 91]
 [ 79]
 [ 89]
 [ 66]
 [ 62]
 [ 71]
 [ 69]
 [ 69]
 [ 62]
 [ 95]
 [114]
 [ 86]
 [103]
 [114]
 [103]
 [ 95]
 [103]
 [117]
 [114]]",0.775,0.975
MTL0s2,MTL0.5s0,MTL0.5,0,1.0,0.975,0.7324999570846558,0.75,1.0,0.775,0.825,0.875,1.0,1.0,0.85,0.9,"[[ 39]
 [  5]
 [ 17]
 [ 17]
 [ 49]
 [ 36]
 [ 17]
 [ 49]
 [ 17]
 [ 17]
 [ 25]
 [ 36]
 [ 25]
 [ 36]
 [ 36]
 [ 36]
 [ 25]
 [ 29]
 [ 36]
 [ 58]
 [ 67]
 [ 71]
 [ 69]
 [ 91]
 [ 91]
 [ 69]
 [ 88]
 [ 69]
 [ 77]
 [ 91]
 [ 95]
 [109]
 [109]
 [ 95]
 [102]
 [102]
 [ 95]
 [ 93]
 [119]
 [102]]",0.7125,1.0
MTL0s2,MTL0.5s1,MTL0.5,1,0.925000011920929,0.925,0.7562499642372131,0.825,1.0,0.85,0.875,0.9,1.0,1.0,0.9,0.9,"[[ 21]
 [ 20]
 [  1]
 [ 59]
 [ 19]
 [  1]
 [ 10]
 [  1]
 [ 21]
 [ 21]
 [ 25]
 [ 42]
 [ 27]
 [ 41]
 [ 36]
 [ 36]
 [ 27]
 [ 41]
 [ 42]
 [ 46]
 [ 89]
 [ 67]
 [ 62]
 [ 91]
 [ 89]
 [ 89]
 [ 71]
 [ 70]
 [ 91]
 [ 89]
 [ 93]
 [109]
 [ 93]
 [110]
 [114]
 [102]
 [114]
 [109]
 [110]
 [114]]",0.7625,1.0
MTL0s2,MTL0.5s2,MTL0.5,2,0.949999988079071,0.975,0.7387499809265137,0.9,1.0,0.9,0.875,0.875,1.0,1.0,0.875,0.875,"[[ 21]
 [ 19]
 [ 12]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 19]
 [ 29]
 [ 29]
 [ 48]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 42]
 [ 29]
 [ 89]
 [ 70]
 [ 70]
 [ 89]
 [ 91]
 [ 89]
 [ 88]
 [ 70]
 [ 70]
 [ 70]
 [ 95]
 [106]
 [109]
 [ 95]
 [102]
 [ 99]
 [ 95]
 [ 97]
 [ 99]
 [112]]",0.8625,1.0
MTL0s2,MTL0.5s3,MTL0.5,3,0.949999988079071,0.925,0.7599999904632568,0.8,1.0,0.775,0.85,0.9,1.0,1.0,0.85,0.9,"[[ 18]
 [ 19]
 [ 19]
 [ 17]
 [ 10]
 [ 10]
 [ 17]
 [  8]
 [ 17]
 [ 21]
 [ 43]
 [ 53]
 [ 36]
 [ 58]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 53]
 [ 91]
 [ 67]
 [ 79]
 [ 87]
 [ 91]
 [ 91]
 [ 70]
 [ 70]
 [ 77]
 [ 89]
 [117]
 [109]
 [117]
 [117]
 [102]
 [102]
 [117]
 [106]
 [117]
 [108]]",0.75,0.975
MTL0s2,MTL0.5s4,MTL0.5,4,0.949999988079071,0.925,0.7699999809265137,0.8,1.0,0.8,0.9,0.95,1.0,1.0,0.925,0.925,"[[  0]
 [  1]
 [  1]
 [  0]
 [  1]
 [ 25]
 [  1]
 [ 19]
 [ 16]
 [ 19]
 [ 48]
 [ 48]
 [ 48]
 [ 42]
 [ 46]
 [ 42]
 [ 48]
 [ 29]
 [ 42]
 [ 41]
 [ 60]
 [ 71]
 [ 67]
 [ 60]
 [ 60]
 [ 60]
 [ 71]
 [ 79]
 [ 69]
 [ 82]
 [ 93]
 [103]
 [109]
 [117]
 [109]
 [103]
 [117]
 [103]
 [117]
 [103]]",0.8625,1.0
MTL0s2,MTL0.8s0,MTL0.8,0,0.975000023841858,0.95,0.7475000023841858,0.9,1.0,0.9,0.925,0.875,1.0,1.0,0.925,0.9,"[[ 39]
 [  1]
 [ 39]
 [ 16]
 [ 49]
 [ 19]
 [ 17]
 [ 19]
 [ 17]
 [ 14]
 [ 25]
 [ 29]
 [ 25]
 [ 29]
 [ 36]
 [ 36]
 [ 25]
 [ 29]
 [ 36]
 [ 58]
 [ 85]
 [ 67]
 [ 69]
 [ 87]
 [ 88]
 [ 69]
 [ 88]
 [ 69]
 [ 69]
 [ 88]
 [110]
 [109]
 [109]
 [ 95]
 [106]
 [ 96]
 [110]
 [ 95]
 [119]
 [114]]",0.7375,0.95
MTL0s2,MTL0.8s1,MTL0.8,1,0.949999988079071,0.925,0.7387499809265137,0.875,1.0,0.85,0.85,0.85,1.0,1.0,0.85,0.85,"[[ 20]
 [ 10]
 [ 10]
 [ 59]
 [  5]
 [  1]
 [ 10]
 [  5]
 [ 10]
 [ 49]
 [ 25]
 [ 48]
 [ 53]
 [ 41]
 [ 36]
 [ 36]
 [ 25]
 [ 41]
 [ 36]
 [ 41]
 [ 67]
 [ 67]
 [ 67]
 [ 91]
 [ 89]
 [ 89]
 [ 91]
 [ 70]
 [ 91]
 [ 89]
 [110]
 [ 94]
 [110]
 [111]
 [111]
 [102]
 [111]
 [118]
 [111]
 [103]]",0.7625,1.0
MTL0s2,MTL0.8s2,MTL0.8,2,0.949999988079071,0.925,0.7412499785423279,0.9,1.0,0.9,0.875,0.875,1.0,1.0,0.9,0.875,"[[ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 19]
 [ 19]
 [ 19]
 [ 19]
 [ 20]
 [ 20]
 [ 27]
 [ 29]
 [ 48]
 [ 51]
 [ 29]
 [ 29]
 [ 29]
 [ 29]
 [ 42]
 [ 29]
 [ 67]
 [ 77]
 [ 70]
 [ 89]
 [ 91]
 [ 66]
 [ 88]
 [ 70]
 [ 70]
 [ 91]
 [ 95]
 [ 94]
 [102]
 [ 99]
 [ 99]
 [ 99]
 [ 95]
 [117]
 [ 99]
 [102]]",0.9125,1.0
