name,seed,weights,filter,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align
MTL0.5,2,"[1, 1, 1, 1]",True,50,0.5,align=0.92,wv_linear_sm_0_aligns,0.8924999833106995,0.9399999976158142,0.9679166666666666,0.9254166666666668,0.8895833333333333,0.9633333333333334,0.957485556602478,0.9399999976158142,0.9375,0.8924999833106995,0.92
MTL0.5,0,"[1, 0, 1, 1]",True,50,0.5,align=0.84,wv_linear_sm_0_aligns,0.8799999952316284,0.9474999904632568,0.9704166666666666,0.8979166666666667,0.9395833333333332,0.9604166666666668,0.9701446294784546,0.9474999904632568,0.9475,0.8849999904632568,0.84
MTL0.5,1,"[1, 1, 1, 1]",True,50,0.5,align=0.92,wv_linear_sm_0_aligns,0.9024999737739564,0.9375,0.9775,0.93,0.92625,0.9720833333333332,0.9626480340957642,0.9375,0.93,0.9049999713897704,0.92
MTL0.5,1,"[1, 0, 1, 1]",True,50,0.5,align=0.84,wv_linear_sm_0_aligns,0.824999988079071,0.9300000071525574,0.9658333333333332,0.9445833333333334,0.9395833333333332,0.9616666666666666,0.9701446294784546,0.9300000071525574,0.945,0.824999988079071,0.84
MTL0.5,1,"[0, 1, 1, 1]",True,50,0.5,align=0.77,wv_linear_sm_0_aligns,0.8475000262260437,0.9399999976158142,0.9670833333333334,0.9379166666666668,0.9233333333333332,0.92875,0.9592968225479126,0.9399999976158142,0.945,0.8475000262260437,0.77
MTL0.5,0,"[1, 1, 1, 1]",True,50,0.5,align=0.92,wv_linear_sm_0_aligns,0.8924999833106995,0.9375,0.9733333333333332,0.8654166666666666,0.90875,0.93375,0.9647737741470336,0.9375,0.94,0.8949999809265137,0.92
MTL0.5,0,"[32, 128, 1, 1]",True,50,0.5,align=0.94,wv_linear_sm_0_aligns,0.9175000190734864,0.9449999928474426,0.9766666666666668,0.9083333333333332,0.8933333333333334,0.9245833333333332,0.9660464525222778,0.9449999928474426,0.94,0.9200000166893004,0.94
MTL0.5,1,"[32, 128, 1, 1]",True,50,0.5,align=0.94,wv_linear_sm_0_aligns,0.9100000262260436,0.9325000047683716,0.9708333333333332,0.9358333333333334,0.8933333333333332,0.9666666666666668,0.9634659886360168,0.9325000047683716,0.94,0.9049999713897704,0.94
MTL0.5,2,"[1, 0, 1, 1]",True,50,0.5,align=0.84,wv_linear_sm_0_aligns,0.800000011920929,0.9225000143051147,0.9608333333333334,0.8962499999999999,0.8979166666666667,0.95,0.9636811017990112,0.9225000143051147,0.93,0.800000011920929,0.84
MTL0.5,2,"[0, 1, 1, 1]",True,50,0.5,align=0.77,wv_linear_sm_0_aligns,0.8774999976158142,0.9474999904632568,0.9725,0.9429166666666666,0.9445833333333334,0.9333333333333332,0.9708584547042848,0.9474999904632568,0.9475,0.8799999952316284,0.77
MTL0.5,2,"[32, 128, 1, 1]",True,50,0.5,align=0.94,wv_linear_sm_0_aligns,0.9049999713897704,0.9375,0.9725,0.9108333333333332,0.8904166666666667,0.9416666666666668,0.9645524621009828,0.9375,0.9425,0.9100000262260436,0.94
MTL0.5,0,"[0, 1, 1, 1]",True,50,0.5,align=0.77,wv_linear_sm_0_aligns,0.8174999952316284,0.9350000023841858,0.9683333333333334,0.9420833333333332,0.9308333333333332,0.9433333333333334,0.9659487009048462,0.9350000023841858,0.9325,0.8199999928474426,0.77
