name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_1nn_acc,rNINO_ds_acc,align,num,test_clf_acc
TN,1,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.5_filtered,wv_3d_linear0_num,0.8774999976158142,0.625,0.7779166666666667,0.9266666666666666,0.7633333333333333,0.9325,0.9751461744308472,0.9975,0.5674999952316284,0.9,0.5,0
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.5_filtered,wv_3d_linear0_num,0.887499988079071,1.0,0.8808333333333334,0.9254166666666668,0.8754166666666666,0.9366666666666666,0.9747806787490844,1.0,0.887499988079071,0.9,0.5,0
MTL0.8,1,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.5_filtered,wv_3d_linear0_num,0.8999999761581421,1.0,0.8341666666666668,0.8791666666666668,0.8308333333333332,0.8658333333333333,0.9762426614761353,1.0,0.8999999761581421,0.9,0.5,0
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.5_filtered,wv_3d_linear0_num,0.8799999952316284,1.0,0.8433333333333334,0.8854166666666666,0.8424999999999999,0.8908333333333335,0.969298243522644,1.0,0.8799999952316284,0.9,0.5,0
TN,1,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.25_filtered,wv_3d_linear0_num,0.8349999785423279,0.4449999928474426,0.67125,0.9566666666666668,0.6404166666666667,0.9720833333333332,0.9706098437309264,0.9975,0.3849999904632568,0.9,0.25,0
MTL0.8,1,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.25_filtered,wv_3d_linear0_num,0.8999999761581421,1.0,0.8141666666666666,0.7220833333333333,0.8075,0.7879166666666667,0.9684056043624878,1.0,0.8999999761581421,0.9,0.25,0
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.25_filtered,wv_3d_linear0_num,0.8974999785423279,1.0,0.835,0.8070833333333334,0.8262499999999999,0.8316666666666667,0.9779573678970336,1.0,0.8974999785423279,0.9,0.25,0
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.25_filtered,wv_3d_linear0_num,0.915000021457672,1.0,0.8283333333333335,0.7429166666666666,0.8266666666666667,0.7929166666666667,0.9603232741355896,1.0,0.915000021457672,0.9,0.25,0
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.125_filtered,wv_3d_linear0_num,0.8299999833106995,0.9975000023841858,0.8191666666666667,0.86,0.8141666666666666,0.8779166666666667,0.969298243522644,1.0,0.8299999833106995,0.9,0.125,0
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.125_filtered,wv_3d_linear0_num,0.8774999976158142,1.0,0.80875,0.8075,0.7912499999999999,0.8591666666666667,0.9605262875556946,1.0,0.8774999976158142,0.9,0.125,0
