name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
MTL0.5,2,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9049999713897704,0.8525000214576721,0.5333333333333333,0.1875,0.4991666666666667,0.3658333333333333,0.6532335877418518,1.0,1.0,0.9049999713897704,0.9,0.7
MTL0.8,2,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9850000143051147,0.9200000166893004,0.5154166666666667,0.010833333333333334,0.4779166666666666,0.1758333333333333,0.670898973941803,1.0,1.0,0.9850000143051147,0.9,0.8
MTL0.2,2,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.977500021457672,0.8675000071525574,0.5175,0.020833333333333332,0.48,0.18083333333333332,0.6653123497962952,0.9975000023841858,1.0,0.977500021457672,0.9,0.8
TN,2,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.912500023841858,0.6449999809265137,0.34791666666666665,0.42416666666666664,0.33125,0.4679166666666667,0.6658202409744263,0.48500001430511475,1.0,0.8025000095367432,0.9,0.8
TN,2,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9100000262260436,0.4625000059604645,0.2904166666666666,0.425,0.27125,0.5345833333333333,0.6558891534805298,0.48500001430511475,1.0,0.5924999713897705,0.9,0.6
MTL0.5,2,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9075000286102296,0.8224999904632568,0.415,0.3658333333333333,0.37833333333333335,0.31666666666666665,0.6538106203079224,1.0,1.0,0.9075000286102296,0.9,0.6
MTL0.8,1,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.977500021457672,0.9350000023841858,0.48625,0.018333333333333337,0.44375,0.1625,0.6582021713256836,1.0,1.0,0.977500021457672,0.9,0.8
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9925000071525574,0.8199999928474426,0.5233333333333333,0.006666666666666667,0.4908333333333333,0.16916666666666666,0.6648166179656982,1.0,1.0,0.9925000071525574,0.9,0.7
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9950000047683716,0.7925000190734863,0.4929166666666666,0.0033333333333333335,0.45375,0.09208333333333334,0.670644998550415,1.0,1.0,0.9950000047683716,0.9,0.8
MTL0.8,2,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.959999978542328,0.875,0.5708333333333334,0.36833333333333335,0.5333333333333333,0.3208333333333333,0.6638513207435608,1.0,1.0,0.959999978542328,0.9,0.7
TN,1,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9049999713897704,0.9049999713897704,0.24125,0.6066666666666666,0.24,0.71875,0.6630269289016724,0.5074999928474426,0.995,0.8899999856948853,0.9,0.8
MTL0.5,2,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.977500021457672,0.8550000190734863,0.48125,0.014166666666666668,0.43875,0.1758333333333333,0.6688674688339233,1.0,1.0,0.977500021457672,0.9,0.8
TN,1,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9100000262260436,0.8500000238418579,0.3991666666666666,0.385,0.3866666666666667,0.5520833333333334,0.6612009406089783,0.6474999785423279,1.0,0.6200000047683716,0.9,0.6
MTL0.2,2,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,1.0,0.9225000143051147,0.5625,0.0008333333333333334,0.5270833333333333,0.0825,0.6633687019348145,1.0,1.0,1.0,0.9,0.7
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.875,0.9100000262260436,0.5345833333333334,0.5516666666666666,0.49875,0.59875,0.6584295630455017,1.0,1.0,0.875,0.9,0.6
MTL0.8,2,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9075000286102296,0.8774999976158142,0.4875,0.19291666666666665,0.44875,0.36999999999999994,0.654965341091156,1.0,1.0,0.9075000286102296,0.9,0.6
TN,2,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9225000143051147,0.6150000095367432,0.33791666666666664,0.42916666666666664,0.31625,0.5333333333333333,0.6626448035240173,0.48500001430511475,0.9975,0.7950000166893005,0.9,0.7
MTL0.8,0,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9100000262260436,0.8500000238418579,0.5170833333333333,0.195,0.4725,0.455,0.6724225878715515,1.0,1.0,0.9100000262260436,0.9,0.8
MTL0.5,0,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.925000011920929,0.862500011920929,0.5208333333333334,0.1875,0.4804166666666667,0.3658333333333333,0.6761583089828491,1.0,1.0,0.925000011920929,0.9,0.7
MTL0.2,0,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9100000262260436,0.9175000190734864,0.5145833333333334,0.1975,0.4925,0.4566666666666667,0.6660741567611694,0.9975000023841858,1.0,0.9100000262260436,0.9,0.8
MTL0.8,1,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9024999737739564,0.8525000214576721,0.5625,0.4,0.53625,0.4416666666666667,0.6691602468490601,1.0,1.0,0.9024999737739564,0.9,0.7
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9800000190734864,0.8849999904632568,0.5308333333333333,0.018333333333333337,0.4991666666666667,0.17666666666666667,0.6655662655830383,1.0,1.0,0.9800000190734864,0.9,0.8
TN,0,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9024999737739564,0.7250000238418579,0.33375,0.4375,0.30833333333333335,0.6175,0.6668359637260437,0.48249998688697815,0.9925,0.7950000166893005,0.9,0.8
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9350000023841858,0.8999999761581421,0.5441666666666667,0.195,0.5154166666666666,0.29375,0.659507691860199,0.9900000095367432,1.0,0.9350000023841858,0.9,0.7
TN,0,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.915000021457672,0.7549999952316284,0.35708333333333336,0.4525,0.3516666666666666,0.6224999999999999,0.6588914394378662,0.48500001430511475,1.0,0.7174999713897705,0.9,0.6
TN,1,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.9300000071525574,0.8500000238418579,0.05416666666666667,0.8625000000000002,0.06083333333333333,0.9033333333333332,0.6722972989082336,0.0,0.9975,0.7925000190734863,0.9,0.7
MTL0.8,1,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9225000143051147,0.8374999761581421,0.5358333333333334,0.1875,0.4945833333333334,0.3658333333333333,0.6561201214790344,1.0,1.0,0.9225000143051147,0.9,0.6
MTL0.5,0,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.8974999785423279,0.8675000071525574,0.5183333333333334,0.1925,0.4795833333333334,0.3700000000000001,0.6563510298728943,0.9950000047683716,1.0,0.8974999785423279,0.9,0.6
MTL0.8,0,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.912500023841858,0.9375,0.49583333333333335,0.195,0.4608333333333334,0.455,0.6660231351852417,1.0,1.0,0.912500023841858,0.9,0.7
MTL0.5,0,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.8_filtered,wv_3d_linear0_noisy,0.9350000023841858,0.8799999952316284,0.5070833333333334,0.14,0.4716666666666667,0.35874999999999996,0.6696292757987976,1.0,0.995,0.9350000023841858,0.9,0.8
MTL0.2,0,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.912500023841858,0.887499988079071,0.5266666666666667,0.19291666666666665,0.49875,0.4495833333333334,0.6604729890823364,0.9950000047683716,1.0,0.9100000262260436,0.9,0.7
TN,0,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.7_filtered,wv_3d_linear0_noisy,0.915000021457672,0.5849999785423279,0.31666666666666665,0.425,0.29541666666666666,0.5341666666666667,0.66361004114151,0.48500001430511475,1.0,0.5600000023841858,0.9,0.7
MTL0.8,0,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9049999713897704,0.8075000047683716,0.5,0.1875,0.4679166666666667,0.36666666666666664,0.6471131443977356,1.0,1.0,0.9049999713897704,0.9,0.6
MTL0.5,2,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.8324999809265137,0.9049999713897704,0.5408333333333334,0.7933333333333333,0.5029166666666667,0.7158333333333333,0.6579703688621521,1.0,1.0,0.8324999809265137,0.9,0.5
MTL0.2,2,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9024999737739564,0.8824999928474426,0.50625,0.1975,0.47208333333333335,0.4566666666666667,0.6575057506561279,1.0,1.0,0.9024999737739564,0.9,0.6
MTL0.2,2,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.9100000262260436,0.9950000047683716,0.6441666666666667,0.5541666666666667,0.6204166666666667,0.6016666666666667,0.6727835536003113,0.9950000047683716,1.0,0.9049999713897704,0.9,0.5
MTL0.8,2,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.9049999713897704,0.9200000166893004,0.6208333333333333,0.35874999999999996,0.585,0.4816666666666667,0.6584125757217407,1.0,1.0,0.9049999713897704,0.9,0.5
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.6_filtered,wv_3d_linear0_noisy,0.9049999713897704,0.8050000071525574,0.5025,0.1875,0.47541666666666665,0.3658333333333333,0.6563510298728943,1.0,1.0,0.9049999713897704,0.9,0.6
MTL0.5,1,"[1, 1000000, 1, 1]",True,512,0.5,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.8899999856948853,0.9574999809265136,0.5704166666666667,0.6083333333333334,0.5379166666666667,0.6070833333333333,0.6597391366958618,0.9975000023841858,0.9975,0.8899999856948853,0.9,0.5
TN,2,"[1, 1000000, 1, 1]",True,512,0.0,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.887499988079071,0.6349999904632568,0.33625,0.62125,0.30749999999999994,0.6608333333333333,0.6621711254119873,0.48500001430511475,1.0,0.4474999904632568,0.9,0.5
MTL0.8,2,"[1, 1000000, 1, 1]",True,512,0.8,align=0.9_p=0.4_filtered,wv_3d_linear0_noisy,0.8924999833106995,0.9975000023841858,0.7008333333333333,0.4791666666666667,0.6741666666666667,0.6308333333333334,0.7200764417648315,1.0,1.0,0.8924999833106995,0.9,0.4
MTL0.2,1,"[1, 1000000, 1, 1]",True,512,0.2,align=0.9_p=0.5_filtered,wv_3d_linear0_noisy,0.8675000071525574,0.975000023841858,0.5608333333333334,0.765,0.5241666666666667,0.6758333333333333,0.6676984429359436,1.0,1.0,0.8675000071525574,0.9,0.5
