name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
MTL0.8,2,"[1, 1000000, 1, 1]",False,512,0.8,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9850000143051147,0.9049999713897704,0.4716666666666667,0.013333333333333334,0.45374999999999993,0.28791666666666665,0.5221666693687439,1.0,0.9925,0.9825000166893004,0.9,0.8
TN,2,"[1, 1000000, 1, 1]",False,512,0.0,align=0.9_p=0.8,wv_3d_linear0_noisy,0.925000011920929,0.8650000095367432,0.255,0.4379166666666667,0.23875,0.5629166666666666,0.5475000143051147,0.48500001430511475,0.915,0.9300000071525574,0.9,0.8
MTL0.8,1,"[1, 1000000, 1, 1]",False,512,0.8,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9800000190734864,0.8650000095367432,0.4845833333333333,0.022083333333333333,0.4583333333333333,0.2025,0.5141666531562805,1.0,0.9975,0.9800000190734864,0.9,0.8
MTL0.5,2,"[1, 1000000, 1, 1]",False,512,0.5,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9674999713897704,0.8475000262260437,0.49416666666666664,0.04375,0.4566666666666667,0.24416666666666667,0.5205000042915344,1.0,1.0,0.9674999713897704,0.9,0.8
TN,1,"[1, 1000000, 1, 1]",False,512,0.0,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9350000023841858,0.8774999976158142,0.27791666666666665,0.44416666666666665,0.24541666666666664,0.6062500000000001,0.5318333506584167,0.48500001430511475,0.895,0.912500023841858,0.9,0.8
MTL0.2,2,"[1, 1000000, 1, 1]",False,512,0.2,align=0.9_p=0.8,wv_3d_linear0_noisy,0.949999988079071,0.8774999976158142,0.5325000000000001,0.050416666666666665,0.4908333333333334,0.2625,0.5266666412353516,1.0,1.0,0.949999988079071,0.9,0.8
MTL0.8,0,"[1, 1000000, 1, 1]",False,512,0.8,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9825000166893004,0.8525000214576721,0.4854166666666666,0.025833333333333333,0.4629166666666667,0.2866666666666667,0.5385000109672546,1.0,0.9975,0.9825000166893004,0.9,0.8
MTL0.5,1,"[1, 1000000, 1, 1]",False,512,0.5,align=0.9_p=0.8,wv_3d_linear0_noisy,0.9375,0.8399999737739563,0.4979166666666666,0.06458333333333334,0.45416666666666666,0.29083333333333333,0.528333306312561,1.0,0.99,0.9375,0.9,0.8
MTL0.8,2,"[1, 1000000, 1, 1]",False,512,0.8,align=0.9_p=0.7,wv_3d_linear0_noisy,0.9649999737739564,0.887499988079071,0.4375,0.042083333333333334,0.41,0.26458333333333334,0.5083333253860474,1.0,1.0,0.9649999737739564,0.9,0.7
MTL0.2,1,"[1, 1000000, 1, 1]",False,512,0.2,align=0.9_p=0.8,wv_3d_linear0_noisy,0.959999978542328,0.8799999952316284,0.4566666666666667,0.09958333333333334,0.4270833333333333,0.3075,0.5296666622161865,1.0,0.98,0.959999978542328,0.9,0.8
