session.id,question.id,split.condition,image.path,anwser.similar
188,8201,NIFO mtl1_d512,img/bm/train/0/71.jpg,1
188,8201,NIFO mtl1_d512,img/bm/train/1/173.jpg,1
188,8221,NIFO mtl1_d512,img/bm/test/1/198.jpg,2
188,8221,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
188,8221,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8196,NIFO mtl1_d512,img/bm/test/0/93.jpg,1
188,8196,NIFO mtl1_d512,img/bm/train/0/71.jpg,1
188,8196,NIFO mtl1_d512,img/bm/train/1/173.jpg,1
188,8193,NIFO mtl1_d512,img/bm/test/0/90.jpg,2
188,8193,NIFO mtl1_d512,img/bm/train/0/71.jpg,2
188,8193,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8205,NIFO mtl1_d512,img/bm/test/1/142.jpg,1
188,8205,NIFO mtl1_d512,img/bm/train/1/128.jpg,1
188,8205,NIFO mtl1_d512,img/bm/train/0/51.jpg,1
188,8215,NIFO mtl1_d512,img/bm/test/1/192.jpg,2
188,8215,NIFO mtl1_d512,img/bm/train/1/137.jpg,2
188,8215,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8208,NIFO mtl1_d512,img/bm/test/1/145.jpg,2
188,8208,NIFO mtl1_d512,img/bm/train/1/107.jpg,2
188,8208,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8200,NIFO mtl1_d512,img/bm/test/0/97.jpg,1
188,8200,NIFO mtl1_d512,img/bm/train/0/83.jpg,1
188,8200,NIFO mtl1_d512,img/bm/train/1/166.jpg,1
188,8219,NIFO mtl1_d512,img/bm/test/1/196.jpg,2
188,8219,NIFO mtl1_d512,img/bm/train/1/127.jpg,2
188,8219,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8212,NIFO mtl1_d512,img/bm/test/1/149.jpg,2
188,8212,NIFO mtl1_d512,img/bm/train/1/127.jpg,2
188,8212,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8197,NIFO mtl1_d512,img/bm/test/0/94.jpg,2
188,8197,NIFO mtl1_d512,img/bm/train/0/54.jpg,2
188,8197,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8185,NIFO mtl1_d512,img/bm/test/0/42.jpg,2
188,8185,NIFO mtl1_d512,img/bm/train/0/83.jpg,2
188,8185,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8207,NIFO mtl1_d512,img/bm/test/1/144.jpg,1
188,8207,NIFO mtl1_d512,img/bm/train/1/139.jpg,1
188,8207,NIFO mtl1_d512,img/bm/train/0/7.jpg,1
188,1447,NIFO mtl1_d512,img/bm/train/0/82.jpg,1
188,1447,NIFO mtl1_d512,img/bm/valid/0/1.jpg,1
188,8210,NIFO mtl1_d512,img/bm/test/1/147.jpg,2
188,8210,NIFO mtl1_d512,img/bm/train/1/153.jpg,2
188,8210,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8189,NIFO mtl1_d512,img/bm/test/0/46.jpg,2
188,8189,NIFO mtl1_d512,img/bm/train/0/83.jpg,2
188,8189,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8218,NIFO mtl1_d512,img/bm/test/1/195.jpg,1
188,8218,NIFO mtl1_d512,img/bm/train/1/139.jpg,1
188,8218,NIFO mtl1_d512,img/bm/train/0/51.jpg,1
188,8217,NIFO mtl1_d512,img/bm/test/1/194.jpg,1
188,8217,NIFO mtl1_d512,img/bm/train/1/139.jpg,1
188,8217,NIFO mtl1_d512,img/bm/train/0/51.jpg,1
188,8204,NIFO mtl1_d512,img/bm/test/1/141.jpg,1
188,8204,NIFO mtl1_d512,img/bm/train/1/137.jpg,1
188,8204,NIFO mtl1_d512,img/bm/train/0/51.jpg,1
188,8220,NIFO mtl1_d512,img/bm/test/1/197.jpg,2
188,8220,NIFO mtl1_d512,img/bm/train/1/127.jpg,2
188,8220,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8183,NIFO mtl1_d512,img/bm/test/0/40.jpg,2
188,8183,NIFO mtl1_d512,img/bm/train/0/12.jpg,2
188,8183,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8186,NIFO mtl1_d512,img/bm/test/0/43.jpg,2
188,8186,NIFO mtl1_d512,img/bm/train/0/83.jpg,2
188,8186,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8213,NIFO mtl1_d512,img/bm/test/1/190.jpg,2
188,8213,NIFO mtl1_d512,img/bm/train/1/137.jpg,2
188,8213,NIFO mtl1_d512,img/bm/train/0/7.jpg,2
188,8192,NIFO mtl1_d512,img/bm/test/0/49.jpg,1
188,8192,NIFO mtl1_d512,img/bm/train/0/83.jpg,1
188,8192,NIFO mtl1_d512,img/bm/train/1/173.jpg,1
188,8191,NIFO mtl1_d512,img/bm/test/0/48.jpg,2
188,8191,NIFO mtl1_d512,img/bm/train/0/54.jpg,2
188,8191,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8206,NIFO mtl1_d512,img/bm/test/1/143.jpg,2
188,8206,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
188,8206,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
188,8184,NIFO mtl1_d512,img/bm/test/0/41.jpg,2
188,8184,NIFO mtl1_d512,img/bm/train/0/71.jpg,2
188,8184,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
188,8188,NIFO mtl1_d512,img/bm/test/0/45.jpg,2
188,8188,NIFO mtl1_d512,img/bm/train/0/71.jpg,2
188,8188,NIFO mtl1_d512,img/bm/train/1/166.jpg,2
194,8097,NINO mtl1_d512,img/bm/test/1/194.jpg,2
194,8097,NINO mtl1_d512,img/bm/train/1/139.jpg,2
194,8097,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8066,NINO mtl1_d512,img/bm/test/0/43.jpg,2
194,8066,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8066,NINO mtl1_d512,img/bm/train/1/100.jpg,2
194,8065,NINO mtl1_d512,img/bm/test/0/42.jpg,1
194,8065,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8065,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8075,NINO mtl1_d512,img/bm/test/0/92.jpg,1
194,8075,NINO mtl1_d512,img/bm/train/0/71.jpg,1
194,8075,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8095,NINO mtl1_d512,img/bm/test/1/192.jpg,1
194,8095,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8095,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8073,NINO mtl1_d512,img/bm/test/0/90.jpg,1
194,8073,NINO mtl1_d512,img/bm/train/0/71.jpg,1
194,8073,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8069,NINO mtl1_d512,img/bm/test/0/46.jpg,1
194,8069,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8069,NINO mtl1_d512,img/bm/train/1/100.jpg,1
194,8068,NINO mtl1_d512,img/bm/test/0/45.jpg,1
194,8068,NINO mtl1_d512,img/bm/train/0/71.jpg,1
194,8068,NINO mtl1_d512,img/bm/train/1/139.jpg,1
194,8068,NINO mtl1_d512,img/bm/test/0/45.jpg,1
194,8068,NINO mtl1_d512,img/bm/train/0/71.jpg,1
194,8068,NINO mtl1_d512,img/bm/train/1/139.jpg,1
194,8090,NINO mtl1_d512,img/bm/test/1/147.jpg,1
194,8090,NINO mtl1_d512,img/bm/train/1/153.jpg,1
194,8090,NINO mtl1_d512,img/bm/train/0/80.jpg,1
194,8079,NINO mtl1_d512,img/bm/test/0/96.jpg,2
194,8079,NINO mtl1_d512,img/bm/train/0/18.jpg,2
194,8079,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8077,NINO mtl1_d512,img/bm/test/0/94.jpg,1
194,8077,NINO mtl1_d512,img/bm/train/0/54.jpg,1
194,8077,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8100,NINO mtl1_d512,img/bm/test/1/197.jpg,1
194,8100,NINO mtl1_d512,img/bm/train/1/127.jpg,1
194,8100,NINO mtl1_d512,img/bm/train/0/79.jpg,1
194,8088,NINO mtl1_d512,img/bm/test/1/145.jpg,1
194,8088,NINO mtl1_d512,img/bm/train/1/107.jpg,1
194,8088,NINO mtl1_d512,img/bm/train/0/80.jpg,1
194,1533,NINO mtl1_d512,img/bm/train/0/63.jpg,1
194,1533,NINO mtl1_d512,img/bm/test/0/46.jpg,1
194,8081,NINO mtl1_d512,img/bm/test/0/98.jpg,2
194,8081,NINO mtl1_d512,img/bm/train/0/71.jpg,2
194,8081,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8067,NINO mtl1_d512,img/bm/test/0/44.jpg,1
194,8067,NINO mtl1_d512,img/bm/train/0/71.jpg,1
194,8067,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8076,NINO mtl1_d512,img/bm/test/0/93.jpg,2
194,8076,NINO mtl1_d512,img/bm/train/0/71.jpg,2
194,8076,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8098,NINO mtl1_d512,img/bm/test/1/195.jpg,2
194,8098,NINO mtl1_d512,img/bm/train/1/139.jpg,2
194,8098,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8094,NINO mtl1_d512,img/bm/test/1/191.jpg,2
194,8094,NINO mtl1_d512,img/bm/train/1/120.jpg,2
194,8094,NINO mtl1_d512,img/bm/train/0/79.jpg,2
194,8072,NINO mtl1_d512,img/bm/test/0/49.jpg,2
194,8072,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8072,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8074,NINO mtl1_d512,img/bm/test/0/91.jpg,1
194,8074,NINO mtl1_d512,img/bm/train/0/18.jpg,1
194,8074,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8078,NINO mtl1_d512,img/bm/test/0/95.jpg,2
194,8078,NINO mtl1_d512,img/bm/train/0/18.jpg,2
194,8078,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8078,NINO mtl1_d512,img/bm/test/0/95.jpg,2
194,8078,NINO mtl1_d512,img/bm/train/0/18.jpg,2
194,8078,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8082,NINO mtl1_d512,img/bm/test/0/99.jpg,2
194,8082,NINO mtl1_d512,img/bm/train/0/71.jpg,2
194,8082,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8101,NINO mtl1_d512,img/bm/test/1/198.jpg,1
